Name,Ticker,"Sub-Sector","Market Cap","Close Price","PE Ratio","1Y Forward EPS Growth","3Y Historical Dividend Growth","5Y Historical Revenue Growth","1Y Hist Op. Cash Flow Growth","1Y Historical EBITDA Growth","5Y Historical EBITDA Growth","5Y Hist Op. Cash Flow Growth","1Y Historical Revenue Growth","1Y Forward Revenue Growth","1Y Forward EBITDA Growth","1Y Historical EPS Growth","5Y Historical EPS Growth","1Y Fwd Op. Cash Flow Growth"
CCL Products India Ltd,CCL,"Tea & Coffee","9838.7449632","729.9","36.5915834692056","15.957446808510626","3.228011545636722","12.663589841302247","-41.05669650693348","20.277487692078214","10.585797187957358","-0.20608520970969435","41.49387498976891","19.371453913529724","24.345976924968","31.56321327134832","12.662421674951375","124.63038091867017"
Kaynes Technology India Ltd,KAYNES,"Electrical Components & Equipments","9823.756124160001","1774.95","103.20155608950519","48.58870967741935",,,"-17.539062500000007","80.9950649612247",,,"60.13148262852637","52.983270476743066","55.063629558336004","107.01308820734329",,"-201.33040865957753"
Karur Vysya Bank Ltd,KARURVYSYA,"Private Banks","9783.27443457","124","8.844917171812416","23.09920347574221",,"3.066603057121431","-91.22010500574946","36.83338412311449","19.53016803257288","-28.76786333774879","20.746076592959884","-37.86715896965536",,"64.03104582034909","24.85154971357599",
Brookfield India Real Estate Trust REIT,BIRET,"Real Estate","9717.190029927","264.66","74.04701691630729","11.843011292346326",,"7.147134546720113","52.133945075257465","32.35477728875989","7.433755422815236","17.313494177360322","36.72890648458092","47.10818655757188","44.9495831018122","-49.280047287223866","-48.292570693885004","46.983100079218396"
India Grid Trust,INDIGRID,"Power Transmission & Distribution","9591.90281","136.93","21.05426667105667","47.74155069582506","-34.21195944174461","39.28744120345584","-2.1651783568675302","5.754273814712585","39.018222808813086","36.266529756930765","6.14876628972405","5.692132704255696","6.636575006234501","19.86715524421983","-13.553712552944909","24.114582982883302"
Eureka Forbes Ltd,EUREKAFORBE,,"9584.9615496","509.65","360.8795764156655","732.1167883211679",,"139.34338121176745","40722.222222222226","457.4746008708265",,,"445.39158508644033","14.439023458758609","135.76676260997002","420.4595959961701",,"135.51231124828723"
Campus Activewear Ltd,CAMPUS,"Apparel & Accessories","9575.015031855","316.7","81.75388517635764","40.99999999999999",,"28.342506412701862","-85.65682567774112","5.07932603615791","29.484354092073993",,"24.270838556552853","17.75009751176867","29.925662725673803","7.843475133591357","-73.9853340818799","114.83865356179871"
National Standard (India) Ltd,NATIONSTD,"Real Estate","9537.6","4821.65","1156.072727272727",,,"-10.176823861760608","-157.66423357664232","-64.61448255643506","-11.773984374038605",,"-37.74804905239688",,,"-66.50406504065042","5.3348532701885",
Eris Lifesciences Ltd,ERIS,"Pharmaceuticals","9524.290205219999","714.55","24.92225823011305","13.345195729537366","36.81545133139288","13.974010544775561","0.7725916453537877","7.1959618093598445","9.470527618406411","13.569295177667474","23.535280709037032","20.134999705240816","33.2846448785832","-5.997452845288185","5.609454336524977","124.27657692861405"
Astrazeneca Pharma India Ltd,ASTRAZEN,"Pharmaceuticals","9424.625","3746.1","94.91062437059426",,"151.98420997897463","12.025794851765092","-3.7984348158045464","43.649692886863455","19.890026675515493","21.48065119667826","25.441269686479107",,,"61.20129870129885","30.826694067195493",
Birla Corporation Ltd,BIRLACORPN,"Cement","9410.0534034","1214.6","232.34699761481994","904.9429657794677","-30.663872564936533","8.685296716247692","-21.77608153986284","-24.26126470463334","0.5024909665364508","8.939430799869829","16.320470463856207","8.098527943176357","68.572945946296","-89.83797573396221","-23.434511253692282","43.936384177985246"
Chalet Hotels Ltd,CHALET,"Hotels, Resorts & Cruise Lines","9360.41016592","452.3","50.35998367633291","33.40683572216096",,"7.467213689745211","3.407013461858064","397.72436483275465","24.961903266583384","-20.922710926107424","130.35073809793482","21.047973382721707","40.4872166901861","328.1396695472948",,"16.539256263097087"
City Union Bank Ltd,CUB,"Private Banks","9351.45894255","127.8","9.975102340903277","8.918705603788483","25.99210498948732","7.024544606478611","26.43740507702322","10.026350707357711","6.925391701835215","32.665545647818476","13.58673974991056","-43.155284449834376","31.1935064911175","23.20706820985072","9.311364537828371","16831.21693121693"
Cera Sanitaryware Ltd,CERA,"Building Products - Ceramics","9323.325806269999","7030.3","44.5261273521658","18.01499880605565","56.67831201909692","8.91719108598621","82.47191011235957","31.17372795459145","11.02143050707014","16.57579435246368","25.151073849252793","11.349758301750342","14.930191300544","38.577101257445264","15.2074333429421","44.67756515570619"
RITES Ltd,RITES,"Business Support Services","9298.481517465","389.4","17.154603935991812","9.929078014184407","8.6120371442153","10.5899494456144","-39.95927865037813","4.204314954822076","7.873010511433831","-11.020880806729705","-0.5466132556445791","4.855748281758634","7.594002121004601","4.986939030540173","15.534258247201048","4.276365021701565"
Zydus Wellness Ltd,ZYDUSWELL,"FMCG - Foods","9293.15647048","1449.75","29.942186649740627","37.77362750265811","0","32.77088766696905","-61.27929069031032","-6.529635365338484","15.669700304916123","5.8371225356212975","11.891557316167379","11.707565330914067","35.067089244986796","0.48564120827544593","7.314361725019669","369.4144586195617"
Zensar Technologies Ltd,ZENSARTECH,"IT Services & Consulting","9241.834311755001","426.55","28.210727447359588","43.40013821700068","21.321375160129328","9.243348025778486","-60.99067599067598","-17.52707126668353","8.31586318298947","1.9159630909406644","12.997831792765036","3.588164007271251","29.6993842810576","-21.476569669469296","6.121743383796918","-15.63768724625507"
Welspun India Ltd,WELSPUNIND,"Textiles","9201.91181567","103.15","46.28029882648507","192.0792079207921","-53.5841116638722","6.026362289760656","-38.47267083350811","-38.65823442292708","-6.216742043942425","-6.752173201021316","-12.394534115920752","9.917043511074061","68.616119976733","-66.52009464311251","-12.017904068453678","26.524753261185936"
Usha Martin Ltd,USHAMART,"Iron & Steel","9159.02111055","308.55","26.158168477037748","19.89574283231973",,"9.072928759600195","-25.797847449695837","22.89319913795009",,"-25.389117640509195","20.07885307261961","7.55360446976019","23.020279352463298","20.700205575582615",,"69.40259946738746"
Galaxy Surfactants Ltd,GALAXYSURF,"Specialty Chemicals","9148.2123848","2560.75","24.012316617145245","-10.106085985482972","-34.13662439916505","12.758497191746176","-98.64950006848376","39.908523304777","14.184086120034255","-46.361886709091216","20.465791651118636","-3.8055347927875744","-5.5835151685789","44.986971988735576","19.243948858389516","-22.69831573435728"
Shree Renuka Sugars Ltd,RENUKA,"Sugar","9141.863575035","43.1","-46.40539885804569",,,"3.103627152657773","91.37539718565591","40.59658844921655",,,"40.064660608707946",,,"-42.88259628193968",,
Gujarat Narmada Valley Fertilizers & Chemicals Ltd,GNFC,"Fertilizers & Agro Chemicals","9113.75743512","593.8","6.191411301032609",,"81.71205928321396","12.108759102344703","4.365315219698577","-13.620237544346763","7.892588909521847","6.355870955065601","19.615305969129125",,,"-13.704188928327136","13.1751602975269",
Kalpataru Power Transmission Ltd,KPIL,"Power Infrastructure","9094.54781972","564.7","20.634254837708422","41.99075975042523","25.99210498948732","13.603017647412695","-8.024829750861752","5.433411080946749","8.00698528458934","0.2084916391245084","9.800660809781014","16.35963173961581","27.672993088390403","-21.97162610768172","9.130756888703772","89.62811743018634"
Ingersoll-Rand (India) Ltd,INGERRAND,"Industrial Machinery","9021.66088","2878.4","49.39586552781428",,"21.321375160129328","11.194105978187219","5.751633986928112","60.620568450397016","12.931484721814579","-7.807435031271604","26.772267787685422",,,"65.82155969133018","15.495294409504368",
Shoppers Stop Ltd,SHOPERSTOP,"Retail - Department Stores","8994.96534365","809.5","77.53612053831517","39.31703922075598",,"0.7502305255127517","42.02122099100982","61.65103998275682","14.374542473518016","12.762596754669309","50.32062621616842","9.893450621006826","14.3941681404477","346.5043621205673","-17.05407343251142","41.71098393537346"
Bls International Services Ltd,BLS,"Outsourced services","8983.9004312","219.55","44.74945422992626",,"81.71205928321396","14.154765234160994","311.7529437902689","94.78988864504586","7.902497965156363","31.08660528517626","77.77161093381434",,,"260.15171627257985","32.93855023787948",
Shyam Metalics and Energy Ltd,SHYAMMETL,"Iron & Steel","8885.73576648","362.4","10.361165772481355","47.92543595911006",,"27.154476151416574","59.969512483785735","-39.920823793465146","15.3862247826698","65.87860763643212","21.696921115236023","17.130274092874505","43.1128818418591","-52.874808328945655","12.858386522444443","16.11486060509533"
PNC Infratech Ltd,PNCINFRA,"Construction & Engineering","8871.1243257","344.95","13.472533374388721","-4.168289832489288","0","26.966595299204776","-362.9363991140175","3.642036975370348","16.372161201738635",,"10.136726860106094","1.036369360098846","-33.783244779751","13.503513772212617","22.06497879476801","-156.47359144396205"
Sapphire Foods India Ltd,SAPPHIRE,"Restaurants & Cafes","8809.581108","1405.25","37.75103320191978","-41.192485706506936",,"18.923440398198444","156.30557538781073","33.96209912536443","92.26368014136266",,"30.525986757977908","19.342352188168086","25.282451586397496","359.7492203034217",,"39.59420775703799"
HFCL Ltd,HFCL,"Telecom Equipments","8802.856405794999","64.1","29.248285230405074","33.0275229357798",,"8.046814159514915","42.21178420943564","-3.0577922739781256","16.72569434677209","8.635146648358806","0.42577009672590815","11.429102242150599","17.0195571359302","-7.428619974769784","9.985993139211423","228.24330612072248"
Godrej Agrovet Ltd,GODREJAGRO,"Agro Products","8788.66388615","458.9","29.11021127538015","6.915979596568778","19.983162620797668","12.64430448504279","828.0466472303207","-14.874227175156683","5.656658896680833","19.825099554495964","12.769279097197096","6.830958377657899","18.4127469921001","-25.0312942920608","5.270250854183889","-39.532276149287206"
Craftsman Automation Ltd,CRAFTSMAN,"Industrial Machinery","8725.675518335001","4542.6","35.128932397983","49.62236422158698",,"16.475537657289664","85.70948320650348","28.54375023065279","17.946857630343803","16.53784103933935","43.63628191298092","43.261714471683135","39.1975669668967","52.302409712428535","49.61891660010198","7.000625349702133"
Firstsource Solutions Ltd,FSL,"Outsourced services","8689.517324139999","132.8","16.914560808479145","11.251528491619997","11.868894208139679","11.686954126973426","12.999602023992274","0.5758001180084896","15.701386824827445","20.334092419678917","3.9086682731846123","4.815891646094613","8.0230873496851","-4.460351123760231","9.07371740332632","-0.3865296978829633"
Kotak Mahindra Asset Management Company Limited,KOTAKBKETF,"Equity","8642.347920388","456.84",,,,,,,,,,,,,,
Procter & Gamble Health Ltd,PGHL,"Pharmaceuticals","8542.954943210001","5110.25","44.374376393153916","34.505692499480425",,"7.869751419360282","-31.440588853838058","6.341814326821252","13.228946615207837","25.867630076145165","9.813698470048626","8.930471798510093","32.1587510031371","8.891402714932315","15.439065522310225",
Syrma SGS Technology Ltd,SYRMA,"Electronic Equipments","8533.95032255","483.6","71.52154142264499","30.43478260869566",,,"-134.03395311236864","58.044917741825294",,,"62.88343558282208","30.067777490990085","37.7756711704275","197.71982228595533",,"-357.57726606835536"
Jyothy Labs Ltd,JYOTHYLAB,"FMCG - Household Products","8513.73241114","233.6","35.51087554177261","24.06214875495287","0","7.860043587966681","62.223538704581365","35.79617834394923","2.5271643740926164","6.284515911305544","14.329890391664723","7.660537236583884","26.786862279175498","48.02123850095729","4.987789038287804","-7.091224974657777"
Godfrey Phillips India Ltd,GODFRYPHLP,"FMCG - Tobacco","8493.9867408","1649.75","12.301746260952681",,"22.39034103416604","8.409657622426359","54.47180712003358","30.002140811902873","23.871224770129462","14.30231574480656","32.28197081715511",,"8.268206481158801","57.6220740537825","34.11741473105221","-11.267529079247737"
V I P Industries Ltd,VIPIND,"Apparel & Accessories","8385.94020072","586.15","55.0475265899961","63.550764658001974","12.035118663929122","8.15053716147962","838.5557432432432","65.27100345262241","8.04884267659023","15.47162349485587","58.34131551358732","15.26626655234829","29.6207775653282","127.33927838322853","3.7102066532623823","76.53953913888728"
Cochin Shipyard Ltd,COCHINSHIP,"Shipbuilding","8383.0690547","629.7","27.51253381916638","64.07599309153713","0.7361984081757589","0.6903098865002955","96.74171700530843","-41.532054941733534","-4.386561093835395","45.77142061603689","-23.792959751820252","37.272250871503545","116.11215127927801","-45.98064698914818","-6.14899401556398","-64.32073373511152"
SBI-ETF Nifty 50,SETFNIF50,"Equity","8375.508879793","203.17",,,,,,,,,,,,,,
BHARAT Bond ETF-April 2023-Growth,EBBETF0423,"Debt","8369.700871194","1230.39",,,,,,,,,,,,,,
KRBL Ltd,KRBL,"Packaged Foods & Meats","8325.269994080001","350.55","11.876615586864096",,,"10.82514498303977","46.14963646313815","46.373891450869095","5.434616658356606","16.769583144658462","28.278007274402974",,,"52.588397556813106","10.041509599281294",
NCC Ltd,NCC,"Construction & Engineering","8249.90416632","137.15","13.542193313066354",,"122.39800905693153","13.061416972347528","68.14952960182457","23.331460803853723","13.524517802377112","35.18177406205039","37.655088424824655",,"9.370180741471799","23.509072464501177","27.35644983155079","-31.41594931415949"
Intellect Design Arena Ltd,INTELLECT,"Software Services","8248.05598882","640.85","30.86500762945775","21.87359493507459",,"15.339416589863886","-61.49821168366671","-5.142857142857108","35.68796032015293","28.662946561683622","18.895031075299016","12.265447827190991","27.835591394638996","-24.22574706588887","37.71562202285841","179.83416385207784"
Supreme Petrochem Ltd,SPLPETRO,"Specialty Chemicals","8200.482924619999","442.65","16.462535732881015","83.46111046925931","100","11.991978233546519","-51.75847931420052","-23.19193212742127","28.642508284932777","8.75237562615634","5.596507861262534","15.767637959350129","19.7697210576919","0.13661883337641537","42.47428831767075","138.6134767630773"
Eclerx Services Ltd,ECLERX,"Outsourced services","8156.862674030001","1731.7","16.686160449288117","8.748481166464154","14.471933014957617","13.7260010502694","22.93112433826152","14.818267900065601","12.939717105908311","7.482562178366647","24.205366664073203","5.8127752086519155","13.664213565212599","19.076736137049625","14.737805625214872","24.854336607291486"
Ujjivan Small Finance Bank Ltd,UJJIVANSFB,"Private Banks","8122.4252673","42.85","7.384627167040938","-7.916945181878528",,"24.65763902236946","-58.51152120637953","431.4485752590923","98.74377428130865","-14.457452676122706","49.8469752796523","-31.11220021118258",,"348.9988396768115","162.65980934473384","-46.21559225078028"
E I D-Parry (India) Ltd,EIDPARRY,"Sugar","8073.50003868","453.9","8.521024231308296",,,"17.744835803307524","-52.244712313377306","23.858799775144476","17.357225474177906","2.9637498313238364","48.547417392642615",,"-88.815130260521","4.353424706064316","29.783959371038083","73.22066041945561"
Elecon Engineering Company Ltd,ELECON,"Heavy Electrical Equipments","8057.640486475","721.75","33.92833587298414",,,"5.496952189058391","38.89784946236559","40.9969283409152","22.06791407426443","34.531852367621816","27.090306477351778",,,"69.06812842599824","99.57990557642695",
Multi Commodity Exchange of India Ltd,MCX,"Stock Exchanges & Ratings","7994.2875669","1556.65","53.66374147076594","49.98291766313632","-13.987502567358966","10.557104994523803","312.16721791465596","2.599159379680148","5.320628563756968",,"34.12337587408552","2.2076156718344104","12.9667980493019","4.05871457859879","6.615906196447785","112.73511525951068"
Graphite India Ltd,GRAPHITE,"Electrical Components & Equipments","7976.20862505","415.8","40.011079132430424","204.30961593679478","61.980590063874175","-0.24354294035177082","67.15078763545486","-47.8757909289095","-23.863495506967347",,"-0.19485956257492276","-5.427792882641742","93.0807457348147","-60.49032820675447","-28.024066114931944","-639.4113245198304"
JK Lakshmi Cement Ltd,JKLAKSHMI,"Cement","7936.8459517","681.65","22.131632233840833","42.51968503937007","14.471424255333186","11.246907603310753","-34.10154773557659","-9.656249999999977","12.22394010027006","11.39608910271539","18.600053569378726","8.464868751363484","28.7334120256108","-22.622995692466937","45.37851214874449","41.41557479147943"
Kama Holdings Ltd,KAMAHOLD,"Conglomerates","7877.4659887","12279.35","6.283223651583665",,"39.81835853750964","20.967285735867904","18.015948998622033","14.942573110703693","28.691563279135245","27.40481687248333","20.41270264945696",,,"31.02579524416367","29.867250601380178",
Welspun Corp Ltd,WELCORP,"Iron & Steel","7857.650672775","302.85","38.0165981555711","284.3236409608091","-21.910333438092","9.411289393359779","-71.78530387739028","-13.509899919384853","7.899984940181604","-11.500514567002496","43.889103825926526","42.599098420314974","159.756072394081","-52.964911701497186","5.7943241602078865","-453.8450743755262"
Alok Industries Ltd,ALOKINDS,"Textiles","7820.253631575","15.8","-8.882008985729048",,,"3.860664257302071","-46.46973646104836","-102.26623312641642",,,"-4.791682813441178",,,"-12133.469583402193",,
Bombay Burmah Trading Corporation Ltd,BBTC,"Tea & Coffee","7708.399512","1109.9","-4.600052223521836",,"0","10.653427538185923","-14.460565586123346","-52.311559564490885","-9.074750410347354","28.657932111073524","16.065503011682793",,,"-2752.711022867005",,
Saregama India Ltd,SAREGAMA,"Movies & TV Serials","7680.5390937","428.5","40.57765793374894","12.919633774160728","241.9661172729805","17.23891337504091","-50.22402614516894","26.42767068996585","43.30374080318175",,"31.980050037365572","12.667561146739862","18.5923700264044","18.225277279573298","43.101848786106586","163.85286489035605"
Easy Trip Planners Ltd,EASEMYTRIP,"Tour & Travel Services","7648.608","43.85","56.989851724908725","42.85714285714287",,"27.73073439368352","-72.6607989167231","29.713781877373847","130.48932851714613",,"85.85842408712364","34.510986643688064","47.093105899076","26.372809834136007","308.29989933286976","-313.41822364309843"
Balrampur Chini Mills Ltd,BALRAMCHIN,"Sugar","7557.5267177","380.5","26.595089973255416","90.10043041606887","0","1.5785783533915465","6.999276043190946","-21.116132676942865","3.560976299537","14.98161616072724","-3.081175794675517","21.42927964322859","78.8532844517164","-37.89177230173244","6.8746787435608026","77.91394246521867"
Deepak Fertilisers and Petrochemicals Corp Ltd,DEEPAKFERT,"Fertilizers & Agro Chemicals","7543.341232875","599.4","6.233651130381792","-31.422722620266125","50.92612206997544","13.595269796316355","-2.9242484969939895","60.68948767037162","31.739929892059248","8.748046668574382","47.714869953108895","-2.5649313860431966","-28.282473769764998","60.80235390921001","40.44261363449706",
Mahindra Lifespace Developers Ltd,MAHLIFE,"Real Estate","7542.718705795","493.15","74.37111719379809","63.09769297475847",,"4.18322329995402","-185.34615384615384","14.67497773820121","-6.487048518203298",,"42.01968622971746","6.067415730337073","-157.242785531378","-34.46041102812776","-2.0831760056806314","-141.54138577254287"
Ircon International Ltd,IRCON,"Construction & Engineering","7462.9923969","80.35","9.752613458568025","-7.862407862407869","8.093666485078831","20.673368057078754","171.24990349725934","30.94785729364568","11.87928905515665","8.860999450698802","41.01260193704918","-1.2913991130964322","-9.5059305401485","29.23925098942997","80.62261522219585","-669.3261037955074"
Amber Enterprises India Ltd,AMBER,"Home Electronics & Appliances","7372.356811455001","2217.15","46.89496095321534","37.1244635193133",,"26.836190640742785","12.938993482983348","51.80155478855577","19.563639935049395","11.9796633230848","64.63134754683786","16.658738982429192","28.0587424018958","43.797771279422435","15.617122833631768","14.099304922320428"
Latent View Analytics Ltd,LATENTVIEW,"IT Services & Consulting","7346.74349763","370.05","47.26721673827448","5.614115112912588",,"39.84942217679737","11.449159327461958","21.34919676289405","27.437655986341912","42.90384154315572","31.70510179216235","6.066977276167738","9.753743485094999","9.927473419774076","18.966184211940096","12.372234308936385"
NBCC (India) Ltd,NBCC,"Construction & Engineering","7326","41.15","27.473186829670897","55.405405405405396","56.82738757241306","0.8051681012244183","-82.49589131149337","15.2581587920114","-9.331150307607894","-33.29659212993612","13.28481287856571","-15.042298654610441","14.9499610563287","18.753621896313714","-6.773970673503782","-161.1111603149439"
Praj Industries Ltd,PRAJIND,"Construction & Engineering","7320.9665568","406.65","30.529468543786415","24.862274161801206","18.56311014966876","30.525730778276248","-13.604390919748482","53.7702209079843","35.209758909250176","9.841153634637712","50.19542249081725","13.737604369529693","26.344191784264297","59.41154484538353","42.88912089815131","47.84240751831376"
Granules India Ltd,GRANULES,"Pharmaceuticals","7318.16272766","308.8","14.166013797251262","14.01425178147268","14.471424255333186","21.468679222039167","-23.221883092859784","25.37846020761246","24.893838502083334","12.020708228517174","19.647431745419052","13.500673928894978","13.720426342167999","26.393982466808833","30.81242314192476","-23.390759242990512"
Jupiter Wagons Ltd,JWL,"Rail","7306.6177787","181.6","60.50027141425855",,,"83.99095708038932","-11.665182546749767","117.05922512374094","190.9473341508726","60.09187763618733","75.44722189314061",,,"143.4224621989523",,
Metropolis Healthcare Ltd,METROPOLIS,"Hospitals & Diagnostic Centres","7303.304365010001","1436.4","51.11495216272394","14.295951271945533","0","12.178356967132075","1.7026061117134519","-20.46121593291398","10.261239456747662","20.007908382132268","-7.8076959650068005","6.048494537703161","9.6503973868515","-33.35938160317454","5.851484433191723","6.843746686427352"
Ramkrishna Forgings Ltd,RKFORGE,"Rail","7290.8680293","467.1","29.386811887545345",,,"16.41290013203287","-69.13925320719558","33.96505945280326","18.89274015229807","-21.403706632615116","37.69376881694957",,"7.5660519402333","25.213683316501566","20.147282180610127","-33.38102884916768"
Jammu and Kashmir Bank Ltd,J&KBANK,"Private Banks","7246.146023525","70.2","6.045558550901481",,,"7.279518482414216","-10965.984474241355","100.75534473843932","52.35000275984723",,"14.961054775489902",,,"103.8333175066689","26.656956750762852",
Lemon Tree Hotels Ltd,LEMONTREE,"Hotels, Resorts & Cruise Lines","7219.45787376","92.3","63.01901076955309","30.000000000000007",,"12.072510140256032","229.919531821507","221.28083019404374","24.7975364647959","2.149709681317691","107.28074103754683","18.51426492159695","14.340448321804","231.10650304494501","51.606744245766144","20.618297395559452"
Glenmark Life Sciences Ltd,GLS,"Pharmaceuticals","7215.62515908","596.85","15.45234101224945","11.519286276567831",,"514.480294191222","53.974388704233334","6.4192402815650995",,,"2.4449111515451927","11.4839876174561","9.3631284916201","4.818938305072664",,"59.6023024594453"
Safari Industries (India) Ltd,SAFARI,"Apparel & Accessories","7203.33415895","2975.6","57.585211919018285","25.852918877937846",,"23.80170837192852","-85.9251259899208","282.6409495548962","36.91697975449397","-8.314660684508436","71.15152873917555","19.0152606759235","26.408282752241302","428.02453285650427","39.42474003326131","125.28703859101813"
CE Info Systems Ltd,MAPMYINDIA,"Software Services","7184.64076308","1427.5","66.9896574646154","15.309126594700693",,"14.39417658723765","-64.84967000733316","18.94324853228957","20.85729024732583",,"30.492995578329673","21.920324276394968","29.7599864303282","-31.676306936898378","-21.70985185791523","21.148069863166086"
Sun Pharma Advanced Research Co Ltd,SPARC,"Pharmaceuticals","7171.9270948","227.15","-32.22179483691257",,,"13.562944287783507","-37.08360763660301","-12.934244900227881",,,"73.26670830730792","19670.44780902027","-4855.1621040829705","-2.6377829655850493",,"-17408.08738425926"
Action Construction Equipment Ltd,ACE,"Heavy Machinery","7143.800928039999","601.4","41.62811565782875","39.48646773074255","25.99210498948732","14.993412546427166","26.609342319312095","57.409743497327156","21.379076022032883","7.405923831148753","33.81977380518062","16.185023627771713","25.205930807248798","59.53926062648798","26.54895305909171","-26.349947132387797"
Godawari Power and Ispat Ltd,GPIL,"Iron & Steel","7132.35379542","533.9","8.989606497882537",,,"18.210174354508357","37.32116682838208","-39.96005560885828","15.240907217192934","146.52586238191762","4.811827332109053",,,"-43.10222017002009","32.9348946946715",
JM Financial Ltd,JMFINANCIL,"Investment Banking & Brokerage","7129.309468185001","75.5","11.936093803989689","36.56975350583469","138.1101577952299","1.543486810214012","29.1881622171841","-28.23887662178348","-3.542471686494686",,"-11.166057269190699","15.049939127807662",,"-22.800870334052078","-3.188430020552313",
Allcargo Logistics Ltd,ALLCARGO,"Logistics","7110.428464560001","288.6","11.293744285265022","7.911569086651063","12.918637753446172","24.42377480416933","157.87414708112206","-27.103594820842766","24.37195848478797","18.85455879135005","-10.475082121809788","-12.777847489603774","-11.1965009827705","-32.00213147683623","29.723145870207635","-63.403647408589556"
KSB Ltd,KSB,"Industrial Machinery","7071.03946938","2078","38.69453578515921","21.90554974280389","23.310603716523516","13.800372981601017","-38.80620899343895","18.868453740433672","15.817504388620375",,"21.76206582541955","14.852267931644201","23.3383138364856","22.332306868389573","20.854265245595194",
Home First Finance Company India Ltd,HOMEFIRST,"Home Financing","7017.369146630001","803.65","30.738837209820844","21.5680680713128",,"40.31430987331917","-79.80496387990533","30.14413412599978","50.64544969591782",,"33.55715964411618","-22.5930115635998","-40.269056819902396","22.246248242828266","39.71389380369956",
KNR Constructions Ltd,KNRCON,"Construction & Engineering","7004.147713","249.5","15.29289893668123","1.9030079803560607","0","14.379148631764483","-345.08532874718884","15.508732829982701","15.03268220859204",,"12.957503298421646","0.16931514487320165","-17.7925988265741","19.979877278441208","13.475007721769593","-58.26267199794596"
Prince Pipes and Fittings Ltd,PRINCEPIPE,"Building Products - Pipes","7004.04435465","628.55","57.68443711620814","83.97085610200362",,"15.53407494081025","-106.67831090105825","-38.524745891517","8.855611138441134",,"2.1455132779927277","8.982797802472577","54.844895431756","-51.442592597433816","6.3177297855521175","-30.946973272841362"
Balaji Amines Ltd,BALAMINES,"Specialty Chemicals","6986.789635","2215.3","21.462154067088534","26.104524789580413","46.200886910643305","22.105388160256688","74.05838684701918","-2.041168533684736","26.315443976140894","22.24761455211375","1.4138432580424354","-8.974331934279627","23.7914251308646","-11.636491951901371","23.53061644544916","5.630965127390368"
Minda Corporation Ltd,MINDACORP,"Auto Parts","6943.855119639999","298.9","24.40722361912118","2.900794230579608","50.78948822583076","10.473452841813536","132.25419664268583","35.85815602836906","9.443254603795094","40.843395981763294","42.30743867053548","15.88776384995018","19.0112454911946","48.25429911412245","11.641570521205802","4.272070211667511"
Keystone Realtors Ltd,RUSTOMJEE,"Real Estate","6926.024866860001","604.65","84.51525157852356",,,,"-117.05164523861407","-29.766076332986053",,,"-43.96340667858814",,,"-45.04832290502786",,
EPL Ltd,EPL,"Packaging","6919.473514425","220.65","30.522600416519676","25.210978491398514","9.224023812436721","8.803769980710419","93.07025986525504","6.098191214470263","4.88565441027673","11.868449060399033","8.459126799814198","12.931588244740661","23.019182652210198","5.296152386463051","5.541918414434965","-14.107676969092722"
Engineers India Ltd,ENGINERSIN,"Construction & Engineering","6907.5007641699995","126.75","19.94773236736168","31.493506493506484","-16.48368149288254","11.802041033128564","-71.8077349355422","-0.6577703057687425","-4.81630886194504","-27.203551767660727","14.84789924804122","8.639290313349552","29.831467178274302","148.15059014334793","0.9664380269998718","-363.1116725421768"
Garden Reach Shipbuilders & Engineers Ltd,GRSE,"Shipbuilding","6893.1666","584","30.217283008942648","72.52636865896535","-4.5964593763241135","12.592201175042007","-169.10999844744606","19.453901675064742","16.371440209140474",,"44.04324978104015","56.249773794960504","153.473475703452","20.342460953989","20.76252751399883","-68.12236818188964"
Chemplast Sanmar Ltd,CHEMPLASTS,"Building Products - Pipes","6878.55701687","442.35","45.149701456317494","170.74688796680496",,"10.272260830819047","-16.297996079487923","-62.725525994785826","-3.555087716263594","7.026405189576201","-15.606574019914332","1.0362539509297952","68.1761866108429","-86.25872927758762","-21.41273064287359","73.662887207045"
Tega Industries Ltd,TEGA,"Industrial Machinery","6828.298585385","1028.85","37.106285106972045","17.975504322766565",,"16.777998749466505","-91.94713656387665","39.998104355243846","25.364728246535083","-25.68843356389835","26.584386525945835","21.25394480899456","23.5882757549535","57.42496289478188","41.588647731160535","1.3435937071200925"
Indigo Paints Ltd,INDIGOPNTS,"Paints","6794.41696255","1425.7","51.500166471234685","11.792282726289216",,"21.35758170882289","-46.26607319485658","30.45550486825092","52.69750467988603",,"18.16416901162665","18.423481631899566","27.4703579085607","56.94090265437239","98.54402091755827","48.04531099419444"
National Highways Infra Trust,NHIT,"Roads","6746.8437324","118.75","26.26355145159407",,,,"108.61191499232325","398.4313725490196",,,"368.033388981636",,,"69.24129058350947",,
Titagarh Rail Systems Ltd,TITAGARH,"Rail","6743.88284967","536.75","51.79633525092154","86.39053254437867",,"16.80381065282579","-19.352932486334755","82.76039324037814",,,"43.50284496829604","32.98631903818692","34.7236427878804","37959.908124983995",,"229.69342666093144"
Tamilnad Mercantile Bank Ltd,TMB,"Private Banks","6742.60491132","421.15","6.550924850203063",,"37.34227335765961","4.627952257246326","297.6564830837162","20.369666609086128","31.877441346367874","11.979342557090412","1.1536735224195294",,,"18.00963072891191","34.310218126966284",
