Name,Ticker,"Sub-Sector","Market Cap","Close Price","PE Ratio","1Y Forward EPS Growth","3Y Historical Dividend Growth","5Y Historical Revenue Growth","1Y Hist Op. Cash Flow Growth","1Y Historical EBITDA Growth","5Y Historical EBITDA Growth","5Y Hist Op. Cash Flow Growth","1Y Historical Revenue Growth","1Y Forward Revenue Growth","1Y Forward EBITDA Growth","1Y Historical EPS Growth","5Y Historical EPS Growth","1Y Fwd Op. Cash Flow Growth"
ABB India Ltd,ABB,"Heavy Electrical Equipments","93394.37811375","4383.8","91.9027957389076","0.9068633540144121","4.642269636990948","7.375366748847911","14.111259785601131","76.91744308904053","16.331777689185124","-1.2888942751239751","25.93638772772129","16.190819985340497","23.122602908553098","95.53789613438279","21.95473497763882",
Bharat Electronics Ltd,BEL,"Electronic Equipments","91737.72430395","127.15","30.7388786779173","12.469437652811731","8.742869887171722","11.197564705898166","-17.395675034653912","22.113470100002264","14.332708813538119",,"15.484380488880568","14.325426694287714","12.1462035106269","24.63240195245917","15.961985146654323","238.53780212493876"
Adani Power Ltd,ADANIPOWER,"Power Generation","91486.59168052","241.9","8.528914150239027",,,"15.331000808760642","-17.61211328746091","3.788621010990328","18.249901177752626","10.57001201672627","35.83248623150512",,,"118.39489532899813",,
Eicher Motors Ltd,EICHERMOT,"Trucks & Buses","89133.0888383","3347.1","30.58851206212209","23.948010510510514","43.58108704136639","10.071798694076195","-9.694435738067504","62.86949820815342","5.417838212374848","-2.2145958546323175","42.16820387450457","9.56973670669067","21.954477607605998","73.75236072241441","8.16851185703853","31.587449867601293"
Shree Cement Ltd,SHREECEM,"Cement","87145.65024066","24339.65","68.58082178378817","72.18640430219486","-3.1270693848535758","12.366255190393627","-3.7196680634787453","-19.635057430732715","3.619452591318062","6.456361336769723","17.717005936826034","7.1485166898671215","41.9623574991394","-45.50888959407163","-2.3829725453254236","41.314418742262745"
ICICI Prudential Life Insurance Company Ltd,ICICIPRULI,"Insurance","86073.54951852","587.85","105.8064530037136","49.52972148661209","-9.143970358393016","5.6845928198431706","-95.11288050067171","13.656571945559529","-9.101293945372092","-56.41529332566454","-20.465309049518343","-15.123318561977884",,"7.055497820813466","-12.891315432237537",
Dr Reddy's Laboratories Ltd,DRREDDY,"Pharmaceuticals","85459.47466546501","5092.05","18.96023665286647","-6.111321927761614","16.96070952851465","12.280932665561984","109.45994023053935","72.1612992781788","24.314566778148293","26.70304105001864","16.57156819714116","2.9197816956626403","1.8348623853211","106.3795896529689","36.51853106850875","-22.332059447983013"
Adani Transmission Ltd,ADANITRANS,"Power Infrastructure","83126.51473716","742.3","66.16614642423572","-16.242642152141503",,"29.686636298809297","-7.802060728260682","11.07564919282157","15.74618891037769","11.432373204031654","18.591447344295318","-9.990830893167804","12.817297001059199","3.5551898465982212","1.765127305131231","37.894881760513414"
Ambuja Cements Ltd,AMBUJACEM,"Cement","82781.54959701","416.6","32.04364387900046","7.733205668028295",,"8.482937456489115",,"32.963582839311506","5.5898523169002345","-15.475195532795617","26.248798414399886","-15.90926462039415",,"33.303079062176394","3.470530133314087","561.2216295651227"
Bajaj Holdings and Investment Ltd,BAJAJHLDNG,"Asset Management","82450.6839484","7534.75","16.998318520158662",,"45.41695287977245","13.080337092322658","7.330786195756841","18.446759210350223","12.948363828268118","1.1567890436768868","18.5878205918478",,,"19.598193151333437","12.811385749662453",
Cipla Ltd,CIPLA,"Pharmaceuticals","82393.39818251999","1030.9","29.406154438408073","24.26555299539172","28.564079532911755","8.408496363212524","-11.432147422241151","14.369986907646286","11.359628966697798","6.906038818348059","5.372466743028226","8.053939609713378","12.0356795445368","11.28039808642106","14.651211739766158","20.731085818417668"
Bharat Petroleum Corporation Ltd,BPCL,"Oil & Gas - Refining & Marketing","82074.49153718","379.55","38.5136395378707","433.5164835164835","-37.646809223625596","14.829436465483447","-13.299899297126338","-46.274534072747336","-6.646575906213837","17.599960441420226","35.58031504234065","-4.062619260232377","100.991737776345","-81.90903877969008","-25.480941469245288","84.52942497753818"
Havells India Ltd,HAVELLS,"Electrical Components & Equipments","79726.4389797","1280.75","74.39041454442815","40.27556996631612","23.310603716523516","15.804115088709313","-67.30767005011516","-7.034848555343574","9.735471417222218","-12.476249760473134","22.001968945139062","11.272859189254559","34.8601287982994","-10.476211471657754","10.053023293881026","181.20298090028848"
SBI Cards and Payment Services Ltd,SBICARD,"Payment Infrastructure","79092.045273925","839.8","35.02018856744833","18.871237458193974","35.72088082974534","21.613613384933927","-734.3107233649179","37.646075355924026","27.614070078694695",,"26.404855276104477","8.277735660980554",,"39.40022165282719","25.58347209962111",
Tata Consumer Products Ltd,TATACONSUM,"Tea & Coffee","77790.79051275","851.5","64.62263597925683","18.37259535044067","46.273049255485454","15.341352956688592","-3.596756849473218","20.922303766922383","19.094042422835656","32.66605571169385","12.966925922948924","7.212651411293445","21.1617316735525","28.11957926301171","10.626300429199166","16.30845302244896"
Apollo Hospitals Enterprise Ltd,APOLLOHOSP,"Hospitals & Diagnostic Centres","74509.2092574","5171.8","90.96806043122065","42.92610145690715","35.72088082974534","15.078788739651362","28.73635932310613","-18.01047939313361","20.49295995351439","21.19816169908699","11.093455892623183","17.5136848394789","27.630256487819597","-22.400417683876473","46.51070617610644","53.198495840553335"
Mankind Pharma Ltd,MANKIND,"Pharmaceuticals","72919.1137332","1819.9","56.88628357142859","34.84374999999999",,,"-19.121733319264187","-7.242518275534592",,,"11.240934730056429","11.793368592259979","29.043605705583097","-10.576076010296484",,"1.7701577183763675"
GAIL (India) Ltd,GAIL,"Gas Distribution","71076.82714083","110","12.65613018889421","47.887323943661976","-2.13048394557922","21.80333404350052","7.062846087130568","-42.91489021722112","3.365416118980491","9.832734764295626","55.382552512242356","-11.572854188336127","49.281517094017104","-53.69887067140073","3.7325873407332733","250.1368307074943"
Tata Power Company Ltd,TATAPOWER,"Power Transmission & Distribution","70888.607850195","221.05","21.246780355766937","-2.2631402351008396","8.867796417792828","14.755969081727116","6.968755649787166","39.42104096196133","8.360979057591189","2.3830499433177943","32.59144449988067","-4.432399216469384","4.9364276952236","91.58866698057884","3.2363468029163345","20.279279744885187"
Adani Total Gas Ltd,ATGL,"Gas Distribution","69315.530481075","633.9","126.83769232936547",,"0","24.977386971643757","16.492057204518446","12.796006054391937","15.720015897673555","25.234067934401327","43.719784050193766",,,"7.281115037298904","-4.662143015259391",
Zomato Ltd,ZOMATO,"Online Services","68962.94502138","82.55","-71.00066408049005","46.416666666666664",,"73.9673339571374","31.91865605658709","50.00945000945001",,,"54.89890824900705","24.10320967928978","-57.8795587870776","51.7597206353934",,"-80.73267326732675"
Marico Ltd,MARICO,"FMCG - Personal Products","68923.53729657","539.45","52.936664590299536","16.0218253968254","-12.64195352637012","7.368097355591541","-49.37717987045341","9.836987071388421","9.842566233168505","9.387058803486603","-6.940922325537713","8.861526039563989","16.7546132596685","6.232345526857126","9.83231064681085","8.634524612272429"
Macrotech Developers Ltd,LODHA,"Real Estate","67284.0786836","709.6","138.24548733018307","281.8940122995691",,"-0.7207885409118764","37.61697442826402","-58.563246208454395","-12.185234318575489","31.64318169589393","0.8922760387142681","17.461278508406863","34.0528506436937","-46.49789521695896","0.15095352291887298","5.460998044470202"
United Spirits Ltd,MCDOWELL-N,"Alcoholic Beverages","67243.58635985","944.8","59.17766994618492","-2.8508994310658498",,"4.644241083974432","-37.108655616942904","12.621753246753435","3.8021580631215413","-7.850091901204714","13.471566287277327","1.4147323564728194","11.4860437688376","37.067760155658206","12.373938412105412","85.7084756791931"
Shriram Finance Ltd,SHRIRAMFIN,"Consumer Finance","67092.5303102","1783.9","11.16155113095239","-0.4314052490084173","92.70713634188729","17.486164530723002","-98.95259295046178","139.22168364716043","17.51783958923525",,"58.28590817895189","-36.040708801742724","-59.8707128834965","79.33504321892279","11.15221501786252",
ICICI Lombard General Insurance Company Ltd,ICICIGI,"Insurance","66628.980398685","1375.8","38.53502235255485","14.726201822966289","41.89834119703839","17.347526849844662","183.0465949820789","23.561161920313943","12.574738990812651","-0.848734410993035","12.084506908402348","7.220728096713566","15.8652951860063","30.97591480657394","13.083881895874793",
Torrent Pharmaceuticals Ltd,TORNTPHARM,"Pharmaceuticals","65331.8155104","1945.2","52.47535382361446","25.033976624082634","11.199004528465784","9.114597188378015","-10.091006557458792","34.70951365526117","11.864728243317435","12.314080229181567","11.033246789054063","12.77909984480083","17.044334975369498","60.21266293008028","12.925137930091246","0.22867737948084255"
Punjab National Bank,PNB,"Public Banks","65075.10194778001","60.7","19.43439560028664","94.01511682181243",,"11.521342262106637","12.778144130013823","5.827592594534338",,,"12.197203783806732","-47.652556213717986",,"-15.36967880175744",,
SRF Ltd,SRF,"Diversified Chemicals","64426.453589625","2187.5","29.79478416420409","13.071063916867946","37.00134211888826","21.244456272844303","37.80132211310148","11.974362399843345","28.683931380339867","33.74803949211134","19.092975870117314","13.852760555577113","12.189207246492401","15.2218042520683","35.6959847567712","5.170744147416514"
Samvardhana Motherson International Ltd,MOTHERSON,"Auto Parts","64409.885083830006","96.1","43.06653901392059","87.78280542986427","-7.833438155598249","6.880565633136659","-51.24621384594065","19.518263631551257","3.7723661171691347","-8.307790016532234","22.582488639521593","14.974339491355545","31.22168051497","57.842550893568195","-4.616673249378933","45.04411951575142"
