Name,Ticker,"Sub-Sector","Market Cap","Close Price","5Y Historical Revenue Growth","5Y Hist Op. Cash Flow Growth","5Y Historical EBITDA Growth","5Y Historical EPS Growth","3Y Historical Dividend Growth","1Y Forward EBITDA Growth","1Y Historical EPS Growth","1Y Fwd Op. Cash Flow Growth","1Y Historical EBITDA Growth","1Y Hist Op. Cash Flow Growth","1Y Forward EPS Growth","1Y Historical Revenue Growth","1Y Forward Revenue Growth"
Mahindra and Mahindra Ltd,M&M,"Four Wheelers","184846.02855138","1545.35","5.650548193312099",,"6.62648919817912","5.155382806957753","90.51470430258226","-38.224378991250205","50.37531843749288","-248.2195104545779","35.55267083051001","-176.49615303512823","-15.828087887292437","35.73317420888269","-23.74376348280498"
Power Grid Corporation of India Ltd,POWERGRID,"Power Transmission & Distribution","169677.8909168","244.25","6.605410903777065","3.8998908219698647","6.255989919385985","13.445412206959118","25.28811938750639","2.9291724304063","-8.371660712180542","-3.113137992787216","0.37371487692239197","-11.152588811632137","-1.3574660633484195","1.1053042823581771","0.652635056700356"
Adani Ports and Special Economic Zone Ltd,ADANIPORTS,"Ports","157992.5624373","732.45","12.728964770403728","19.2578549515231","7.100820042347444","6.741063651170598","16.039720840319482","14.086066968956102","7.720657050500268","-11.473792732590994","4.192075495062063","29.70494111792561","50.12205044751831","22.81800449193343","6.827677339101795"
Adani Green Energy Ltd,ADANIGREEN,"Renewable Energy","155179.74170727","985","41.516033630073814","62.12315219877959","44.829581020907085",,,"47.9164405860011","97.91542036285499","-7.443909153475559","40.258770838517044","132.33130796290374","3.9113996608829606","54.05884438142503","23.102853198343308"
Tata Motors Ltd,TATAMTRDVR,"Four Wheelers","151860.114896325","346.3",,,,,,"60.025706688632894","-6.049311926605503",,"17.04824758773122",,"77.35740084985837","-4.39445946904028","20.086542645522066"
LTIMindtree Ltd,LTIM,"IT Services & Consulting","147659.0806827","4985.05","34.26525752954392","29.679999459719085","32.80090168969259","18.088105564997182","28.923198938929808","12.529397318139402","-11.203422431974658","65.51735280811738","10.810720936419225","-4.802042636970496","12.222563501009502","25.546149695808307","7.891250418643801"
Tata Steel Ltd,TATASTEEL,"Iron & Steel","142625.33679","116.95","12.10164846367392","21.997972702344626","0.9334426959656028","1.5184660928695637","230.1723617489825","-6.581738163711901","-60.609111851877906","36.88830184641665","-47.72487827585581","-51.14331609096597","671.4861339435637","-0.48068504686642477","-6.44979582694445"
HDFC Life Insurance Company Ltd,HDFCLIFE,"Insurance","141639.04678791002","661.05","17.097789334363366","0.4234180388328568","2.440284009679461","3.06222958348219",,,"0.008414030576541786",,"-1.7013061055251533","15.828753361357267","34.26650210958192","5.527666317384283","13.65235803496155"
Coal India Ltd,COALINDIA,"Mining - Coal","140879.96955521998","229.75","9.924762672645727","20.07471536989245","24.90383978639652","32.15042110782915","26.42806730415732","-15.568717038764099","62.25087108836787","-26.276004092337075","51.681671449820264","287.8954006733117","-18.599562363238512","27.446834577824887","-7.738723145590575"
Indian Oil Corporation Ltd,IOC,"Oil & Gas - Refining & Marketing","138741.167112975","98.75","14.739280757229078","-2.7291436864161467","-4.906907644011193","-14.549906573633642","1.9255851832863158","46.281409405040804","-60.993188027561764","21.73438421358722","-29.795295748269034","-50.51314979067565","122.4331926863572","42.6449926549749","-7.383853627552263"
Hindustan Zinc Ltd,HINDZINC,"Mining - Diversified","136583.436675","323.15","8.050211985641486","10.834177921058652","5.829522586398039","2.5344550854030867","66.01767818403725","-2.2626528047527","9.17638043410531","-9.22532883865425","9.117698041254984","20.100312292987603","1.2861736334405156","15.726122129436316","-8.673788651802578"
Pidilite Industries Ltd,PIDILITIND,"Diversified Chemicals","136568.547274575","2676.6","13.72753094892567","14.356272957368965","6.431337224011013","5.840064675769452","16.260329205681458","36.4074764691044","5.425889423316543","14.6048010683308","7.657731327850168","63.03317039471617","45.23096436442184","18.92048862790572","10.666492343119344"
Bajaj Auto Ltd,BAJAJ-AUTO,"Two Wheelers","136488.72599166998","4868.7","7.4389484968040875","4.047126915154142","5.498623846386974","7.751671416807504","5.272659960939663","21.444738649382302","-0.6128831257986508","15.944912476172092","2.991639449691586","25.736382025202456","13.44568242230892","6.5521485202048035","7.504180399395483"
Siemens Ltd,SIEMENS,"Conglomerates","132088.46","3635.4","6.941540415236203","11.28089970803181","4.589154028838882","6.301253028356424","12.624788044360624","30.8931030829537","41.71948195095062",,"32.299537611367946","-31.198143720995645","20.945630708406387","22.966995576726767","15.50913115661319"
SBI Life Insurance Company Ltd,SBILIFE,"Insurance","131171.542949025","1314.05","19.20995583470515","20.714071902915833","5.16258632467077","8.364281495209358",,,"14.169379840835793",,"8.17454776621794","-8.483669240343689","17.344386271087842","-1.9304391089273842","-4.887058760417801"
Hindustan Aeronautics Ltd,HAL,"Aerospace & Defense Equipments","129103.669875","3836.95","8.189131883591427",,"14.605840859360097","24.956885180411525","6.354559678076854","-11.3355202749298","14.717705962945159","-71.0115383047254","30.496070496695452","-33.632466759277634","-13.529951801698424","11.69890978111654","0.8470146448744688"
DLF Ltd,DLF,"Real Estate","124013.1164706","504.9","-19.939784270444427","54.442419003873276","-29.934079761321165","-19.950082863591746","25.99210498948732","23.6636982033692","35.644230641099185","-8.266864405574765","5.395674175560653","-16.122493661320277","31.837161394409065","-2.048111309334699","17.230304018203167"
Britannia Industries Ltd,BRITANNIA,"FMCG - Foods","122021.47007063999","5052.55","10.883996719327405","24.1119915874624","15.497267888364918","18.169039300130095","27.180779953799174","14.0317035864792","52.26252968507751","-3.606588525894523","41.459086482114174","-30.711482682136154","-2.256458138811077","17.67751299002931","5.3710211381382615"
Tech Mahindra Ltd,TECHM,"IT Services & Consulting","121326.71602338001","1252.95","11.005737767694402","9.413511791967055","7.335336695668304","4.9605193546638615","49.380158218572156","9.4376209797498","-13.495318781058858","22.038765254845643","-4.458626616019542","5.424479215938543","9.86027118829305","18.561835270568228","3.5305371651012254"
Grasim Industries Ltd,GRASIM,"Cement","117121.48936158001","1819.45","16.323261824280788","-0.696114015067284","16.065302688421635","18.970728810493643","35.72088082974534","-86.3699421697574","-9.350998712081784","-122.04493330028835","14.684820923501068","-53.31600230313869","29.851894595114448","24.666300685680564","-77.71525266473931"
Indusind Bank Ltd,INDUSINDBK,"Private Banks","110160.331195365","1425.15","15.118504062794225","7.581377146151702","11.776702921635263","9.791273741171768",,,"54.65728142390086",,"46.387976724580206","-62.93068793562394","23.424643266326417","16.506953819336466","-32.090393525560565"
Godrej Consumer Products Ltd,GODREJCP,"FMCG - Personal Products","106759.97900996999","1060.4","5.843453848759306","4.529590729513","1.5543491932009212","0.8073628739819982",,"22.122479866377102","-4.547743689754443","17.457931437638322","2.8161370077789853","48.262407191655704","27.344723565898892","8.555378266672896","13.107907074704219"
Varun Beverages Ltd,VBL,"Soft Drinks","106509.70398486","812.6","26.883348760879944","23.630991813130244","27.26463732316673","46.52928371113283","46.5903723947988","23.4850301287582","115.74576300442956",,"63.04761468100213","45.36307677315619","30.999782574192942","48.59692098668786","23.262279187313947"
Vedanta Ltd,VEDL,"Metals - Diversified","105355.700350395","282.2","8.115653590919925","13.745374797753751","3.6573962747131983","-1.6673844832933438","196.34696130283555","7.1127626125483","-43.76130198915009","-17.43535460456677","-20.5761316872428","-5.428595944283957","8.356345753735576","9.333545849060698","-9.498681350720947"
Interglobe Aviation Ltd,INDIGO,"Airlines","104116.99408495","2730.65","18.448082212241125","-11.180679625492484","14.803724868291512",,,"54.132844173470794","95.04416196083793","-11.501775739182904","509.6213274295446","229.5158442523929","1798.6128625472888","109.63501250913001","12.573374119698462"
Bank of Baroda Ltd,BANKBARODA,"Public Banks","103427.24358","199.05","15.434001405141728",,,,,,"89.88265778648592","-100.79922710038058","97.40812507535034","-442.5016303428953","11.000933920518282","26.199293940922196","-48.61457078383267"
Dabur India Ltd,DABUR,"FMCG - Personal Products","101812.25202230501","578.5","8.328707417661253","6.3998302188079","6.445493643868483","4.663132441926399","20.123329994304395","15.195121839228202","-1.8558988878671818","34.6755356279869","1.8635481237574443","-17.41634439863953","14.947174889728474","6.146515107464734","6.803348230688562"
Hindalco Industries Ltd,HINDALCO,"Metals - Aluminium","98317.16439984","441.55","13.642613277319239","5.8237373576838225","7.661135938614039","10.719277278562878","44.22495703074083","7.0570242516932","-26.42751012621996","8.288213244481454","-19.010135135135137","-2.2864438254410397","4.139145750770576","13.939667685062073","-4.725423034265887"
Divi's Laboratories Ltd,DIVISLAB,"Labs & Life Sciences Services","96578.7967469","3666.55","15.161794258416506","10.69321005304018","14.534844196567875","15.765837916355462","23.310603716523516","15.350829032612301","-38.40451025958893","-21.3125017786505","-32.137272611276934","-1.8043792021284848","8.458290872033778","-10.596889912604567","4.965748991946667"
Cholamandalam Investment and Finance Company Ltd,CHOLAFIN,"Consumer Finance","96234.24613130999","1158.55","18.710082215851887",,"20.809295873805645","22.49192793635546","5.566719197800074",,"23.593596026772246","-100.77476337435274","24.18199406295399","-386.5095049117536","25.88397850085367","28.08672170417552","-27.18731472600624"
ABB India Ltd,ABB,"Heavy Electrical Equipments","95221.02830625","4204","7.375366748847911","-1.2888942751239751","16.331777689185124","21.95473497763882","4.642269636990948","22.612225782598","95.53789613438279",,"76.91744308904053","14.111259785601131","-0.230635229598544","25.93638772772129","16.190819985340497"
Adani Power Ltd,ADANIPOWER,"Power Generation","94764.98978037","244.15","15.331000808760642","10.57001201672627","18.249901177752626",,,,"118.39489532899813",,"3.788621010990328","-17.61211328746091",,"35.83248623150512",
Bharat Electronics Ltd,BEL,"Electronic Equipments","92761.09334001","126","11.197564705898166",,"14.332708813538119","15.961985146654323","8.742869887171722","11.9619188522424","24.63240195245917","238.53780212493876","22.113470100002264","-17.395675034653912","12.469437652811731","15.484380488880568","14.475299801723418"
Eicher Motors Ltd,EICHERMOT,"Trucks & Buses","91130.7602643","3317.1","10.071798694076195","-2.2145958546323175","5.417838212374848","8.16851185703853","43.58108704136639","21.232754865575902","73.75236072241441","31.587449867601293","62.86949820815342","-9.694435738067504","22.79466966966966","42.16820387450457","8.614810590615454"
Adani Transmission Ltd,ADANITRANS,"Power Infrastructure","86908.03493253","780.3","29.686636298809297","11.432373204031654","15.74618891037769","1.765127305131231",,"12.817297001059199","3.5551898465982212","37.894881760513414","11.07564919282157","-7.802060728260682","-16.242642152141503","18.591447344295318","-9.990830893167804"
Dr Reddy's Laboratories Ltd,DRREDDY,"Pharmaceuticals","86784.025455495","5339.3","12.280932665561984","26.70304105001864","24.314566778148293","36.51853106850875","16.96070952851465","1.8348623853211","106.3795896529689","-22.332059447983013","72.1612992781788","109.45994023053935","-6.111321927761614","16.57156819714116","2.9197816956626403"
Shree Cement Ltd,SHREECEM,"Cement","86695.90371684","23409.05","12.366255190393627","6.456361336769723","3.619452591318062","-2.3829725453254236","-3.1270693848535758","41.9623574991394","-45.50888959407163","41.314418742262745","-19.635057430732715","-3.7196680634787453","72.18640430219486","17.717005936826034","7.1485166898671215"
Havells India Ltd,HAVELLS,"Electrical Components & Equipments","85450.2049192","1348.05","15.804115088709313","-12.476249760473134","9.735471417222218","10.053023293881026","23.310603716523516","34.8601287982994","-10.476211471657754","181.20298090028848","-7.034848555343574","-67.30767005011516","40.27556996631612","22.001968945139062","11.272859189254559"
Cipla Ltd,CIPLA,"Pharmaceuticals","83612.30708088001","1056.55","8.408496363212524","6.906038818348059","11.359628966697798","14.651211739766158","28.564079532911755","11.860333475674501","11.28039808642106","20.731085818417668","14.369986907646286","-11.432147422241151","24.26555299539172","5.372466743028226","8.053939609713378"
Ambuja Cements Ltd,AMBUJACEM,"Cement","83258.10445197","420.9","8.482937456489115","-15.475195532795617","5.5898523169002345","3.470530133314087",,,"33.303079062176394","561.2216295651227","32.963582839311506",,"7.733205668028295","26.248798414399886","-15.90926462039415"
Bharat Petroleum Corporation Ltd,BPCL,"Oil & Gas - Refining & Marketing","83155.69943518001","387.95","14.829436465483447","17.599960441420226","-6.646575906213837","-25.480941469245288","-37.646809223625596","100.991737776345","-81.90903877969008","84.52942497753818","-46.274534072747336","-13.299899297126338","433.5164835164835","35.58031504234065","-4.062619260232377"
Bajaj Holdings and Investment Ltd,BAJAJHLDNG,"Asset Management","82987.67513415","7469","13.080337092322658","1.1567890436768868","12.948363828268118","12.811385749662453","45.41695287977245",,"19.598193151333437",,"18.446759210350223","7.330786195756841",,"18.5878205918478",
SBI Cards and Payment Services Ltd,SBICARD,"Payment Infrastructure","81931.125570925","853.45","21.613613384933927",,"27.614070078694695","25.571584050112218","35.72088082974534",,"39.334254253229275",,"37.646075355924026","-51.89731888711272","18.927516701687484","26.404855276104477","8.277735660980554"
ICICI Prudential Life Insurance Company Ltd,ICICIPRULI,"Insurance","80498.68907776999","547.75","5.6845928198431706","-56.41529332566454","-9.101293945372092","-12.891315432237537","-9.143970358393016",,"7.055497820813466",,"13.656571945559529","-95.11288050067171","42.927753169897194","-20.465309049518343","-17.344310854464347"
Tata Consumer Products Ltd,TATACONSUM,"Tea & Coffee","79936.80742425","873.1","15.341352956688592","32.66605571169385","19.094042422835656","10.626300429199166","46.273049255485454","21.1617316735525","28.11957926301171","16.30845302244896","20.922303766922383","-3.596756849473218","18.37259535044067","12.966925922948924","7.212651411293445"
Mankind Pharma Ltd,MANKIND,"Pharmaceuticals","75242.5266852","1888.6",,,,,,"29.043605705583097","-10.576076010296484","1.7701577183763675","-7.242518275534592","-19.121733319264187","34.84374999999999","11.240934730056429","11.793368592259979"
Apollo Hospitals Enterprise Ltd,APOLLOHOSP,"Hospitals & Diagnostic Centres","74417.18707691999","5195.45","15.078788739651362","21.19816169908699","20.49295995351439","46.51070617610644","35.72088082974534","27.630256487819597","-22.400417683876473","53.198495840553335","-18.01047939313361","28.73635932310613","42.92610145690715","11.093455892623183","17.12692310685819"
GAIL (India) Ltd,GAIL,"Gas Distribution","71997.34109085","110.45","21.80333404350052","9.832734764295626","3.365416118980491","3.7325873407332733","-2.13048394557922","49.281517094017104","-53.69887067140073","250.1368307074943","-42.91489021722112","7.062846087130568","47.887323943661976","55.382552512242356","-11.572854188336127"
Punjab National Bank,PNB,"Public Banks","70635.66480457","63.85","11.521342262106637",,,,,,"-15.36967880175744",,"5.827592594534338","12.778144130013823","144.82077029464298","12.197203783806732","-47.652556213717986"
United Spirits Ltd,MCDOWELL-N,"Alcoholic Beverages","70622.131072035","975.05","4.644241083974432","-7.850091901204714","3.8021580631215413","12.373938412105412",,"11.4860437688376","37.067760155658206","68.00065072393039","12.621753246753435","-37.108655616942904","-2.211108192836512","13.471566287277327","1.4147323564728194"
Adani Total Gas Ltd,ATGL,"Gas Distribution","70514.323471545","640.05","24.977386971643757","25.234067934401327","15.720015897673555","-4.662143015259391","0",,"7.281115037298904",,"12.796006054391937","16.492057204518446",,"43.719784050193766",
Tata Power Company Ltd,TATAPOWER,"Power Transmission & Distribution","70137.70305665","218.15","14.755969081727116","2.3830499433177943","8.360979057591189","3.2363468029163345","8.867796417792828","5.2331090546027","91.58866698057884","19.24074573307091","39.42104096196133","6.968755649787166","-3.17822553976239","32.59144449988067","-3.724159007698034"
Marico Ltd,MARICO,"FMCG - Personal Products","68703.93273579","539.15","9.969724899132771","22.423992536427463","9.842566233168505","9.843343890085032","-12.64195352637012","16.690143567089997","6.285714285714287","8.634524612272429","9.836987071388421","39.66535433070866","15.864411353917035","4.8933972010895","-3.5073424068767975"
Macrotech Developers Ltd,LODHA,"Real Estate","67279.25890719","685","-0.7207885409118764","31.64318169589393","-12.185234318575489","0.15095352291887298",,"34.0528506436937","-46.49789521695896","5.460998044470202","-58.563246208454395","37.61697442826402","281.8940122995691","0.8922760387142681","17.461278508406863"
ICICI Lombard General Insurance Company Ltd,ICICIGI,"Insurance","67120.181551685","1398.7","17.347526849844662","-0.848734410993035","12.574738990812651","13.083881895874793","41.89834119703839","15.8652951860063","30.97591480657394",,"23.561161920313943","183.0465949820789","14.29029905118843","12.084506908402348","9.58387266521361"
Shriram Finance Ltd,SHRIRAMFIN,"Consumer Finance","66970.64617185","1782.85","17.486164530723002",,"17.51783958923525","11.15221501786252","92.70713634188729","-59.8707128834965","79.33504321892279",,"139.22168364716043","-98.95259295046178","-0.4314052490084173","58.28590817895189","-36.040708801742724"
SRF Ltd,SRF,"Diversified Chemicals","66436.213903125","2242.6","21.244456272844303","33.74803949211134","28.683931380339867","35.6959847567712","37.00134211888826","12.2565691614404","15.2218042520683","5.9409796292530785","11.974362399843345","37.80132211310148","13.071063916867946","19.092975870117314","13.71893814594404"
Berger Paints India Ltd,BERGEPAINT,"Paints","66401.583962175","684.5","15.296253883041633","7.505474733509243","12.317500696750416","13.297740058232787","13.30326698854094","29.794244217321097","3.331740686102566","42.40191809174465","9.008803018177636","-28.810194028350256","38.26185101580136","20.261986380875683","10.871978763415301"
Samvardhana Motherson International Ltd,MOTHERSON,"Auto Parts","65189.17354092","96.7","6.880565633136659","-8.307790016532234","3.7723661171691347","-4.616673249378933","-7.833438155598249","31.22168051497","57.842550893568195","45.04411951575142","19.518263631551257","-51.24621384594065","87.78280542986427","22.582488639521593","14.974339491355545"
Zomato Ltd,ZOMATO,"Online Services","65145.653052434995","77.65","73.9673339571374",,,,,"-58.597715442452305","51.7597206353934","-80.73267326732675","50.00945000945001","31.91865605658709","47.49999999999999","54.89890824900705","24.524887577471695"
Torrent Pharmaceuticals Ltd,TORNTPHARM,"Pharmaceuticals","65135.5171552","1930.35","11.186501427834749","21.506365863992816","15.490040457734633","16.87981851876341","11.199004528465784","17.0422758220299","6.045690655101052","0.23032930085373948","10.504006629268552","31.34459980365948","48.0753121106345","11.956973953752193","40.156716916889124"
Polycab India Ltd,POLYCAB,"Electrical Components & Equipments","64595.13287773001","4717.35","15.81454297644802","31.54344637106068","20.02305343602069","27.33880618738198","41.89834119703839","13.6668153256225","39.47369467775735","-6.782457140735602","38.7162892560823","179.02503860362384","12.501158969573787","15.165853398179173","13.922720911501981"
Jindal Steel And Power Ltd,JINDALSTEL,"Iron & Steel","64326.79601835","637.35","9.93150372911562","18.562399367257633","9.827388440147411",,,"10.720903804672199","-31.04397394216991","16.08808179770216","-31.23785190179442","34.16824611464158","30.93550038392629","4.5554318962824025","-1.064732541773344"
CG Power and Industrial Solutions Ltd,CGPOWER,"Heavy Electrical Equipments","63746.67177756","412.3","-2.1409509781934233","20.055693586212108","81.60447086260119",,,"19.9462408891395","-1.223623824439401","-40.16010814692774","6.252828170636408","96.09004493963178","-12.100529469600199","18.429905018140325","17.725295710731494"
TVS Motor Company Ltd,TVSMOTOR,"Two Wheelers","63381.37187874","1345.15","14.32752701879667",,"20.43944396109072","15.288846111665787","12.624788044360624","-16.7405123199701","75.5595782352468","-167.6019278837095","51.380974373333856","-179.63801192237128","48.96196323571666","31.65685895467405","-2.3592449424654167"
Hero MotoCorp Ltd,HEROMOTOCO,"Two Wheelers","61883.96578591","3087.15","0.966885269534945","-8.315149358930052","-4.7525726151093295","-4.683438215237579",,"18.140172939857","17.675822766443716","52.905304073699995","15.938894662835699","27.660164235473474","23.52351348240271","15.32907774479757","9.263019987018035"
