Name,Ticker,"Sub-Sector","Market Cap","Close Price","Interest Coverage Ratio","Quick Ratio","Asset Turnover Ratio","Cash Conversion Cycle","Days of Inventory Outstanding","Days Payable Outstanding","Days of Sales Outstanding","Debt to Equity","Earning Power","Inventory Turnover Ratio","Long Term Debt to Equity","Net Income / Liabilities","Current Ratio","Working Capital Turnover Ratio"
Campus Activewear Ltd,CAMPUS,"Apparel & Accessories","9440.821478295","309.75","6.4602510460251015","0.652341612155013","1.7993816516314838","133.9245700861",,,"28.458708809683927","67.58735207446558","19.227296784035357","0","34.43566116282333","21.8487081428971","1.5844517995361083","8.6697956446958"
Firstsource Solutions Ltd,FSL,"Outsourced services","9413.07493322","136.8","6.580226757369619","0.9029211494812972","1.1029597869068148","64.0696208671","0","2250.651033862751","59.2899513584055","41.37455860821635","13.083861007760476",,"17.4056112069708","23.591785376427072","0.9029211494812972","-46.41099713380599"
Zydus Wellness Ltd,ZYDUSWELL,"FMCG - Foods","9389.87732936","1475.65","19.08830845771145","0.6514009243212018","0.3921223264091041","55.7364582228","118.85215825336121","98.31867729957938","28.278151483636844","5.801879886386927","5.262084158373407","3.0710422542089395","0.06754316613471502","43.68947072072073","1.3120739456961295","17.185610525915504"
Birla Corporation Ltd,BIRLACORPN,"Cement","9389.26195971","1210.65","1.1272732640529024","0.9539603429546504","0.6577897382358591","36.0853389921",,,"12.07381983805898","71.51626166123042","2.7545683429882275","0","64.52522694246382","0.5183794307041784","1.340973196760673","12.806311516553546"
Saregama India Ltd,SAREGAMA,"Movies & TV Serials","9320.32361095","454.6","44.892733564013845","4.581706523507403","0.6573080299530315","189.5100416199",,,"43.83962751880254","0.09413945674291962","15.373130791288482","0","0.05141462637497919","61.664766248574665","5.010533593622907","1.3560852654948499"
Route Mobile Ltd,ROUTE,"IT Services & Consulting","9302.478252575","1489.35","19.65525672371639","1.8484801488833749","1.9638909599508023","10.7699857352",,,"35.62123991653342","0.9685779460414901","15.149630634705266",,"0.7344949899081583","33.42189703447854","1.8484801488833749","6.112851177721123"
Gujarat Narmada Valley Fertilizers & Chemicals Ltd,GNFC,"Fertilizers & Agro Chemicals","9278.5013451","599.25","387.4","2.842189628917208","1.106800845885195","102.2007961097",,,"19.55738808084624","0.02215260768733034","18.03727952754806","0","0.012140129636559565","53.54986103228998","3.5693676364510702","3.530669103144023"
Shree Renuka Sugars Ltd,RENUKA,"Sugar","9195.075819360001","44.45","0.696313831586067","0.1391757133897113","1.300003711645144","16.0151485205",,,"8.89363092296711",,"5.7972483483191795","0",,,"0.5754284126736907","-4.598766289348829"
Kalpataru Power Transmission Ltd,KPIL,"Power Infrastructure","9130.28597316","564.2","2.032760757924563","1.1525997577781624","0.902180997935389","43.5878810011","58.626080527359534","234.0874199321453","108.55262353756272","80.66133203802414","6.46848668896102","6.2258980425898045","27.04874026920275","2.972661629834668","1.2500972220679016","5.060770215398183"
HFCL Ltd,HFCL,"Telecom Equipments","9091.925967205001","65.25","3.8294237466324956","1.4906863960761623","0.9223788779513346","146.7792716289",,,"171.6974098683016","26.835724195190842","11.269544770722378","0","4.988344326685284","12.790416006187582","1.7540115547472748","3.415593906747426"
Sapphire Foods India Ltd,SAPPHIRE,"Restaurants & Cafes","9087.503931","1430.15","2.247899643227069","1.1733169588031709","1.3071691197395532","-66.3247186046",,,"1.7362638080351116","78.49896562698919","9.023292771941493","0","68.78779439847231","20.131472247623314","1.3203974545048567","-198.9320051970557"
Ingersoll-Rand (India) Ltd,INGERRAND,"Industrial Machinery","9008.08664","2809.15","103.19087136929457","2.027593699076589","1.3806099151027438","63.2566768194","86.47133505548055","92.89199641871662","76.0003333162402","0.7992526468756487","28.948072960923753","4.2210519794312615","0.21278804235001036","64.97420387831345","2.6145573058120593","2.7097581028034132"
Bls International Services Ltd,BLS,"Outsourced services","9003.2543745","216.5","330.08955223880605","7.3809172960029485","2.7176695184897124","4.3952774948",,,"14.536469715891352","1.9584788445676784","34.92018379044101",,"1.1073478054858465","316.15748031496025","7.3809172960029485","4.244492297498757"
NCC Ltd,NCC,"Construction & Engineering","8833.801493160001","138.6","2.7174216839408376","1.2322418624239364","1.122333234635349","55.2502411775",,,"61.38651252874492","22.08949907990807","9.683711221269334","0","2.0382792160986387","7.115292974407351","1.3702318936988374","5.202998978373643"
KRBL Ltd,KRBL,"Packaged Foods & Meats","8826.10916512","378.15","64.85210312075988","1.5988295687885015","1.1638432782094423","345.5022782365",,,"16.411255661188303","3.566086074382297","20.133023871003083","0","1.2401962108800262","103.55892390196335","7.381375770020535","1.8862936265103976"
PNC Infratech Ltd,PNCINFRA,"Construction & Engineering","8806.98953445","350.75","3.037603745477762","1.4037067915090102","0.7949220875049209","55.4229912035",,,"24.037641024747685","132.11443629457503","13.408994191568338","0","119.82430461951502","9.383782243123848","1.6840132227164868","6.846395651951681"
Jyothy Labs Ltd,JYOTHYLAB,"FMCG - Household Products","8728.54946788","248.4","23.859434682964125","1.164849499150895","1.2401070395914282","47.0856044897","74.35456394004515","55.96605437828133","20.241827536237604","3.000548015860224","15.148663724111191","4.908911849638619","1.8058734405725154","46.94996572995211","1.9077797740641387","8.851495875856285"
Intellect Design Arena Ltd,INTELLECT,"Software Services","8682.76925964","635.75","56.90000000000003","1.7514837258699323","0.83364142841762","-468.1032546166","0","15227.04404945904","53.76708520493491","1.3115023542264892","12.812163327802246",,"0.7173864702071913","32.66511019569977","1.7514837258699323","3.646514152524784"
Kotak Mahindra Asset Management Company Limited,KOTAKBKETF,"Equity","8642.347920388","469.59",,,,,,,,,,,,,,
Eclerx Services Ltd,ECLERX,"Outsourced services","8631.5626319","1764.55","31.86011342155009","4.205055156193063","1.3415806710745846","12.5362900138",,,"41.84753210383772","10.397689968829878","32.8028065531654","0","8.065348895022343","100.50577737571449","4.206777752012455","2.8785460099598534"
Cochin Shipyard Ltd,COCHINSHIP,"Shipbuilding","8624.44567035","667.05","12.944904367684845","1.5765893020024075","0.32928322148322375","216.1009603294",,,"51.54586500998716","12.541484755917129","5.369249896394531","0","11.760046253511124","7.519149524223165","1.67317837525627","1.177534822366803"
Procter & Gamble Health Ltd,PGHL,"Pharmaceuticals","8570.84190497","5153.05","604.2619047619053","2.1135139719289318","1.1996510415558441",,"118.65929018789144","186.81802366040364","23.18475079815537","0.45905043066391993","28.397037103343347","3.076033907012587","0","69.44414385167558","2.6020438451426875","2.604217187463915"
V I P Industries Ltd,VIPIND,"Apparel & Accessories","8502.155697839999","594.85","7.262906309751431","0.6785657243251877","1.5879703342876486","138.6174009283","190.2727688549791","101.95648996067261","41.19419834238354","54.89566613162119","16.108307535727906","1.9182986729866396","20.241861334912496","19.703299403753363","1.6162913272640154","5.458090682196339"
Godfrey Phillips India Ltd,GODFRYPHLP,"FMCG - Tobacco","8495.2865888","1643.45","28.196483971044472","0.9970934828345229","0.9524836882492843","98.2780103759",,,"13.581770784468777","11.444970075390929","19.94304633824039","0","9.081334951125411","59.13887318635766","2.0049009473543395","4.7844432331911895"
Shoppers Stop Ltd,SHOPERSTOP,"Retail - Department Stores","8475.17094281","788.7","1.7610441767068308","0.1753842050871753","0.9727761202572854","-27.9097455387","155.86899465889115","207.08390105323394","2.7252896642689373","1152.5018199466142","8.001407642980048","2.341710105969298","969.4734287794222","2.638155815154006","0.8003592025869252","-8.832811806360102"
Elecon Engineering Company Ltd,ELECON,"Heavy Electrical Equipments","8466.6093589","739.25","22.77342047930282","1.7271773049645387","0.9017210144927537","114.7174527677","133.02912496965448","119.09536589971137","89.41087457662042","4.032491341635981","18.127951811407787","2.7437600606879196","3.158446107058814","52.686573786493916","2.518099290780142","3.5208978064954937"
Supreme Petrochem Ltd,SPLPETRO,"Specialty Chemicals","8412.96964108","439.4","107.7007999999998","1.6404687833954739","2.1344858563072684","13.7527092977","38.68702159451346","53.920732880297415","26.42425656641989","0.903534414031358","24.647657826225412","9.434688558494868","0.12853400727817044","56.15010032238412","2.408629984088912","4.802411023876681"
Syrma SGS Technology Ltd,SYRMA,"Electronic Equipments","8411.08972236","473.5","9.27836961556276","0.7839931153184165","1.9793750059131292","78.1903799282",,,"41.92857552553845","37.4506776462515","17.357248072090808","0","4.424429576256649","20.889355742296917","1.3410786001147448","10.161938993588498"
SBI-ETF Nifty 50,SETFNIF50,"Equity","8375.508879793","207.46",,,,,,,,,,,,,,
BHARAT Bond ETF-April 2023-Growth,EBBETF0423,"Debt","8369.700871194","1230.39",,,,,,,,,,,,,,
Welspun Corp Ltd,WELCORP,"Iron & Steel","8363.7100521","319.8","2.3720595492679726","1.1344866033022019","1.2043856272608278","118.8136767573",,,"26.62665992993404","33.56011002117665","6.290756201704687","0","21.21518227328417","4.876040661588297","1.4853059595174025","5.7746566187971"
Ujjivan Small Finance Bank Ltd,UJJIVANSFB,"Private Banks","8269.0394418","42.5",,,"0.16697310022607598",,,,,,"4.402507985983797",,,"3.77741900808537",,"-0.24274294245489397"
CCL Products India Ltd,CCL,"Tea & Coffee","8242.4099232","611.8","9.866569767441858","0.7493056547477344","1.0753758945395826","228.8372557295",,,"54.37690108798875","52.03086271687856","16.397172851255835","0","8.932597745262655","32.821063681749905","1.573219698773191","6.0696061794136575"
Multi Commodity Exchange of India Ltd,MCX,"Stock Exchanges & Ratings","8218.514480189999","1625.15","908.4761904761903","2.303845473162592","0.2191833001763136","-13.4210941528",,,"6.415463633704424","0.06064409672028263","6.8122576360273355",,"0.03243754010619768","10.775952489456968","2.303845473162592","0.7255691429926902"
Graphite India Ltd,GRAPHITE,"Electrical Components & Equipments","8132.50910025","410.7","25.40409401061409","1.580840641319801","0.5175762611535499","361.4982242329","305.7628854013812","56.79739639034661","59.806065114201814","8.701554525203127","5.148597611006454","1.1937354643970508","0.1260861333451495","12.916958245859563","3.2196266944440532","1.0359388603287687"
Ircon International Ltd,IRCON,"Construction & Engineering","8102.5431001","88.65","8.545731707317065","1.2914789556535966","0.8390029081327329","67.9819708951",,,"22.445069393108273","29.981678898591092","6.985012141466772","0","27.954357957893606","7.824749657706177","1.3272851550363511","5.081853469304067"
E I D-Parry (India) Ltd,EIDPARRY,"Sugar","8058.411043444999","462.65","9.599094567404444","0.7553167000159366","2.0436811946158424","37.4815721422","71.79349890470752","31.243043803530803","7.126457710026507","16.960286151888198","15.243246524745373","5.084025790196818","5.3109396277803","10.254678559098021","1.4866266475424832","9.0347466259231"
Kama Holdings Ltd,KAMAHOLD,"Conglomerates","7993.794323075","12340.5",,"1.3696969696969699","0.38499384064268927","48.4342110128",,,"0","0","38.34703972324219",,"0","15058.78787878788","1.3696969696969699","110.02591792656598"
JK Lakshmi Cement Ltd,JKLAKSHMI,"Cement","7960.3799649","670.35","5.006596701649175","0.7989305437863424","1.1610395633405872","33.2771960441",,,"2.5150099400524195","74.51113594982405","11.2700108164295","0","50.798415412991886","10.565421827309473","1.1384682815650293","55.334693530561935"
Alok Industries Ltd,ALOKINDS,"Textiles","7944.3846416","15.3","-0.7555462453116276","0.26834729451905","0.8606656566991269","5.5543548094",,,"22.525503391169106",,,"0",,,"0.6194966318183808","-5.7273578693801115"
Ramkrishna Forgings Ltd,RKFORGE,"Rail","7926.3839022","496.55","4.115058236272878","0.7710110307032952","1.0339301538839691","123.0754908155",,,"83.54804729655756","150.0625933103979","14.208361340434209","0","82.70570016413357","10.325152838064481","1.2695988196444883","13.53507769168889"
Latent View Analytics Ltd,LATENTVIEW,"IT Services & Consulting","7847.7276798","387.85","69.8581818181818","27.75029446407538","0.5031908050646624","-3016.450535843","0","3075.885416666667","55.94133180831918","1.7772992670503953","15.209766679598118",,"1.2671332146258645","279.44983818770226","27.75029446407538","0.6754103947742118"
CE Info Systems Ltd,MAPMYINDIA,"Software Services","7811.130276180001","1458.75","50.91397849462364","4.725625226531351","0.6674205036617454","91.5100892665",,,"41.49566153651277","4.281901173092883","27.40690719660427","0","2.9024516071148194","147.99227266455077","4.901776005799202","1.4568186012179367"
Praj Industries Ltd,PRAJIND,"Construction & Engineering","7787.59780032","416.15","69.84017278617723","1.231789888973303","1.4778895916599297","95.5468669244","55.27181019363533","75.72722586921694","66.72323047478343","3.908837088500747","12.348300275713555","6.603727989390702","2.4358344077842813","15.565465178924992","1.454123182321031","5.684446600551928"
Bombay Burmah Trading Corporation Ltd,BBTC,"Tea & Coffee","7738.7502885","1107.1","1.661368185564588","1.5090742987474328","1.2517480824131362","28.1998031356",,,"7.428997057267787","86.5659051898","4.625880671293655","0","52.609768377168066",,"1.807642763348199","5.779936884511336"
Balrampur Chini Mills Ltd,BALRAMCHIN,"Sugar","7670.5062949","389.95","9.393011305241526","0.1181354453319013","1.0388572392852484","221.2877873573",,,"14.713836073320408","43.71251863913552","10.172906236156043","0","5.2391766647049725","16.499256816387224","1.5951540371837034","4.864380342538148"
Deepak Fertilisers and Petrochemicals Corp Ltd,DEEPAKFERT,"Fertilizers & Agro Chemicals","7631.707710375","601.45","10.323268114825652","0.8892433869988935","1.4316176119230313","16.5592758957",,,"24.74192359752686","66.37497844822201","22.98960335858062","0","59.382457227529315","25.517799830457697","1.3554956627280192","18.565760506188735"
Granules India Ltd,GRANULES,"Pharmaceuticals","7586.83018682","311.45","13.286429465403181","0.92984283625731","1.1005812115464118","135.8552905406",,,"68.16459884658727","42.762717957241534","16.471388800226972","0","9.353366137243","26.84431234183628","1.5259381091617934","5.364460169858174"
KSB Ltd,KSB,"Industrial Machinery","7578.18975646","2203.3","41.011419249592194","1.1221462984538841","1.0901991159461648",,"165.11553240974823","105.67917520845015","66.4527075754419","0.2519420533277346","13.776852257781682","2.210573376550799","0.17058576527398694","26.807299612721536","2.0055578297698147","3.083843334294305"
Titagarh Rail Systems Ltd,TITAGARH,"Rail","7561.59295194","622.85","3.2437151702786413","0.7878500761936346","1.1009694345290342","114.2435242713",,,"79.2999447233866","109.20499608196994","9.830620432888095","0","65.56526488257782","7.145326725826914","1.1856834924319588","7.674571016778614"
Mahindra Lifespace Developers Ltd,MAHLIFE,"Real Estate","7507.85967922","482.05","10.685609532538953","0.34663196810114694","0.2543553273226658","1280.2627137531","1266585.7843137255","130677.15686274509","47.70038438793613","14.845536648707316","3.22870998385368","0.00028817629608701793","0.42692684655551477","5.6194592198581566","1.5180324573062445","0.8745255013911731"
NBCC (India) Ltd,NBCC,"Construction & Engineering","7479","41.3","252.28378378378278","0.9019736219993785","0.666162226928014","49.5316512636",,,"83.31770518362147","0.023737524898599486","2.768634598515346","0","0.013416861899208404","2.309102449643698","1.0472327415018978","24.761254852122505"
Glenmark Life Sciences Ltd,GLS,"Pharmaceuticals","7471.0943127","641.1","1143.927272727272","3.250885416666667","0.9803652119809582","200.9561481294",,,"107.74031129861473","0.14019237509248805","25.461653332038303","0","0.05841348962187002","112.06412440903286","4.595260416666667","2.811202813538872"
Amber Enterprises India Ltd,AMBER,"Home Electronics & Appliances","7423.9108938300005","2197.5","2.964407082811665","0.8096464857871304","1.6434314049820287","22.1631670663",,,"62.331906827741925","60.27345490645113","6.751642693324541","0","20.463993411812478","5.011875348688942","1.1296168042924006","16.21992935489869"
Godawari Power and Ispat Ltd,GPIL,"Iron & Steel","7413.080195639999","541.45","54.06764705882351","1.2205434641792978","1.4017076644024546","80.7437802818",,,"19.46404717507426","12.447452900076987","22.556151110547585","0","0.29545487558647965","54.80114382019362","1.9279132659670943","6.66879419310431"
Easy Trip Planners Ltd,EASEMYTRIP,"Tour & Travel Services","7396.5516","42.15","55.23460410557184","1.322809172809173","1.0541255549373814","-12616.3682919372",,,"32.12424601464886","21.363462924492303","38.99182279267156","0","0","54.29646411521968","1.323873873873874","3.94040999957557"
Metropolis Healthcare Ltd,METROPOLIS,"Hospitals & Diagnostic Centres","7355.8055886600005","1438.7","7.996268656716421","1.1341689879294334","0.9230714302715828","-25.2206271247",,,"40.54457509261408","42.62295081967213","14.093862625943762","0","27.168528193118355","22.594724524005333","1.3036543308131052","4.690493468795356"
TV18 Broadcast Ltd,TV18BRDCST,"TV Channels & Broadcasters","7354.6050864","41.6","2.09106558788088","1.1645534090313696","0.6984967348403301","433.4507874799",,,"69.58493672196953","12.549339671721148","2.641628427897273","0","1.4587519548930785","3.990944972501731","2.1300551642577528","2.3957366035387846"
Engineers India Ltd,ENGINERSIN,"Construction & Engineering","7354.324450705","129.6","298.0133333333332","1.014719030708168","0.8108923412500434","3.2745402342",,,"47.967549005580196","0.21016474203972793","10.700837596321177","0","0.07344466791710924","14.384042469230154","1.0156883225402131","-195.38719597428272"
Action Construction Equipment Ltd,ACE,"Heavy Machinery","7302.181578719999","609.8","23.71622934888243","0.7458708414872798","1.8829166042820786","23.0023019262",,,"34.28094329334787","1.243438146243173","19.03068585019692","0","0.165703377697651","32.50250951722574","1.3982583170254403","14.648074811141807"
Lemon Tree Hotels Ltd,LEMONTREE,"Hotels, Resorts & Cruise Lines","7298.6185960600005","92.45","2.00603939718914","0.4850578342742094","0.23615674322119803","-367.9127736286",,,"12.426344336672617","152.11955278508523","9.78274332994773","0","141.41527507720463","5.127677192668352","0.517113418341163","-9.3342885952343"
Allcargo Logistics Ltd,ALLCARGO,"Logistics","7294.700107560001","301.8","12.877686388962585","1.1342350575763114","2.148105456731494","23.734867717",,,"52.750619976620854","65.3606624885063","10.10745522698875","0","38.05049895357954","10.391708948301408","1.135940305568398","76.76076211397927"
Jupiter Wagons Ltd,JWL,"Rail","7266.6690757","197","7.939425406715124","0.6960292231331213","2.009459335035884","80.0786178147",,,"12.596921377687103","20.37986176194939","21.388075567408283","0","4.087101686972821","31.003234584381556","1.5867492052869332","11.064546255036419"
Jammu and Kashmir Bank Ltd,J&KBANK,"Private Banks","7204.8868290850005","70.6",,,"0.08068976660093918",,,,,,"1.3678161298057532",,,"0.9784494426563101",,"-0.09899974791452334"
Mahindra Holidays and Resorts India Ltd,MHRIL,"Hotels, Resorts & Cruise Lines","7199.680409115","355.2","2.3493871095294576","1.4119284094407065","0.2962521086086541","304.0895605656","742.963604059054","513.58336080888","137.98422646829104","658.0454146280266","3.2653796987646553","0.49127574756809783","597.2249404089824","1.3230919198282156","1.7701890277228096","2.604788487780671"
Minda Corporation Ltd,MINDACORP,"Auto Parts","7198.988299619999","302.45","8.056737588652506","0.7960438174797069","1.4943734635227317","52.4655006467","66.57877401012412","83.56832050481935","51.15277230705066","44.82650238873523","10.61979994390954","5.482227713362479","19.267035453859695","17.580176728665947","1.2478524706438647","10.124091015716633"
Safari Industries (India) Ltd,SAFARI,"Apparel & Accessories","7182.93986955","3046.9","21.706398996235894","1.1414273995077935","2.0089804108620206","81.1678360054","95.19260921793006","62.82559903900866","42.42156798532879","32.749224842619554","23.145360893705273","3.83433128893845","18.305458987127686","38.87421129518542","2.2341263330598853","4.8911402542797076"
Sun Pharma Advanced Research Co Ltd,SPARC,"Pharmaceuticals","7167.05927098","227.35","-28.170380078636963","2.542528221750307","0.44974869845616194","-1090.5655278702","0","1444.016511127064","44.188596491228076","3.0559510111746007",,,"2.4611424225286194",,"2.542528221750307","2.841081081081082"
JM Financial Ltd,JMFINANCIL,"Investment Banking & Brokerage","7157.960410455","74.1",,"2.00971432448256","0.12184534057027749","-179.3865101099",,,"93.59002354123605","141.4345355084584","3.260957005181671",,"123.8973899386416","3.328867274451953","2.035369589088597","1.0894695505665581"
Balaji Amines Ltd,BALAMINES,"Specialty Chemicals","7152.682755","2214.1","48.35421888053467","4.888241596357306","1.278643607051647","114.6874649313","63.94726746241969","32.663431835013576","74.3618311433573","3.3901399161445327","29.48848583656002","5.707827941428489","1.7842841663918594","123.01239419588885","6.915896611758403","3.1823795524411693"
Tega Industries Ltd,TEGA,"Industrial Machinery","7136.9691798","1068.15","14.029249448123625","1.5883535306455372","1.1368053070549697","226.7937521242",,,"73.26396119357207","33.309783568604544","21.724193920541467","0","11.748162439031018","42.38724835306586","2.3228559776275928","3.0978896834525176"
Schneider Electric Infrastructure Ltd,SCHNEIDER,"Heavy Electrical Equipments","7120.5181623","286.8","3.3308823529411775","0.7791646191646192","1.5565656522095386","32.6391779884",,,"87.92853620289357","198.43638165501292","15.103614540231854","0","139.12899851346143","12.512018135999762","1.096117936117936","38.78134737294508"
Indigo Paints Ltd,INDIGOPNTS,"Paints","7086.133131210001","1501.7","113.9492753623187","1.5187821872159954","1.0935205325285515","13.9742086603","71.39959111761186","130.11360614320856","62.62340779028984","1.5280945202478968","14.81240756963478","5.112074092956071","0.8954685426410524","46.213394983886694","1.9643289912147837","3.717785937339144"
Home First Finance Company India Ltd,HOMEFIRST,"Home Financing","7061.42319363","810.35",,"4.06713115525845","0.13423452911620498","54.4731679048",,,"0","264.86348179206976","4.382056161329491",,"264.86348179206976","4.640342461298296","4.06713115525845","1.5294705678803493"
EPL Ltd,EPL,"Packaging","7010.16332595","219.1","4.976261127596433","1.0540118638776148","1.0887791231367747","96.1221701648","121.63293595785971","96.52716939284724","62.50876559070714","44.63568847852269","9.317701966885199","3.0008319467554077","29.129867523083103","14.108787652476943","1.6866479342283276","5.767075711970363"
Prince Pipes and Fittings Ltd,PRINCEPIPE,"Building Products - Pipes","6969.770420160001","633.95","15.9718437783833","0.9369759556103574","1.5442914336011815","86.0138851969",,,"51.367258459524464","12.007713768602748","9.068873933111583","0","0","18.020718929027307","1.8907521578298396","5.294305460916968"
Keystone Realtors Ltd,RUSTOMJEE,"Real Estate","6953.35544838","601.8","3.9955506117908772","0.3448960214183424","0.19390408103105322","-2242.7801483148",,,"37.56279617607582","162.23329699423766","3.7061111626995173","0","15.047500389347451","2.8125847293294743","1.2221413672872172","1.3685078627256206"
ESAB India Ltd,ESABINDIA,"Industrial Machinery","6919.932141","4528.9","365.5799999999998","1.1183461009624829","2.4142136664798755","35.730583359","59.87187315909711","78.57052543858389","47.65499271800474","1.5407077265916165","38.56247758486106","6.096351771558709","1.3332308756291544","63.478993169271014","1.7244647417010412","7.365739188736169"
KNR Constructions Ltd,KNRCON,"Construction & Engineering","6895.872392","243.85","5.455513457015938","1.328318767212697","0.8969820566078613","70.275589642",,,"40.846792024763985","57.18851962565695","15.845876823652407","0","53.88117148271887","16.89301337425032","1.5093286849101357","11.884663172476827"
Laxmi Organic Industries Ltd,LXCHEM,"Specialty Chemicals","6855.86906751","255.35","12.627437794216549","1.1113346423967905","1.2050170969139749","49.7206277853","58.338030797500224","107.42609269875298","80.4849502793117","28.725776874659267","7.784180416217564","6.256639022783748","9.803949334107436","12.458367089747059","1.4657575502041895","6.055886760314364"
Chemplast Sanmar Ltd,CHEMPLASTS,"Building Products - Pipes","6818.47537875","431.55","2.1135566809505284","0.6724819298677468","0.877881741401874","-92.4931558031","63.76819774582762","178.46948636039923","12.085199672573227","54.84433348040852","5.577228501380051","5.723856293615921","50.439073211153335","3.8295155480593617","0.9603061292993488","-120.72541476316381"
Just Dial Ltd,JUSTDIAL,"Online Services","6803.97312814","802.95","25.488917861799216","8.361205673758866","0.3390991449231531","2.5887234244",,,"0","1.5871149102174287","4.847628257581392",,"0.962939590384946","29.764038778123304","8.361205673758866","0.6989059561461605"
Garden Reach Shipbuilders & Engineers Ltd,GRSE,"Shipbuilding","6796.37016","606.5","48.100308641975325","0.7426945437498206","0.3825811467686337","251.9873867597",,,"22.000557369217294","0.8903799219327605","4.07597750751929","0","0.7735175571790855","3.570450344414168","0.9314388950367863","-11.030300610802836"
Tamilnad Mercantile Bank Ltd,TMB,"Private Banks","6749.73072675","433.3",,,"0.09384109244288476",,,,,,"2.63654901984525",,,"2.165824018328889",,"-0.1187236629645892"
National Highways Infra Trust,NHIT,"Roads","6746.8437324","118.75","2.307826505444264","2.0024255024255013","0.0777005997052193","7.337924739","0","16248.686440677966","2.4762798196552906","39.79779038712872","3.656558223943817",,"39.527203457018615","8.286186141628656","2.0024255024255013","8.662999814597372"
Kirloskar Ferrous Industries Ltd,KIRLFER,"Iron & Steel","6737.03331513","493.55","7.462658426730906","0.5467236270196363","1.1980110894361355","46.8032899733","88.64401909386251","38.68367287099915","45.90086178902018","32.28341222145402","12.997513458882674","4.117593084464191","12.48072116151678","15.976352895031583","1.1204892348124935","31.019450773474034"
Sterling and Wilson Renewable Energy Ltd,SWSOLAR,"Renewable Energy Equipment & Services","6717.040921530001","362.2","-6.790746860541972","1.1006428820074508","0.63550242438374","191.5748153383","1721.1637931034484","642031.8534482758","135.14153029112788",,,"0.21206581352833637",,,"1.101224290274558","4.169844258757993"
BEML Ltd,BEML,"Rail","6708.512505","1605.4","7.00454054054054","1.2971810102943795","0.6730536764485092","469.0978008523",,,"174.28025590561217","35.301232430230186","5.57304515068003","0","0.37346370611801377","4.567704084289458","2.3185158075504626","1.4077119217359633"
Gujarat State Fertilizers and Chemicals Ltd,GSFC,"Fertilizers & Agro Chemicals","6686.4529534","167.45","103.64005322687967","2.3151991148832094","0.9111194064082224","91.0962801188",,,"13.216055844604504","0.046714009191618305","11.028277434761408","0","0","53.84785530770942","3.3280900839259586","4.064105436015388"
Mastek Ltd,MASTEK,"IT Services & Consulting","6644.011465959999","2217.1","18.288430420711975","1.7783737470951386","1.107417844729648","108.9080553486",,,"56.30267415302627","16.60227551772121","18.32601654688216",,"10.54596054677908","23.530592741903092","1.7783737470951386","4.051573898425331"
BHARAT Bond ETF-April 2030-Growth,EBBETF0430,"Debt","6636.666277530001","1287.28",,,,,,,,,,,,,,
Caplin Point Laboratories Ltd,CAPLIPOINT,"Pharmaceuticals","6595.22550883","858.3","579.653846153846","5.154612865947612","0.9824673460368458","155.5648367244",,,"71.8379750326703","0.14107081357458873","26.03955492075193","0","0.07748960182266142","166.16322204557494","6.249133281972265","1.552394156565708"
Chennai Petroleum Corporation Ltd,CHENNPETRO,"Oil & Gas - Refining & Marketing","6584.862108","440.5","15.556968926040334","0.11551619782885966","4.811232250766295","17.2167733206",,,"1.0755359617342832","250.6167669994522","29.121672531707777","0","54.570041270760846","24.954846350397954","0.7714596446201629","-22.105313941481697"
India Cements Ltd,INDIACEM,"Cement","6583.766035244999","211.4","-0.5630999668983768","0.6214863261509618","0.5044255094361155","58.4027904135",,,"46.765933888886984","51.30947854945471",,"0","32.240482518980166",,"0.9307115967715949","-13.833507207890744"
Quess Corp Ltd,QUESS,"Employment Services","6576.5089592","438.6","3.6672919988744184","1.333566180275277","3.416530573415042","-16.8623762933",,,"43.743313584684344","35.60553269514507","7.27934536720695","0","9.409708299432014","8.010434584008454","1.3454155024319572","19.833527009146863"
GMM Pfaudler Ltd,GMMPFAUDLR,"Industrial Machinery","6567.80085416","1457.95","5.134595162986328","0.9517725727520638","1.266833132933056","124.0848005902",,,"37.62984479320212","95.12410419066711","12.57861403773473","0","83.63231047741588","8.132259638848208","1.577057417161642","5.726872090445578"
Karnataka Bank Ltd,KTKBANK,"Private Banks","6567.2674594","212.8",,,"0.09235225672564712",,,,,,"1.5635379409335897",,,"1.387278940932102",,"-0.11228206651359054"
Kfin Technologies Ltd,KFINTECH,"Business Support Services","6546.71271211","381.85","25.268796992481196","2.745891152445625","0.7567994664067109","63.289447479",,,"55.22857007267599","4.844493708026342","26.19370049589353",,"3.267914194431767","75.40642576469675","2.745891152445625","4.868440161066737"
Jubilant Ingrevia Ltd,JUBLINGREA,"Specialty Chemicals","6544.736789940001","411.7","21.236793327154786","0.8106329017734167","1.3446627543419112","75.2158737488",,,"39.94520459586439","9.77547438895579","12.116925729001153","0","4.372146165638498","22.79297309317325","1.676121090076655","7.745151283187623"
Archean Chemical Industries Ltd,ACI,"Commodity Chemicals","6537.805305569999","529.8","6.277227722772275","2.3737602227249","0.903309041671104","18007.4457915572","285.7008192274306","205.79766167534726","33.2838669038091","4.84829003088706","34.677773156404356","1.2775602148674405","2.5506282232253916","118.0340008021967","3.346789629371847","4.729607443283202"
