Name,Ticker,"Sub-Sector","Market Cap","Close Price","% Away From 52W Low","% Away From 52W High","1Y Return","1Y Return vs Nifty","5Y CAGR","6M Return","6M Return vs Nifty","1M Return","1M Return vs Nifty","Face value"
Fortis Healthcare Ltd,FORTIS,"Hospitals & Diagnostic Centres","24841.89785994","334.95","36.435845213849284","0.7463800567248935","26.85097519409202","5.918032881801771","19.83290621178744","17.815687653886734","6.99064944868528","10.526315789473676","4.348558797014846","10"
Devyani International Ltd,DEVYANI,"Restaurants & Cafes","24097.922571220002","195.45","45.91265397536395","10.002558199027888","18.13236627379873","-2.800576038491517",,"20.909372100216505","10.084333895015051","1.295672454003628","-4.882084538455202","1"
Grindwell Norton Ltd,GRINDWELL,"Industrial Machinery","24047.2768","2203.85","30.455500636339416","5.649204800689711","27.855775366943195","6.922833054652948","35.010347024765906","13.8117124561041","2.986674250902647","-0.7565352486884552","-6.934292241147285","5"
ZF Commercial Vehicle Control Systems India Ltd,ZFCVINDIA,"Auto Parts","23940.4103352","12621.75","57.26077747321205","0.9574742012795401","55.32358696053456","34.39064464824432","13.5239312333151","40.151346909769266","29.326308704567815","6.2356387142388225","0.05788172177999229","5"
GlaxoSmithKline Pharmaceuticals Ltd,GLAXO,"Pharmaceuticals","23748.18487629","1393.7","13.585982070089653","8.918705603788467","-6.766565207211417","-27.699507519501665","0.1313909742217012","8.10580204778157","-2.719236157419884","-2.6235807860261975","-8.801337778485028","10"
Bank of Maharashtra Ltd,MAHABANK,"Public Banks","23580.97421787","32.75","98.48484848484848","10.687022900763354","92.08211143695014","71.14916912465989","22.44269178772551","4.632587859424918","-6.192450345776535","17.383512544802873","11.205755552344042","10"
Endurance Technologies Ltd (CN),ENDURANCE,"Auto Parts","23551.88395488","1684.3","42.85835453774385","3.3040432227037897","17.873889005528717","-3.0590533067615304","6.077770280478445","18.754847352464218","7.929809147262764","7.39996811732823","1.2222111248693999","10"
Relaxo Footwears Ltd,RELAXO,"Footwear","23447.52541534","929.65","24.284759358288778","19.07707201635025","-5.094175897095604","-26.02711820938585","19.355627572743717","10.613361889463969","-0.2116763157374848","1.6955641853087569","-4.482192807150073","1"
Piramal Enterprises Ltd,PEL,"Diversified Financials","23170.15844244","976.05","54.817987152034256","113.52389734132471","-45.27794130014297","-66.21088361243322","-17.160267488300185","16.843239360746985","6.0182011555455315","16.40429338103756","10.226536388578731","2"
Carborundum Universal Ltd,CARBORUNIV,"Industrial Machinery","23143.44301577","1215.9","60.812061896574534","3.626943005181338","60.187075950200935","39.254133637910684","30.59784340546152","33.887573638716084","23.062535433514633","0.25974025974026727","-5.918016732718563","1"
KEI Industries Ltd,KEI,"Cables","23117.22378378","2570.75","118.31344741199952","9.506953223767379","109.59194488606254","88.65900257377228","43.53564679741315","69.44600072504366","58.62096251984221","15.0584075549389","8.880650562480069","2"
CPSE ETF,CPSEETF,"Equity","23025.673136880003","44.77","40.786163522012586","2.7473754746481838","35.87253414264036","14.939591830350114","11.67111084047785","14.501278772378521","3.676240567177068","2.3314285714285785","-3.8463284210302517","0"
Punjab & Sind Bank,PSB,"Public Banks","22603.917800745003","33.25","134.98233215547702","34.58646616541354","123.15436241610739","102.22142010381714","3.607999918410698","4.068857589984352","-6.756180615217101","5.891719745222935","-0.2860372472358952","10"
Kajaria Ceramics Ltd,KAJARIACER,"Building Products - Ceramics","22603.3332655","1463.5","47.574871432893005","1.810727707550397","46.45251676173322","25.519574449442974","28.40865308503082","39.069701145056314","28.244662939854862","13.652248194455227","7.474491201996397","1"
KPR Mill Ltd,KPRMILL,"Textiles","22375.14444","647.7","35.092293252685394","5.897792187741224","16.26278944534195","-4.670152866948296","40.05347399727497","24.833766984677656","14.008728779476202","-3.205559291638636","-9.383316284097466","1"
Prestige Estates Projects Ltd,PRESTIGE,"Real Estate","22159.632233120003","550.1","40.69053708439898","12.015997091437924","20.7153829273645","-0.217559384925746","17.112869048995694","24.260221368872834","13.43518316367138","-4.826989619377159","-11.004746611835989","10"
Navin Fluorine International Ltd,NAVINFLUOR,"Specialty Chemicals","21900.2548356","4474.95","22.00471665962349","10.615761069956097","20.99691758598312","0.06397527369287204","49.0017612029513","10.082162800423113","-0.7428754047783404","-3.0829705672146135","-9.260727559673445","2"
Bata India Ltd,BATAINDIA,"Footwear","21853.5376262","1698","22.949929401542303","18.074204946996474","-6.639175257731959","-27.572117570022208","15.04926951731238","8.432580861457899","-2.392457343743555","3.486104339346663","-2.6916526531121674","5"
Ramco Cements Ltd,RAMCOCEM,"Cement","21803.8793645","909.35","43.41928869962939","4.800131962390708","36.487804878048784","15.554862565758537","7.585590710181989","29.031571479247965","18.206533274046514","-1.9568733153638789","-8.13463030782271","1"
Hatsun Agro Product Ltd,HATSUN,"FMCG - Foods","21739.11721546","1049.3","33.67730428689724","7.209568283617651","15.023294053165246","-5.909648259125001","17.335207923857677","17.233674096419197","6.4086358912177435","14.103958242714215","7.926201250255385","1"
Zee Entertainment Enterprises Ltd,ZEEL,"TV Channels & Broadcasters","21438.7934544","223.2","31.216931216931208","28.584229390681017","-3.1880286271958456","-24.120970939486092","-15.377258836063401","0.2020202020201969","-10.623018003181256","28.7939988459319","22.61624185347307","1"
Bharat Dynamics Ltd,BDL,"Aerospace & Defense Equipments","21417.33046875","1172.8","68.02292263610315","8.9699863574352","62.75326117124617","41.82031885895593","27.8825520152602","25.379516784263412","14.554478579061959","-3.3021395885723672","-9.479896581031198","10"
IIFL Finance Ltd,IIFL,"Investment Banking & Brokerage","21140.632392","562.15","73.7443980837583","0.6848705861424831","64.61200585651537","43.679063544225116","-2.145839342960476","14.420924078974142","3.595885873772689","14.014805800628732","7.837048808169902","2"
Exide Industries Ltd,EXIDEIND,"Batteries","21139.5","251","68.06160026782726","2.5697211155378374","66.94379780512139","46.01085549283114","-1.143003524274555","34.584450402144775","23.759412196943323","13.909689130928072","7.731932138469242","1"
LIC Housing Finance Ltd,LICHSGFIN,"Home Financing","21111.41794","388","23.13551253570294","14.329896907216511","5.420459176742288","-15.51248313554796","-5.617384214977816","-0.3851091142490372","-11.21014731945049","-0.6529253616694434","-6.830682354128274","2"
Narayana Hrudayalaya Ltd,NH,"Hospitals & Diagnostic Centres","21081.694920525","1029.45","74.94264593423401","4.614114332896202","50.81306768239086","29.88012537010061","32.708369477462654","41.34971852258686","30.52468031738541","0.35092849831848094","-5.826828494140349","10"
Bayer Cropscience Ltd,BAYERCROP,"Fertilizers & Agro Chemicals","21023.46121668","4681.1","19.402109451721117","21.077310888466382","-9.909545804464965","-30.842488116755213","1.4786608703126314","1.1134991521854214","-9.711539053016033","8.778045011444572","2.600288018985742","10"
CreditAccess Grameen Ltd,CREDITACC,"Consumer Finance","20788.913132129997","1315.95","57.76885265555689","6.151449523158181","25.239114917915778","4.30617260562553",,"43.8747061717597","33.049667966558246","1.9721038357225917","-4.205653156736238","10"
Sumitomo Chemical India Ltd,SUMICHEM,"Commodity Chemicals","20507.40256356","409.15","7.107329842931942","32.17646339973115","-13.498942917547572","-34.43188522983782",,"-13.122412145663024","-23.94745035086448","-5.877616747181967","-12.055373739640796","10"
Sun Tv Network Ltd,SUNTV,"TV Channels & Broadcasters","20413.583316","513.7","30.44692737430168","10.6677048861203","20.91326350476639","-0.019678807523856534","-7.5686409532336185","6.00495253817582","-4.820085667025634","15.893965031020878","9.716208038562048","5"
Glenmark Pharmaceuticals Ltd,GLENMARK,"Pharmaceuticals","20318.92891356","740.65","105.47926203356917","0.7628434483224256","92.85249316495248","71.91955085266223","5.468259681828469","77.23139507059105","66.4063568653896","15.034557738603706","8.856800746144875","1"
Aditya Birla Fashion and Retail Ltd,ABFRL,"Retail - Apparel","20182.243846020003","214","16.052060737527118","67.99065420560748","-18.569254185692543","-39.502196497982794","9.9631427693587","-17.565485362095536","-28.390523567296988","0.3987802017358641","-5.778976790722966","10"
IPCA Laboratories Ltd,IPCALAB,"Pharmaceuticals","20166.94828882","785.25","17.236488504031055","31.716014008277615","-22.620220733149388","-43.55316304543963","16.191308857365215","-8.914279085952908","-19.73931729115436","7.391958424507652","1.2142014320488217","1"
Mindspace Business Parks REIT,MINDSPACE,"Real Estate","20155.501969816","302.95","6.372893258426959","50.453870275623046","-16.19176717937369","-37.124709491663936",,"-9.838992887116454","-20.664031092317906","-2.5320120970336544","-8.709769089492484","10"
ICICI Securities Ltd,ISEC,"Investment Banking & Brokerage","19966.074552","631.75","51.75354311794378","2.413929560743955","36.47656081227048","15.54361849998023","15.848981436996446","26.324735052989396","15.499696847787943","24.07934793282923","17.901590940370397","5"
CIE Automotive India Ltd,CIEINDIA,"Auto Parts","19645.280692945","524.1","114.79508196721314","10.618202633085282","112.87571080422423","91.94276849193398","16.373700454082083","39.946595460614155","29.121557255412704","2.5134474327628404","-3.66430955969599","10"
Gland Pharma Ltd,GLAND,"Pharmaceuticals","19618.338531645","1237.05","43.67595818815331","110.74330059415547","-49.984838377099884","-70.91778068939013",,"-10.788591209028965","-21.613629414230417","21.042074363992167","14.864317371533337","1"
J B Chemicals and Pharmaceuticals Ltd,JBCHEPHARM,"Pharmaceuticals","19534.98942414","2502.55","52.19083528445891","10.844938163073659","49.821893615110625","28.888951302820377","56.62592453463833","29.330749354005174","18.50571114880372","4.6763567918017435","-1.5014002006570868","2"
Atul Ltd,ATUL,"Diversified Chemicals","19504.902835625","6582.35","1.1735321241930663","49.078976353429994","-20.26709466416328","-41.20003697645353","18.05302488213245","-11.42576482382307","-22.250803029024524","-7.435558493060145","-13.613315485518974","10"
Dr. Lal PathLabs Ltd,LALPATHLAB,"Hospitals & Diagnostic Centres","19479.612377204998","2348.15","33.26239323515225","17.113472307987145","12.166519381881598","-8.76642293040865","21.659227960915793","11.50339522294506","0.6783570177436058","5.617901720454294","-0.559855272004536","10"
Suzlon Energy Ltd,SUZLON,"Renewable Energy Equipment & Services","19300.460443155","18.7","246.29629629629628","0","209.09090909090907","188.15796677861883","23.533757077696336","86.99999999999999","76.17496179479853","31.228070175438592","25.050313182979764","2"
New India Assurance Company Ltd,NIACL,"Insurance","19149.76","116.15","44.19615145872131","22.55703831252689","41.47381242387334","20.540870111583093","-16.63385216622537","-6.594290309609963","-17.41932851481142","-5.261011419249583","-11.438768411708413","5"
SJVN Ltd,SJVN,"Renewable Energy","19138.10250225","50.3","81.26126126126125","0.7952286282306265","78.36879432624114","57.43585201395089","13.29267809994905","47.72393538913363","36.89889718393218","27.989821882951656","21.812064890492827","10"
Vinati Organics Ltd,VINATIORGA,"Specialty Chemicals","18909.841559","1823.85","7.757525627012485","30.32870027688681","-12.980104012596028","-33.913046324886274","31.013925972328416","-6.982022185388249","-17.807060390589704","-1.0927331887201785","-7.270490181179008","1"
Laurus Labs Ltd,LAURUSLABS,"Pharmaceuticals","18895.874449","350.8","25.802402725479645","72.60547320410488","-31.804043545878688","-52.736985858168936","31.48925719627449","1.0659752232785906","-9.759062981922863","-4.021887824897398","-10.199644817356228","2"
Global Health Ltd,MEDANTA,"Hospitals & Diagnostic Centres","18860.53829151","711.1","82.07655869927027","2.517226831669239",,"-20.932942312290248",,"57.392651615759185","46.56761341055773","9.366348815748998","3.1885918232901673","2"
Five-Star Business Finance Ltd,FIVESTAR,"Consumer Finance","18854.3821494","661.65","47.62382864792502","4.13360538048817",,"-20.932942312290248",,"11.7840851495185","0.9590469443170466","3.1812865497075986","-2.9964704427512316","1"
Crompton Greaves Consumer Electricals Ltd,CROMPTON,"Home Electronics & Appliances","18771.388970465","295.55","17.749003984063762","45.153104381661315","-25.41324921135646","-46.34619152364671","4.669528136381529","-8.569218870842999","-19.394257076044454","0.9219737066757686","-5.255783285783061","2"
Gillette India Ltd,GILLETTE,"FMCG - Personal Products","18644.93531523","5634.05","36.24448340487274","5.927352437411804","4.393222097666281","-16.539720214623966","-3.0526097004130226","14.168617080559688","3.3435788753582347","23.894710222212456","17.716953229753628","10"
Nippon Life India Asset Management Ltd,NAM-INDIA,"Asset Management","18515.13499563","311.3","58.10055865921788","4.754256344362351","11.657101865136298","-9.27584044715395","7.404938075868284","26.41624365482234","15.591205449620885","23.384859294490685","17.207102302031856","10"
360 One Wam Ltd,360ONE,"Investment Banking & Brokerage","18421.42446","519.45","31.50632911392406","4.918663971508308","28.819864223937515","7.886921911647267",,"8.092079594225526","-2.7329586109759276","17.735720761559396","11.557963769100565","1"
Radico Khaitan Ltd,RADICO,"Alcoholic Beverages","18401.5304899","1336.35","47.13459950454168","8.418453249522951","41.79532070666877","20.86237839437852","30.428086808528132","27.150333016175065","16.32529481097361","10.287199801931159","4.109442809472329","2"
Ratnamani Metals and Tubes Ltd,RATNAMANI,"Building Products - Pipes","18341.67456","2582.1","61.27541301021204","3.2880213779481915","53.40878709562426","32.47584478333401","34.70158689436715","31.444715943799626","20.61967773859817","10.936392343880891","4.758635351422061","2"
Whirlpool of India Ltd,WHIRLPOOL,"Home Electronics & Appliances","18206.74196415","1435.05","17.892791127541585","32.74798787498694","-15.353761760108531","-36.28670407239878","-1.2085322382212493","0.7830606081887677","-10.041977597012686","-1.3168752578737513","-7.4946322503325815","10"
Emami Ltd,EMAMILTD,"FMCG - Personal Products","18049.275","416.3","22.24342974599911","25.87076627432139","-12.108096695872472","-33.04103900816272","-5.726169873353926","-1.920131935445866","-12.74517014064732","0.6406382207180066","-5.537118771740824","1"
Elgi Equipments Ltd,ELGIEQUIP,"Industrial Machinery","18010.34844756","565.5","59.7457627118644","10.16799292661361","52.36427320490369","31.431330892613442","32.265701798626246","48.05602827595235","37.2309900707509","6.356968215158915","0.1792112227000846","1"
IDFC Ltd,IDFC,"Diversified Financials","17975.82513846","112.1","115.99229287090557","4.237288135593231","108.55813953488371","87.62519722259346","20.458283044228164","28.55504587155962","17.73000766635817","6.255924170616108","0.07816717815727792","10"
Hitachi Energy India Ltd,POWERINDIA,"Heavy Electrical Equipments","17828.063497125","4168.25","46.76419844371678","4.720206321597797","21.90182344597658","0.968881133686331",,"29.091950819164417","18.266912613962965","0.8309344686615633","-5.346822523797267","2"
Kalyan Jewellers India Ltd,KALYANKJIL,"Precious Metals, Jewellery & Watches","17794.166559675","170.85","167.58026624902112","9.745390693590883","161.2385321100917","140.30558979780147",,"43.21039396479463","32.38535575959318","33.58092259577794","27.40316560331911","10"
Pfizer Ltd,PFIZER,"Pharmaceuticals","17685.615713879997","3897.9","14.375000000000004","19.551553400549015","-7.972896401926533","-28.90583871421678","8.962756843018393","-5.803458150578172","-16.628496355779625","2.601966281043943","-3.5757907114148875","10"
Ajanta Pharma Ltd,AJANTPHARM,"Pharmaceuticals","17662.818505125","1414.35","27.235516372795978","9.590978187860145","9.347094978545739","-11.585847333744509","15.790648629795779","21.931979826716656","11.106941621515203","-4.108613851317003","-10.286370843775833","2"
Indiamart Intermesh Ltd,INDIAMART,"Online Services","17573.8783087","2900.5","47.713383581177425","5.102568522668505","39.35164610783477","18.41870379554452",,"27.50571478811323","16.68067658291178","-1.932277314760032","-8.110034307218863","10"
Nexus Select Trust,NXST,"Real Estate","17527.035","116.7","13.300970873786412","1.9622964867180848",,"-20.932942312290248",,,"-10.825038205201453","10.198300283286116","4.020543290827286","100"
Cholamandalam Financial Holdings Ltd,CHOLAHLDNG,"Diversified Financials","17369.415235","932.2","82.31957754742814","3.5185582493027168","47.81574565924048","26.88280334695023","8.660155283384618","58.98354225292061","48.158504047719155","1.6409529520798198","-4.53680404037901","1"
Blue Dart Express Ltd,BLUEDART,"Logistics","17341.5605639","7309.35","29.788254095085897","31.88587220477881","-10.340576643544498","-31.273518955834746","15.60492227225212","2.6781575287622816","-8.14688067643917","8.420787196012856","2.243030203554026","10"
Aarti Industries Ltd,AARTIIND,"Specialty Chemicals","16919.875833625","466.15","4.752808988764046","98.30526654510352","-36.93858225108226","-57.8715245633725","8.936467837341567","-16.2504491555875","-27.075487360788955","-10.0704157422591","-16.24817273471793","5"
National Aluminium Co Ltd,NATIONALUM,"Metals - Aluminium","16906.195599335002","92.25","37.78939507094847","1.8970189701897011","22.836218375499342","1.9032760632090948","9.406715817358968","9.886837403216196","-0.938200801985257","8.27464788732394","2.09689089486511","5"
Gujarat State Petronet Ltd,GSPL,"Gas Distribution","16647.05664888","289.3","34.62075383899488","7.414448669201512","26.830337571240694","5.897395258950446","9.342349851383291","8.575717770688694","-2.249320434512759","-3.2764961551320666","-9.454253147590897","10"
PNB Housing Finance Ltd,PNBHOUSING,"Home Financing","16623.7737288","652.45","130.67480744553438","0.5211127289447504","119.67497697336863","98.74203466107838","-8.907272713973335","46.44998464891242","35.62494644371097","10.800713254648894","4.622956262190064","10"
Capri Global Capital Ltd,CGCL,"Consumer Finance","16584.9962998","800.15","41.369257950530034","9.479472598887707","20.89413487123916","-0.038807441051087466","61.83499057690716","9.253634057999424","-1.5714041472020295","7.086456102783716","0.9086991103248856","2"
Trident Ltd,TRIDENT,"Textiles","16555.3738637","32.8","30.938123752495006","33.38414634146343","-21.62485065710873","-42.557792969398974","43.71563308229276","-0.152207001522083","-10.977245206723536","-2.089552238805979","-8.267309231264809","1"
JBM Auto Ltd,JBMA,"Auto Parts","16526.21916832","1402","288.36565096952904","9.814550641940079","207.4561403508772","186.52319803858697","63.012213663712345","158.4331797235023","147.60814151830084","34.917961795698396","28.740204803239564","2"
NLC India Ltd,NLCINDIA,"Metals - Diversified","16306.84652184","119.15","83.30769230769232","1.1330255979857373","75.47864506627393","54.545702753983676","11.129086485834417","47.09876543209877","36.27372722689732","18.55721393034826","12.379456937889431","10"
Cyient Ltd,CYIENT,"Software Services","16277.039152989999","1470.2","103.12240950538825","5.767922731601138","84.28177488092255","63.348832568632304","15.923303805410471","68.2343517564939","57.40931355129244","-1.7672802592456516","-7.945037251704482","5"
Godrej Industries Ltd,GODREJIND,"Diversified Chemicals","16193.03706272","476.7","20.68354430379746","9.796517726033137","3.844897070035939","-17.08804524225431","-4.235024918467067","9.197113732676664","-1.6279244725247892","-5.350938151494091","-11.528695143952921","1"
Sanofi India Ltd,SANOFI,"Pharmaceuticals","16173.83006505","6935.6","33.3230810634167","4.446623219332135","1.7673858975958083","-19.16555641469444","4.788831279062755","22.164780483508746","11.339742278307293","1.8383648537530943","-4.339392138705736","10"
Tata Teleservices (Maharashtra) Ltd,TTML,"Telecom Services","15825.139950064999","82.15","65.45820745216517","81.37553256238587","-29.66609589041095","-50.599038202701195","83.48564565144527","-2.9533372711163612","-13.778375476317814","10.565275908479151","4.387518916020321","10"
IRB Infrastructure Developers Ltd,IRB,"Construction & Engineering","15791.985","26.1","31.751640585562836","33.716475095785434","23.026160735328762","2.0932184230385147","6.736245392431961","-14.468294281500897","-25.29333248670235","-3.153988868274575","-9.331745860733406","1"
UTI-Sensex Exchange Traded Fund,UTISENSETF,"Equity","15502.995608939998","714.76","36.17069918079634","13.464659466114504","22.32338444687841","1.390442134588163","13.429725530220704","11.13426105885097","0.3092228536495174","5.560396390542154","-0.6173606019166762","0"
Krishna Institute of Medical Sciences Ltd,KIMS,"Hospitals & Diagnostic Centres","15494.179841070001","1911.65","61.86020913593837","1.7341040462427681","55.754267323909254","34.82132501161901",,"28.665657075551074","17.840618870349623","11.081088933437929","4.903331940979099","10"
KEC International Ltd,KEC,"Construction & Engineering","15448.4401533","600.2","55.291073738680474","1.9576807730756318","31.839648544755637","10.906706232465389","12.838668322325585","23.91865386600599","13.093615660804536","7.016136221806191","0.8383792293473604","2"
Aster DM Healthcare Ltd,ASTERDM,"Hospitals & Diagnostic Centres","15394.5676971","311.6","55.33399800598207","8.055198973042344","40.1394198335957","19.206477521305455","13.955712062970393","41.63636363636365","30.811325431162196","8.175663947231387","1.9979069547725565","10"
Rajesh Exports Ltd,RAJESHEXPO,"Precious Metals, Jewellery & Watches","15359.42306718","516.15","1.9756989034870998","99.49627046401241","-12.41303241133548","-33.34597472362573","-1.797523533418477","-41.041749957164896","-51.86678816236635","-8.532695374800635","-14.710452367259466","1"
Blue Star Ltd,BLUESTARCO,"Home Electronics & Appliances","15291.755997760001","791.35","65.72774869109948","3.6203955266316923","59.041350550168325","38.10840823787808","19.11261902235404","30.102753801890675","19.27771559668922","0.14553277651227248","-6.032224215946558","2"
Mangalore Refinery and Petrochemicals Ltd,MRPL,"Oil & Gas - Refining & Marketing","15230.083372129999","86.45","75.53299492385787","8.039329091960678","13.30275229357799","-7.630190018712257","1.0748738432314608","49.05172413793104","38.22668593272959","14.351851851851865","8.174094859393035","10"
Century Plyboards (India) Ltd,CENTURYPLY,"Wood Products","15093.32207565","678.4","55.59633027522934","4.6580188679245405","14.6526956227818","-6.280246689508447","23.4822185123718","36.62269660658543","25.797658401383977","7.639825466084884","1.4620684736260534","1"
Tanla Platforms Ltd,TANLA,"Software Services","14988.32781264","1117.25","126.62271805273835","3.6204967554262835","11.351970897493395","-9.580971414796853","95.62175520099385","60.06446991404012","49.239431708838666","6.475745735252078","0.2979887427932475","1"
Lakshmi Machine Works Ltd,LAXMIMACH,"Industrial Machinery","14966.98983","13611.65","38.802324988528","6.096615766641089","37.77113128675391","16.838188974463666","11.901986907599182","22.043647057768688","11.218608852567234","6.315682591257555","0.13792559879872446","10"
Finolex Cables Ltd,FINCABLES,"Cables","14952.115063925","996.95","153.5800585018441","0.6921109383620117","143.24752958399412","122.31458727170387","11.171191279547665","79.03385112687438","68.20881292167293","18.882661578821846","12.704904586363016","2"
Tejas Networks Ltd,TEJASNET,"Telecom Equipments","14776.360996120002","856.9","86.06014547823253","4.247870229898476","74.46808510638299","53.535142794092735","27.168631929743526","57.91025522896895","47.0852170237675","13.57942872291072","7.4016717304518895","10"
Bajaj Electricals Ltd,BAJAJELEC,"Home Electronics & Appliances","14699.094907865","1269.3","26.550348953140567","4.600961159694328","11.990471148755942","-8.942471163534305","19.047009887526634","11.768590674943852","0.9435524697423983","4.770945109368547","-1.406811883090283","2"
Fine Organic Industries Ltd,FINEORG,"Specialty Chemicals","14629.10094864","4743.1","17.403465346534652","54.51392549176697","-7.202739056003906","-28.135681368294154","44.55092675369918","-13.24047229259458","-24.065510497796033","-3.000122704405084","-9.177879696863915","5"
Sonata Software Ltd,SONATSOFTW,"IT Services & Consulting","14605.572201920002","1051.7","115.84402257567983","4.088618427308166","105.63104897839476","84.69810666610451","33.37861287437234","79.53226357118473","68.70722536598328","1.7363966142684446","-4.441360378190385","1"
Affle (India) Ltd,AFFLE,"Advertising","14320.206564270002","1064.25","22.821696480092335","28.635189100305382","0.8003409736692599","-20.132601338620987",,"2.7317920749070854","-8.093246130294368","-1.567702552719205","-7.7454595451780355","2"
Redington (India) Ltd,REDINGTON,"Technology Hardware","14203.22811514","180.95","53.28250741211351","11.798839458413934","47.71428571428571","26.78134340199546","26.23475114754923","-3.027867095391214","-13.852905300592667","-4.284580798730507","-10.462337791189338","2"
Aether Industries Ltd,AETHER,"Specialty Chemicals","14136.286118470001","1058.2","31.928687196110218","14.250614250614246","14.884377374877864","-6.048564937412383",,"18.247848921667234","7.422810716465781","5.387909570759886","-0.7898474216989442","10"
PVR Ltd,PVRINOX,"Theatres","14100.24724696","1448.45","8.384465728823699","52.911733232075655","-23.140802844180303","-44.07374515647055","5.086226759259671","-10.084424855670745","-20.9094630608722","3.3426084474885944","-2.835148544970236","10"
Apar Industries Ltd,APARINDS,"Electrical Components & Equipments","14035.590047535","3725.15","289.6600418410042","1.602620028723667","275.5380815565301","254.60513924423984","43.14574350735185","118.9139952399142","108.08895703471275","22.50156203755467","16.32380504509584","10"
Happiest Minds Technologies Ltd,HAPPSTMNDS,"IT Services & Consulting","14023.3640697","942","23.419587291189004","20.594479830148614","3.289473684210526","-17.64346862807972",,"10.88875809299588","0.06371988779442717","-0.3385526872619599","-6.5163096797207904","2"
Clean Science and Technology Ltd,CLEAN,"Specialty Chemicals","13976.320152525","1317","7.326216282291598","50.34168564920274","-21.13300197616624","-42.06594428845649",,"-7.35138937741822","-18.176427582619674","-3.4032565644711816","-9.581013556930012","1"
DCM Shriram Ltd,DCMSHRIRAM,"Diversified Chemicals","13920.86600397","905.5","24.007121336620084","23.79900607399228","-8.024377856780092","-28.95732016907034","20.64677551108385","0.8183488281467487","-10.006689377054705","4.91860263020683","-1.2591543622520005","2"
Westlife Development Ltd,WESTLIFE,"Restaurants & Cafes","13728.563219925","880.45","72.21515892420538","4.645351808734177","70.53069920588807","49.59775689359782",,"26.920859161020612","16.095820955819157","1.3001208076856778","-4.877636184773152","2"
EIH Ltd,EIHOTEL,"Hotels, Resorts & Cruise Lines","13648.57327215","219.4","67.48091603053436","1.185050136736554","66.71732522796354","45.78438291567329","6.685298787220639","30.51754907792981","19.692510872728356","3.3686690223792723","-2.809087970079558","2"
Brigade Enterprises Ltd,BRIGADE,"Real Estate","13631.762261075","576.55","33.86347805897376","5.3941548868268185","20.66764336542485","-0.26529894686539635","36.25834043839487","26.700362597516744","15.87532439231529","-1.6545842217484086","-7.832341214207239","10"
Aptus Value Housing Finance India Ltd,APTUS,"Home Financing","13494.45671706","266.7","13.950010681478297","37.982752155980506","-5.693069306930701","-26.626011619220947",,"-7.4761491760624486","-18.3011873812639","0.18782870022539444","-5.989928292233436","2"
NMDC Steel Ltd,NSLNISP,"Iron & Steel","13466.13388075","45","51.26050420168067","4.888888888888898",,"-20.932942312290248",,,"-10.825038205201453","2.857142857142857","-3.320614135315973","10"
Castrol India Ltd,CASTROLIND,"Commodity Chemicals","13056.4154688","131.05","22.020484171322163","5.036245707745124","17.744833782569643","-3.188108529720605","-3.7684889066277205","8.98128898128899","-1.8437492239124627","6.027508090614901","-0.1502489018439297","5"
Asahi India Glass Ltd,ASAHIINDIA,"Auto Parts","13038.128449185","558.65","33.122840462290014","24.22804976282109","-3.539670206336873","-24.47261251862712","11.384411745539612","9.474818734077987","-1.3502194711234665","12.790228144558846","6.6124711521000155","1"
Alembic Pharmaceuticals Ltd,APLLTD,"Pharmaceuticals","13030.16948996","711.5","53.90439108803806","1.194659170765977","-0.3361815380305333","-21.26912385032078","6.0049526514168505","28.290659935088346","17.46562172988689","17.100065832784722","10.922308840325892","2"
Natco Pharma Ltd,NATCOPHARM,"Pharmaceuticals","12800.08685955","752.95","49.99003984063746","3.4464439869845265","16.73643410852714","-4.196508203763109","-0.3742718311970705","40.50195932076882","29.676921115567367","19.90604347479895","13.728286482340119","2"
RBL Bank Ltd,RBLBANK,"Private Banks","12779.55123173","219.65","145.69351230425056","4.939676758479394","140.18589393110986","119.25295161881961","-17.58794683717112","29.35806831566548","18.533030110464026","27.222704894294814","21.044947901835982","10"
Alkyl Amines Chemicals Ltd,ALKYLAMINE,"Specialty Chemicals","12725.8376418","2464.15","14.819905875774664","30.92750035509202","-9.530977512620465","-30.46391982491071","58.45910704869581","-7.28784543898263","-18.112883644184084","-8.65737480075619","-14.83513179321502","2"
RHI Magnesita India Ltd,RHIM,"Cement","12713.26029169","613.45","34.61707263550582","45.55383486836742","16.34898055950688","-4.583961752783367","28.868767777416473","-28.81759108841958","-39.642629293621034","-8.508575689783736","-14.686332682242567","1"
Triveni Turbine Ltd,TRITURBINE,"Heavy Electrical Equipments","12711.897750869999","404.8","154.51116001257463","6.348814229249","141.02411431973806","120.09117200744781","28.664792265468584","47.387584198070286","36.562545992868834","-1.2562507622880783","-7.434007754746909","1"
Aegis Logistics Ltd,AEGISCHEM,"Oil & Gas - Storage & Transportation","12690.405","364.6","74.61685823754789","12.589138782227094","72.51005441211262","51.57711209982237","9.061279510387932","5.117485944932968","-5.707552260268486","4.890678941311853","-1.2870780511469775","1"
Nuvoco Vistas Corporation Ltd,NUVOCO,"Cement","12684.400773795","353.35","22.69097222222223","34.4276213386161","21.488739900292245","0.5557975880019974",,"-6.098857294711664","-16.923895499913115","0.669515669515676","-5.508241322943154","10"
