Name,Ticker,"Sub-Sector","Market Cap","Close Price","% Away From 52W Low","% Away From 52W High","1Y Return","1Y Return vs Nifty","5Y CAGR","6M Return","6M Return vs Nifty","1M Return","1M Return vs Nifty","Face value"
Bajaj Auto Ltd,BAJAJ-AUTO,"Two Wheelers","136488.72599166998","4868.7","40.663055254604544","2.596175570480841","21.655151734735938","0.7222094224456903","11.386143956133154","36.27317892379819","25.44814071859674","4.43371943371943","-1.7440375587394001","10"
Siemens Ltd,SIEMENS,"Conglomerates","132088.46","3635.4","41.28757700005829","8.334708697804928","35.83425187288659","14.901309560596342","30.384955504714917","18.768989512888364","7.943951307686911","-5.066067791298898","-11.243824783757727","2"
SBI Life Insurance Company Ltd,SBILIFE,"Insurance","131171.542949025","1314.05","24.672675521821617","2.0014459114950034","10.792125121200625","-10.140817191089623","15.727021443131939","1.384924002777567","-9.440114202423887","1.4436252750221983","-4.734131717436632","10"
Hindustan Aeronautics Ltd,HAL,"Aerospace & Defense Equipments","129103.669875","3836.95","111.26252615350731","2.9463506170265497","109.54344383157665","88.6105015192864","37.346553007684015","52.89699143255628","42.071953227354825","-0.30529789279496977","-6.4830548852538","10"
DLF Ltd,DLF,"Real Estate","124013.1164706","504.9","50.0445765230312","2.505446623093688","41.66666666666667","20.733724354376424","24.26452270474362","36.71811535337123","25.89307714816978","3.2093213409648382","-2.968435651493992","2"
Britannia Industries Ltd,BRITANNIA,"FMCG - Foods","122021.47007063999","5052.55","41.7622962318678","4.31069459975657","31.978946268578742","11.046003956288494","9.708961949559146","16.98560992833907","6.1605717231376165","-0.07712921120548283","-6.254886203664313","1"
Tech Mahindra Ltd,TECHM,"IT Services & Consulting","121326.71602338001","1252.95","27.715203098720774","1.4206472724370478","19.84218077474893","-1.0907615375413187","13.69735813742734","19.72766364070712","8.902625435505668","13.148507698559639","6.970750706100809","5"
Grasim Industries Ltd,GRASIM,"Cement","117121.48936158001","1819.45","26.526425591098747","1.101981367995819","26.206083307321464","5.273140995031216","14.14204703216173","9.913311384299401","-0.9117268209020519","2.846079927646834","-3.331677064811996","2"
Indusind Bank Ltd,INDUSINDBK,"Private Banks","110160.331195365","1425.15","63.28483043079744","1.2805669578640932","62.07778915046061","41.144846838170366","-5.614582844591077","18.52052060376731","7.695482398565856","9.762014787430683","3.584257794971853","10"
Godrej Consumer Products Ltd,GODREJCP,"FMCG - Personal Products","106759.97900996999","1060.4","33.576872205076526","3.9277631082610176","21.3966800228964","0.46373771060615354","4.326214518149163","13.72801372801374","2.9029755228122873","-1.0728612743726094","-7.25061826683144","1"
Varun Beverages Ltd,VBL,"Soft Drinks","106509.70398486","812.6","90.03741814780169","7.494462220034448","81.9219790675547","60.98903675526445","50.86537541068286","31.84602279641422","21.020984591212766","-0.09221122517981188","-6.269968217638642","5"
Vedanta Ltd,VEDL,"Metals - Diversified","105355.700350395","282.2","19.626960576515472","20.747696669029068","11.453396524486573","-9.479545787803675","6.873319845465753","-14.717437292233301","-25.542475497434754","-0.15920750044223905","-6.336964492901069","1"
Interglobe Aviation Ltd,INDIGO,"Airlines","104116.99408495","2730.65","62.92661097852028","0.5291780345338948","54.588428442028984","33.65548612973873","20.751757020333983","30.040240969593075","19.21520276439162","12.015177930468672","5.837420938009842","10"
Bank of Baroda Ltd,BANKBARODA,"Public Banks","103427.24358","199.05","79.08232118758434","5.9030394373273065","77.64390896921019","56.710966656919936","10.605167904843672","10.984109283523846","0.15907107832239298","2.1031033598358673","-4.074653632622963","2"
Dabur India Ltd,DABUR,"FMCG - Personal Products","101812.25202230501","578.5","14.861510969919589","5.574762316335358","3.627407075682938","-17.30553523660731","9.173920484514685","2.208480565371025","-8.616557639830429","1.118685544485226","-5.059071447973604","1"
Hindalco Industries Ltd,HINDALCO,"Metals - Aluminium","98317.16439984","441.55","23.062987736900787","14.143358623032487","19.547854338703125","-1.3850879735871224","17.679281300613027","-9.878559036636387","-20.70359724183784","2.937405291992079","-3.2403517004667513","1"
Divi's Laboratories Ltd,DIVISLAB,"Labs & Life Sciences Services","96578.7967469","3666.55","34.305860805860824","8.382539444436876","-2.00713588924672","-22.940078201536966","27.443715283518255","9.673511508607154","-1.1515266965942992","2.8139195782625865","-3.3638374141962437","2"
Cholamandalam Investment and Finance Company Ltd,CHOLAFIN,"Consumer Finance","96234.24613130999","1158.55","76.07142857142857","4.837943981701254","72.3263424066637","51.39340009437345","30.671137682017147","64.04247787610619","53.21743967090474","3.2667795703716784","-2.910977422087152","2"
ABB India Ltd,ABB,"Heavy Electrical Equipments","95221.02830625","4204","63.252626060617814","9.760941960038071","61.78253256623885","40.849590253948605","29.9383045173937","43.29782701320835","32.4727888080069","-3.930530164533821","-10.10828715699265","2"
Adani Power Ltd,ADANIPOWER,"Power Generation","94764.98978037","244.15","84.40332326283988","77.14519762441121","-15.781303897895818","-36.71424621018606","58.185969651942514","-11.234321032539539","-22.059359237740992","-6.706152082537249","-12.88390907499608","10"
Bharat Electronics Ltd,BEL,"Electronic Equipments","92761.09334001","126","49.37759336099585","2.2222222222222365","48.32254267216009","27.389600359869842","29.534215336629366","23.7721021611002","12.947063955898747","0.6791849780263638","-5.498572014432466","1"
Eicher Motors Ltd,EICHERMOT,"Trucks & Buses","91130.7602643","3317.1","16.964033850493653","17.260558921949908","8.935960591133002","-11.996981721157246","4.165686717557682","5.288049515949847","-5.536988689251606","-6.877965245220516","-13.055722237679348","1"
Adani Transmission Ltd,ADANITRANS,"Power Infrastructure","86908.03493253","780.3","23.562945368171007","442.96424452133795","-74.15155279503105","-95.0844951073213","38.99614457972205","-71.50057524790446","-82.32561345310592","-3.898023277295411","-10.07578026975424","10"
Dr Reddy's Laboratories Ltd,DRREDDY,"Pharmaceuticals","86784.025455495","5339.3","33.582687015261456","1.0319704830221044","19.748808522567987","-1.1841337897222601","21.078108121195793","22.725601066519555","11.900562861318102","8.938627274953081","2.760870282494251","5"
Shree Cement Ltd,SHREECEM,"Cement","86695.90371684","23409.05","16.81191819340866","15.549328144456954","15.839362239091056","-5.093580073199192","7.198205064585816","-4.143573448207385","-14.96861165340884","-9.788933762890576","-15.966690755349406","10"
Havells India Ltd,HAVELLS,"Electrical Components & Equipments","85450.2049192","1348.05","31.581259150805273","4.447164422684624","10.202329858982216","-10.730612453308032","19.19048166628563","16.85592926490985","6.030891059708397","0.09281259281259281","-6.084944399646237","1"
Cipla Ltd,CIPLA,"Pharmaceuticals","83612.30708088001","1056.55","24.008215962441316","12.181155648099962","7.646459500764132","-13.286482811526117","11.042926540540577","0.29427120413877345","-10.53076700106268","4.489937200217573","-1.6878197922412577","2"
Ambuja Cements Ltd,AMBUJACEM,"Cement","83258.10445197","420.9","33.49191246431968","42.07650273224044","14.421639255131154","-6.511303057159093","16.7189105000082","-18.705939159826176","-29.53097736502763","-6.247911794186437","-12.425668786645268","2"
Bharat Petroleum Corporation Ltd,BPCL,"Oil & Gas - Refining & Marketing","83155.69943518001","387.95","34.68147890991147","2.564763500451095","22.34310942920213","1.4101671169118823","-0.04633325884878525","12.010971560560115","1.185933355358662","4.161632433883743","-2.016124558575087","10"
Bajaj Holdings and Investment Ltd,BAJAJHLDNG,"Asset Management","82987.67513415","7469","56.41884816753926","1.6200294550809957","55.41960588467861","34.486663572388366","19.85360551440585","33.82546607777967","23.00042787257822","6.67942611067865","0.5016691182198194","10"
SBI Cards and Payment Services Ltd,SBICARD,"Payment Infrastructure","81931.125570925","853.45","22.701459276831294","20.528443376882066","-2.6741931805222867","-23.607135492812535",,"13.422818791946307","2.597780586744854","-4.514432759006479","-10.69218975146531","10"
ICICI Prudential Life Insurance Company Ltd,ICICIPRULI,"Insurance","80498.68907776999","547.75","43.879695298135026","12.387037882245554","4.742327182330998","-16.190615129959248","9.009182623615652","16.369237306139794","5.544199100938341","-2.7518863737239236","-8.929643366182754","10"
Tata Consumer Products Ltd,TATACONSUM,"Tea & Coffee","79936.80742425","873.1","27.162831342848825","0.46959111212920845","9.823899371069185","-11.109042941221063","29.62199751391634","18.23413907508971","7.409100869888258","1.6532774478984802","-4.52447954456035","1"
Mankind Pharma Ltd,MANKIND,"Pharmaceuticals","75242.5266852","1888.6","52.06119162640901","2.930742348829818",,"-20.932942312290248",,,"-10.825038205201453","8.11151182093994","1.93375482848111","1"
Apollo Hospitals Enterprise Ltd,APOLLOHOSP,"Hospitals & Diagnostic Centres","74417.18707691999","5195.45","30.281981518863542","2.4742803799478352","26.402286965513042","5.4693446532227945","41.08150467019962","21.240301032611864","10.41526282741041","0.6470297653064119","-5.530727227152418","5"
GAIL (India) Ltd,GAIL,"Gas Distribution","71997.34109085","110.45","33.072289156626496","3.1688546853779975","17.064122946475898","-3.8688193658143497","-1.63669930208169","11.565656565656568","0.7406183604551142","2.032332563510395","-4.145424428948435","10"
Punjab National Bank,PNB,"Public Banks","70635.66480457","63.85","103.99361022364215","2.036021926389986","103.34394904458601","82.41100673229576","-3.309170372590897","12.115891132572429","1.2908529273709757","23.025048169556847","16.847291177098015","2"
United Spirits Ltd,MCDOWELL-N,"Alcoholic Beverages","70622.131072035","975.05","33.46793511737731","0.7640633813650544","19.3670808593989","-1.5658614528913475","11.454196530318516","18.62643713121235","7.801398926010895","9.34118306700308","3.1634260745442493","2"
Adani Total Gas Ltd,ATGL,"Gas Distribution","70514.323471545","640.05","3.2255463269091234","524.9511756893993","-76.97620460799654","-97.90914692028679",,"-83.66761080915565","-94.4926490143571","-2.8165806255694","-8.99433761802823","1"
Tata Power Company Ltd,TATAPOWER,"Power Transmission & Distribution","70137.70305665","218.15","19.632574718947083","15.127206050882425","-4.152021089630926","-25.084963401921172","26.31097080470173","5.284749034749044","-5.540289170452409","-3.0228939764392013","-9.200650968898032","1"
Marico Ltd,MARICO,"FMCG - Personal Products","68703.93273579","539.15","16.522584828182406","3.635351942873055","5.066744616583845","-15.866197695706402","8.941645395400034","6.72011084718923","-4.104927358012223","0.5689237082633752","-5.608833284195455","1"
Macrotech Developers Ltd,LODHA,"Real Estate","67279.25890719","685","92.68635724331926","8.029197080291972","21.014044695698267","0.08110238340801956",,"22.108828379161277","11.283790173959824","7.282693813625685","1.1049368211668549","10"
ICICI Lombard General Insurance Company Ltd,ICICIGI,"Insurance","67120.181551685","1398.7","33.33015585529766","0.5862586687638505","14.944323458109064","-5.988618854181183","12.428510604144272","21.25704377980061","10.432005574599158","8.237570129618884","2.059813137160054","10"
Shriram Finance Ltd,SHRIRAMFIN,"Consumer Finance","66970.64617185","1782.85","55.57155322862128","2.5997700311299443","26.618372927097756","5.685430614807508","9.306985695330262","39.57958193063493","28.75454372543348","14.310903087231097","8.133146094772266","10"
SRF Ltd,SRF,"Diversified Chemicals","66436.213903125","2242.6","7.708563469573981","27.753500401319897","-1.9199650120271197","-22.852907324317368","48.299155173921605","6.526695800874031","-4.298342404327422","-6.789417901452645","-12.967174893911476","10"
Berger Paints India Ltd,BERGEPAINT,"Paints","66401.583962175","684.5","29.84918903537892","3.7691745799853793","18.374405533938607","-2.558536778351641","17.169981771178165","22.857399264112004","12.032361058910551","1.4374629519857804","-4.740294040473049","1"
