Name,Ticker,"Sub-Sector","Market Cap","Close Price","PE Ratio","Dividend Yield","Dividend Yield vs Sector","Dividend Yield vs Sub-sector","Enterprise Value","EV / Revenue Ratio","EV / Invested Capital","EV / Free Cash Flow","EV / EBIT Ratio","EV/EBITDA Ratio","Sector Dividend Yield","Sector PB","Sector PE","Price / Free Cash Flow","PB Premium vs Sub-sector","PB Premium vs Sector","PB Ratio","PE Premium vs Sub-sector","PE Premium vs Sector","Forward PE Ratio","Price / Sales","Price / CFO","PS Ratio","PS Premium vs Sub-sector","Forward PS Ratio","PS Premium vs Sector","TTM PE Ratio"
Bls International Services Ltd,BLS,"Outsourced services","9003.2543745","216.5","44.84585761356842","0.6827531184068513","-1.8435313335914079","-0.48161503820006535","8690.224374500001","5.652399036385161","14.957614372880778","84.48594569803616","39.29383421278711","36.26215052993949","2.5262844519982592","7.377084724764392","27.498384744157313","87.52920838518374","556.5473007025028","114.17532741101378","15.799895362652022","117.19668036083023","63.08542494699435",,"5.856003729901655","48.579584387309126","5.856003729901655","183.27957088634886",,"57.51781837700048","44.85256002839633"
NCC Ltd,NCC,"Construction & Engineering","8833.801493160001","138.6","14.50065904983589","1.5187827059945225","0.9694179037841134","1.183115239916626","9810.391493160001","0.6244095233074946","1.3628231530607426","8.197390888107156","7.007072141507219","6.121241603539079","0.5493648022104091","5.613936989607899","43.5011349669085","7.381369430350026","-58.88958165125747","-73.31227348824864","1.498232150328604","-53.763626270496694","-66.66602133285349",,"0.5622517494009155","6.24054360012716","0.5622517494009155","-73.02684826747509",,"-80.47688132394653","14.500659049835848"
KRBL Ltd,KRBL,"Packaged Foods & Meats","8826.10916512","378.15","12.591099838968292",,,,"8560.38916512","1.568983408226891","2.0303035510007565","16.50418208745276","8.955131355259848","8.298408411566829","1.5002425293577015","9.868011363647765","48.382149760088126","17.01648254245392","-53.682501416502426","-78.03027184373217","2.167975271023033","-59.21539050808678","-73.97573298953519",,"1.6176856650042797","15.7378644932777","1.6176856650042797","13.854813891451542",,"-68.49501023976912","12.591099838968292"
PNC Infratech Ltd,PNCINFRA,"Construction & Engineering","8806.98953445","350.75","13.375132178795972","0.14564520827264785","-0.40371959393776125","-0.1900222578052487","12429.22953445","1.5465569286996794","1.4760135348559107",,"8.707783920392048","7.395357554352999","0.5493648022104091","5.613936989607899","43.5011349669085",,"-33.388602077365846","-56.757755291023955","2.4275923708539713","-57.35244805253764","-69.25337192013382","14.258130081300813","1.0958451324546985",,"1.0958451324546985","-47.42853701292312","1.1081417749230296","-61.94886971132691","13.37574158900718"
Jyothy Labs Ltd,JYOTHYLAB,"FMCG - Household Products","8728.54946788","248.4","36.40687994944728","1.2620950778291964","-0.23814745152850514","-0.1949928716832532","8493.679467880002","3.353752272527334","5.316557732509594","28.97679949467795","27.195438870005095","23.43471876139497","1.5002425293577015","9.868011363647765","48.382149760088126","29.778075422625548","-53.95651615651966","-42.97219727732287","5.627510053112409","-40.7386393899227","-24.751421485036207","30.666666666666668","3.4464913262233523","26.562840742178942","3.4464913262233523","-65.45112110601568","3.34536151872662","-32.878385281911974","36.44336131217905"
Intellect Design Arena Ltd,INTELLECT,"Software Services","8682.76925964","635.75","32.491745910414224","0.39078135944161685","-2.1355030925566423","-1.2398855341432702","8593.399259639998","3.7622033936798966","4.100393300555886","1009.8001480188024","23.234822927240756","17.489008587675016","2.5262844519982592","7.377084724764392","27.498384744157313","1020.3019106509998","-47.33716673609138","-43.10255437370406","4.197372770078603","-7.61902746712278","18.158743550629346","26.600418410041843","3.801329716935039","49.78937587958025","3.801329716935039","-21.40738917289131","3.380700821073149","2.2501336339353517","32.4929618278572"
Kotak Mahindra Asset Management Company Limited,KOTAKBKETF,"Equity","8642.347920388","469.59",,"0","0","0","8642.347920388",,,,,,"0",,,,,,,,,,,,,,,,
Eclerx Services Ltd,ECLERX,"Outsourced services","8631.5626319","1764.55","17.657234743269786","0.05751813792848717","-2.468766314069772","-1.1068500186784294","8108.342631900001","2.9877637422480983","4.681680340371725","20.93393910076679","12.027326794677824","10.28755551708388","2.5262844519982592","7.377084724764392","27.498384744157313","22.284776887666848","128.62877351568466","-25.417951804986195","5.50198088481078","-14.482786712729059","-35.78810207380822","16.42970204841713","3.1805599542716068","19.259572554834104","3.1805599542716068","53.857084213212616","3.050733481388425","-14.44765264476197","17.65687354382735"
Cochin Shipyard Ltd,COCHINSHIP,"Shipbuilding","8624.44567035","667.05","28.304711750410224","2.5928467932585986","2.0434819910481896","1.3689179757379233","5962.745670349999","2.2642936721437845","1.206020381733968","4.876623977975333","13.149441340691565","11.416323320601181","0.5493648022104091","5.613936989607899","43.5011349669085","7.053491944476249","-62.94286560472063","-65.03088357063334","1.9631441621672683","-7.183421587973588","-34.93339479086755","20.275075987841944","3.2750479119420666","6.172486953100398","3.2750479119420666","-9.568168193768864","2.355196337440109","13.719786772978196","28.302853998260705"
Procter & Gamble Health Ltd,PGHL,"Pharmaceuticals","8570.84190497","5153.05","44.51922867738412","1.016781740536667","0.22092214229442553","0.05522430653832988","8249.14190497","7.315663271523589","13.3196762658561","62.68344912591184","32.503809862366495","29.369964414034943","0.7958595982422415","4.912280247058051","38.89425892014974","65.12797800129178","220.13435595328858","183.01816609464478","13.902645468653182","28.764490888965096","14.4622109108249","33.03237179487179","7.600959475851365","50.559473247817365","7.600959475851365","91.20924989605713","6.963888741765042","75.83408174970087","35.587285770511535"
V I P Industries Ltd,VIPIND,"Apparel & Accessories","8502.155697839999","594.85","55.810395810949224","0.7497493343505177","0.17997229222026623","0.11964428369171698","8795.465697839998","4.189514002972277","8.849002160913525","129.44026045386312","38.591837557983425","29.16558576065259","0.5697770421302515","6.186206651823186","61.535634799751044","125.12370416247241","68.11759427638688","114.1802192655018","13.249630971091957","33.35747648896334","-9.303940728706001","33.79829545454545","4.049802656873392","48.614304407570465","4.049802656873392","35.82946401312834","3.49091128261455","156.78912499776362","55.81039581094923"
Godfrey Phillips India Ltd,GODFRYPHLP,"FMCG - Tobacco","8495.2865888","1643.45","12.303628816313523","2.6929432645816753","1.1927007352239738","-0.537317827952295","8316.5565888","2.229311117341947","2.5434139250850194","21.029551138645154","10.167188181618132","8.559562570167042","1.5002425293577015","9.868011363647765","48.382149760088126","21.481494396035096","-65.124209440514","-70.65849655413827","2.8954228943027362","-59.27821616603138","-74.5699005163612",,"2.2772209429708754","17.75028539239448","2.2772209429708754","-70.85813089793406",,"-55.65033180293963","12.30362881631353"
Shoppers Stop Ltd,SHOPERSTOP,"Retail - Department Stores","8475.17094281","788.7","73.05552058279414",,,,"10770.530942809999","2.6405738227862683","4.173362682138733","27.09635699718232","29.240731234212895","14.361090886170283","0.5697770421302515","6.186206651823186","61.535634799751044","21.32172115728698","138.53810090702612","564.8924846812906","41.13162311482646","-28.49351860918154","18.720674322335434","53.47118644067797","2.0778283497864596","15.595699432880041","2.0778283497864596","-59.49292337609696","1.9293068583638233","31.75054911172992","73.04292806007079"
Elecon Engineering Company Ltd,ELECON,"Heavy Electrical Equipments","8466.6093589","739.25","35.65038257989812","0.265041081367612","-0.28432372084279706","0.04024392343935715","8288.759358899999","5.337325244948421","6.228918349803484","31.52098934780955","26.431835705539086","22.857345941869127","0.5493648022104091","5.613936989607899","43.5011349669085","32.19732795444174","5.632450909557925","17.905508118874664","6.61914093307065","-62.406293110417586","-18.047235762888672",,"5.451847003116589","27.309881165408683","5.451847003116589","16.28992681913624",,"89.30497976918933","31.572976427878892"
Supreme Petrochem Ltd,SPLPETRO,"Specialty Chemicals","8412.96964108","439.4","16.88910453311389","2.4586499776486366","-0.8237546928664257","1.973442547004682","7517.559641080001","1.4061658768906167","4.04054739299017","63.82171356719587","11.168065070759013","10.444971921526147","3.2824046705150622","2.903924990739655","20.86185049719418","71.4234624423126","-30.529452677894618","57.12078098952074","4.562669624800014","-49.881450604114654","-19.04311395872866","13.561728395061728","1.573653073260334","25.99965894393968","1.573653073260334","-62.008482334433964","1.3350142294485465","2.3026862689037912","16.888426460062234"
Syrma SGS Technology Ltd,SYRMA,"Electronic Equipments","8411.08972236","473.5","70.49186827321489","0.24542215850014779","-2.2808622934981115","-0.40056492691277457","8567.01972236","4.094859675910791","10.692735549625562",,"42.766671936701286","37.0033678401866","2.5262844519982592","7.377084724764392","27.498384744157313",,"63.795428411008416","95.60206665800867","14.42973018075142","70.90267143968626","156.34912351785522","47.58793969849246","4.020328334795951",,"4.020328334795951","-28.96822392969162","2.376615850736742","8.140871772793853","70.4977765682677"
SBI-ETF Nifty 50,SETFNIF50,"Equity","8375.508879793","207.46",,"0","0","0","8375.508879793",,,,,,"0",,,,,,,,,,,,,,,,
BHARAT Bond ETF-April 2023-Growth,EBBETF0423,"Debt","8369.700871194","1230.39",,"0","0","0","8369.700871194",,,,,,"0",,,,,,,,,,,,,,,,
Welspun Corp Ltd,WELCORP,"Iron & Steel","8363.7100521","319.8","40.46499613962935","1.5600098124783726","-1.7223948580366897","0.45950922670447714","7922.770052099999","0.7803155481720702","1.2032528183176752",,"13.735969854019654","9.00560386025734","3.2824046705150622","2.903924990739655","20.86185049719418",,"-16.10453969184214","-41.57883962752069","1.6965066759365188","68.14084952218762","93.96647552944404","10.519736842105264","0.8237438359487416","38.27434583607907","0.8237438359487416","-10.177635072112055","0.5759255798550725","-46.44867496721354","40.46499613962935"
Ujjivan Small Finance Bank Ltd,UJJIVANSFB,"Private Banks","8269.0394418","42.5","7.517923686301604","2.9548574516390573","1.9271307213243283","2.3170195988084843","5785.4494417999995","1.2169184679166543","1.3745065920824113","6.191420910929658","3.943110106663576","3.7145504310084676","1.027726730314729","2.485912822204302","16.437916381714356","8.84928720374988","-41.2444064814497","-20.97238173540118","1.964557695522331","-66.92594024846005","-54.264740665887615","7.7272727272727275","1.7393198073695146","7.802526389001595","1.7393198073695146","-54.849896489585454","2.5366034583441475","-9.785707570579653","7.517855336569932"
CCL Products India Ltd,CCL,"Tea & Coffee","8242.4099232","611.8","30.654603998809886","0.8876694641704325","-0.6125730651872691","-0.02940568141214772","8836.8899232","4.259830184673676","4.647447959820138",,"26.036032890015033","21.921782945597982","1.5002425293577015","9.868011363647765","48.382149760088126",,"80.29056741934883","-33.21615508175965","6.590237405612858","-98.17781031688433","-36.640673986549935","27.13082039911308","3.973260603045598","81.81864128648006","3.973260603045598","44.606545725877595","3.202364062090539","-22.61937079516051","29.771039237159577"
Multi Commodity Exchange of India Ltd,MCX,"Stock Exchanges & Ratings","8218.514480189999","1625.15","55.16892314016246","1.1845922600205636","0.15686552970583456","-0.21746429739371687","6530.4244801899995","11.236685445205362","4.602228715328724","21.112196043547133","34.23013146131671","30.750221218580783","1.027726730314729","2.485912822204302","16.437916381714356","26.569618777285655","-27.198457291756576","133.12964949792652","5.795399849228902","15.222676650894051","235.61992809218037","43.68682795698925","14.141326083916924","21.003103706082285","14.141326083916924","21.836606242636464","13.472041511760402","633.4762251708439","55.16892314016239"
Graphite India Ltd,GRAPHITE,"Electrical Components & Equipments","8132.50910025","410.7","40.795129672686265","2.0420420420420418","1.4926772398316328","1.4451257745574928","7086.85910025","2.13854469253471","1.3131400179826118",,"21.14975259714099","18.073189585458536","0.5493648022104091","5.613936989607899","43.5011349669085",,"-79.5516470854039","-70.82236968575977","1.6380137809021804","-22.099188288857775","-6.220539524499089","13.227053140096618","2.454082115547683",,"2.454082115547683","-34.195807436319534","2.5603304548755585","-14.786683307490357","41.07327828409091"
Ircon International Ltd,IRCON,"Construction & Engineering","8102.5431001","88.65","10.588376174614181","3.48229820581291","2.932933403602501","3.1466307397350133","3939.633100099999","0.36541253260033774","0.6494700062150504","2.887193372101544","3.904183117394065","3.528429881688074","0.5493648022104091","5.613936989607899","43.5011349669085","5.9380171049893","-52.359139445251394","-69.0728942117782","1.736228231660149","-66.23821604828572","-75.65954041735048","11.82","0.7515346529695316","5.7652932261989465","0.7515346529695316","-63.94629585697713","0.7834611372896327","-73.90439383296841","10.588376174614154"
E I D-Parry (India) Ltd,EIDPARRY,"Sugar","8058.411043444999","462.65","8.505098834218087","2.0927414913536735","0.592498961995972","1.1862789460857681","11651.881043444999","0.3284121102059078","1.0443720163742747",,"4.070597230849439","3.597458734221586","1.5002425293577015","9.868011363647765","48.382149760088126",,"-63.31554137308076","-91.43914026027895","0.8447866119416204","-27.05872829569191","-82.42099849553564",,"0.22712897306595786","22.474372611125055","0.22712897306595786","-61.29849363756924",,"-95.57658442211897","8.505098834218119"
Kama Holdings Ltd,KAMAHOLD,"Conglomerates","7993.794323075","12340.5","32.172070362921076",,,,"7991.954323075","31.376680629245023","12.15672764800505","44.51846213834113","31.622499596703992","31.61499395970964","0.5493648022104091","5.613936989607899","43.5011349669085","44.52871169270833","17.46594559940518","116.59535069088818","12.159526510206721","-60.07649933299139","-26.043147179046002",,"31.38390453093714","44.50392118402739","31.38390453093714","296.7459775273295",,"989.7461738950001","6.375958590357642"
JK Lakshmi Cement Ltd,JKLAKSHMI,"Cement","7960.3799649","670.35","22.197256050694328","0.5543237250554324","-2.72808094545963","0.08598956222202431","8663.7899649","1.3310436847482414","1.9608299701251346","28.375167736219822","12.972075769449601","9.667142706396938","3.2824046705150622","2.903924990739655","20.86185049719418","26.071398044410962","30.204050200045394","8.268861574222779","3.144046528443179","-42.393189674815126","6.401184562605098","15.445852534562214","1.2229767253595778","11.707129779545856","1.2229767253595778","-40.82759774928339","1.120416586670928","-20.494671681720625","22.197256050694328"
Alok Industries Ltd,ALOKINDS,"Textiles","7944.3846416","15.3","-9.022993255343794",,,,"31987.1946416","4.568287483394053",,"410.88239745150923",,,"0.5697770421302515","6.186206651823186","61.535634799751044","102.04733001412973","-103.37424890281942","-107.26857761330461","-0.4496492318071808","-118.21477804862988","-114.66303757929268",,"1.1345863033043369","42.97979139580177","1.1345863033043369","-45.38895419601951",,"-28.058365124166016","-9.022993255343795"
Ramkrishna Forgings Ltd,RKFORGE,"Rail","7926.3839022","496.55","31.94834301571947","0.10085906573085743","-0.4485057364795516","-0.17220497527455117","9451.2239022","2.9564176931041493","3.5048018475515916",,"19.10766411701676","13.574078880606661","0.5493648022104091","5.613936989607899","43.5011349669085",,"23.7338402831299","30.927753775489766","7.350201598864973","-28.762615610185343","-26.557449500978056",,"2.4794356639191704","184.07765680910356","2.4794356639191704","1.1098210327618447",,"-13.906329739461418","31.948343015719523"
Latent View Analytics Ltd,LATENTVIEW,"IT Services & Consulting","7847.7276798","387.85","50.49043093225248",,,,"7072.7176798","11.896317561435083","5.755277180428184","75.06599108257271","36.815978761126445","35.199908822973185","2.5262844519982592","7.377084724764392","27.498384744157313","83.29152706219487","-13.9881303931204","-11.897141923565723","6.499422485237484","88.0806531337336","83.61235178724587","48.48125","13.199885085361547","80.53907717364532","13.199885085361547","229.93669785060217","12.652610906241046","255.05733899322084","50.487182705867234"
CE Info Systems Ltd,MAPMYINDIA,"Software Services","7811.130276180001","1458.75","72.83105152615387","0.20448884521500352","-2.321795606783256","-1.4261780483698836","7647.340276180001","24.217304060358483","16.448722954873958","308.73396351150586","53.83555280661741","50.32800445001647","2.5262844519982592","7.377084724764392","27.498384744157313","315.34639790795313","119.82205926079405","137.4979257491462","17.52042320207254","107.07423322615819","164.85574408739976","62.07446808510638","24.735987954208632","271.59701933866484","24.735987954208632","411.41732485037943","20.173552756168828","565.3614030420267","72.82426138523216"
Praj Industries Ltd,PRAJIND,"Construction & Engineering","7787.59780032","416.15","32.475386990492","1.061571125265393","0.5122063230549839","0.7259036591874964","7226.54780032","2.022068083719472","6.451065246980476","56.98271408547548","22.348304676892585","20.436491615961053","0.5493648022104091","5.613936989607899","43.5011349669085","61.40670083835357","98.21172306454174","28.673471811830737","7.2236476298570595","3.5500610518548066","-25.345885767816945","25.530674846625764","2.179056085420724","48.03304632282736","2.179056085420724","4.536820896264653","1.8808355041133633","-24.336437187124506","32.474032777282"
Bombay Burmah Trading Corporation Ltd,BBTC,"Tea & Coffee","7738.7502885","1107.1","-4.618164304597434","0.10825530851472699","-1.3919872208429744","-0.8088198370678532","9487.2102885","0.5478477106340272","0.7485976661582492","10.876959389725188","13.44749863713674","10.041820007515033","1.5002425293577015","9.868011363647765","48.382149760088126","8.872373443357832","-68.8337176855217","-88.45527974890139","1.1392343062797554","-100.27451574161901","-109.54518211261274",,"0.4468812748740561","5.346767093763171","0.4468812748740561","-83.73578680955903",,"-91.29683207713359","-4.577923208908864"
Balrampur Chini Mills Ltd,BALRAMCHIN,"Sugar","7670.5062949","389.95","26.992667399443967","0.6650147726743377","-0.8352277566833638","-0.24144777259356764","8877.9362949","1.8728677559600786","2.2304018909813537","30.55351996042262","19.427831793990844","15.137920601053757","1.5002425293577015","9.868011363647765","48.382149760088126","26.39813571566232","20.261003484271395","-71.93532025489745","2.7694257864180725","131.49401614071542","-44.20945011064593","14.715094339622642","1.618151272369412","11.042260555531563","1.618151272369412","175.72392424278726","1.382279633779816","-68.4859423747394","26.99171755542253"
Deepak Fertilisers and Petrochemicals Corp Ltd,DEEPAKFERT,"Fertilizers & Agro Chemicals","7631.707710375","601.45","6.306675242025458","1.580156795523743","-1.7022478749913192","-0.2534453019338363","9240.717710375","0.8116779180475393","1.3878473231758508","41.81698665207258","4.596800253886335","4.107971562230492","3.2824046705150622","2.903924990739655","20.86185049719418","34.53573948038284","-17.488783799081954","-34.33101020110809","1.906978205936297","-53.196715182847434","-69.76933928812463","8.976865671641791","0.6703471331614947","6.301884122784925","0.6703471331614947","-20.12005664504548","0.6538591017029218","-56.42094587405012","6.306675242025458"
Granules India Ltd,GRANULES,"Pharmaceuticals","7586.83018682","311.45","14.686082436740227","0.49033477070076154","-0.30552482754147997","-0.4712226632975756","8284.24018682","1.8304881425680004","2.2429848342502843",,"11.148067159397668","8.930832456683916","0.7958595982422415","4.912280247058051","38.89425892014974",,"-32.472034987197596","-40.30118772751998","2.932572962989304","-57.52294043942222","-62.24100202836905","13.197033898305083","1.676388224323309","22.848457120373435","1.676388224323309","-57.82888516564021","1.503716373064419","-61.21987164694302","14.68551389187412"
KSB Ltd,KSB,"Industrial Machinery","7578.18975646","2203.3","41.469791816022735","0.6889741175389844","0.13960931532857535","0.10669347327917877","7320.05975646","3.910350997323675","6.387486698481674",,"29.117182802147955","24.674913222072394","0.5493648022104091","5.613936989607899","43.5011349669085",,"-30.0866514556649","18.08809555897485","6.629391276908812","1.4741359869974577","-4.669632533567271","34.4265625","4.048243164399002","198.17441831746862","4.048243164399002","-11.014553431363037","3.5670754737302333","40.56751590776868","41.36566460949778"
Titagarh Rail Systems Ltd,TITAGARH,"Rail","7561.59295194","622.85","58.07675078294917","0.07906468964937005","-0.470300112561039","-0.19399935135603855","8439.46295194","2.990416222956094","4.789570643250759",,"32.220299133127135","29.67149369595328","0.5493648022104091","5.613936989607899","43.5011349669085",,"51.13197592198697","59.918823224425566","8.977741970341695","29.49766495247608","33.50628857644381","34.41160220994475","2.6793541678708226","138.51608265140135","2.6793541678708226","9.262371409381748","2.020095587195985","-6.964541328227679","58.06783099324237"
Mahindra Lifespace Developers Ltd,MAHLIFE,"Real Estate","7507.85967922","482.05","74.02740760422009","0.4738161615947485","-0.7115502510915102","-0.7115502510915102","7502.559679219999","8.873518248633944","3.617382429000544",,"64.35546130742838","58.258733337630076","1.1853664126862586","2.9444479811062116","53.76915078309117",,"41.19240909964478","41.19240909964478","4.157337039209714","37.676356286250936","37.676356286250936","45.05140186915888","8.87978672882318",,"8.87978672882318","3.1336286193005596","8.313706125027878","3.1336286193005596","74.03470741761168"
NBCC (India) Ltd,NBCC,"Construction & Engineering","7479","41.3","28.046951173779505","1.2996389891696751","0.7502741869592661","0.9639715230917786","2002.9900000000007","0.22348663201844146","1.033363944034009","27.281258512666856","5.364481225561113","5.2905176967776235","0.5493648022104091","5.613936989607899","43.5011349669085","101.86597657314083","5.899502244021871","-31.253023755582788","3.8594119286222934","-10.570318770533632","-35.52593238058056","17.956521739130434","0.8344807117688671","93.6279419128693","0.8344807117688671","-59.967087909659426","0.9763208699420826","-71.02425028272462","28.04589942625714"
Glenmark Life Sciences Ltd,GLS,"Pharmaceuticals","7471.0943127","641.1","15.999431027711159","3.4440344403444034","2.648174842102162","2.482477006346066","6961.8143127","3.178649386214832","3.3841212875267357","14.958133111383265","11.065252579153162","10.371417970502797","0.7958595982422415","4.912280247058051","38.89425892014974","16.052370574319966","-16.256528424950503","-25.965697505369373","3.6367724174909464","-53.7242972980144","-58.86428621623018","15.084705882352942","3.4111782194614144","12.502040383373215","3.4111782194614144","-14.188619124044468","3.217109799287382","-21.088726783878148","15.999773664632187"
Amber Enterprises India Ltd,AMBER,"Home Electronics & Appliances","7423.9108938300005","2197.5","47.22289227040254",,,,"7848.780893830001","1.1245058417237843","2.7622546644764627",,"23.677992318782408","16.678242443327658","0.5697770421302515","6.186206651823186","61.535634799751044",,"-38.97287577694751","-32.308921147962614","4.187510022635615","-24.827178034171425","-23.25927501345352","34.38967136150235","1.0636341212061733","29.749192121138048","1.0636341212061733","-52.00391229346092","0.9093272812097022","-32.55728773876467","47.22289227040248"
Godawari Power and Ispat Ltd,GPIL,"Iron & Steel","7413.080195639999","541.45","9.343433571515005","0.7362391038491668","-2.5461655666658953","-0.3642614819247286","7396.660195639999","1.2618906190048058","1.910980490320647","10.313821456355624","6.706069190411433","6.030607079900859","3.2824046705150622","2.903924990739655","20.86185049719418","10.336717323386692","6.500536318574515","-25.837644979015714","2.153619161175428","-61.176003755253284","-55.21282461126038",,"1.264691916268167","5.572320005141543","1.264691916268167","37.9040593287765",,"-17.78278037563551","9.343433571514993"
Easy Trip Planners Ltd,EASEMYTRIP,"Tour & Travel Services","7396.5516","42.15","55.11177706579241",,,,"7313.2016","15.754419646704008","25.547410046810594",,"38.82772285638439","38.23896261437908","0.5697770421302515","6.186206651823186","61.535634799751044",,"425.50415643730156","406.91151954321396","31.358594140840292","-28.61329715695696","-10.439248339377858","38.31818181818181","15.933975872468764","366.34728083209507","15.933975872468764","690.5049729197361","11.733468427057975","910.3385445417393","55.128207497950356"
Metropolis Healthcare Ltd,METROPOLIS,"Hospitals & Diagnostic Centres","7355.8055886600005","1438.7","51.48240193631016","0.5565358505819018","-0.2393237476603397","0.3321676750717878","7555.6455886600015","6.494284648547829","5.964732212848934","33.941177793719966","35.25732892515165","24.893402703808643","0.7958595982422415","4.912280247058051","38.89425892014974","33.04346430375994","4.01974824052211","68.59935040806663","8.282072586763645","-8.61790571239681","32.36504143710256","45.10031347962383","6.322516686573322","29.043335525960437","6.322516686573322","28.659375771061953","5.96703903430864","46.25968201287654","51.48240193631024"
TV18 Broadcast Ltd,TV18BRDCST,"TV Channels & Broadcasters","7354.6050864","41.6","63.30353835772043",,,,"9250.5150864","1.5205984555525054","1.3076226745261015","22.61684332021222","38.077365137070785","25.307129610155073","0.4368719987649118","8.32800735283555","-63.38947359875708","17.981479881665482","-39.81893255166962","-85.94995432264106","1.1700888370872053","140.619659255023","199.86443294736821","27.733333333333334","1.2089490186357457","12.400696510420179","1.2089490186357457","-54.77639126750525","1.2195800512338186","-63.80878925552399","56.84059885926268"
Engineers India Ltd,ENGINERSIN,"Construction & Engineering","7354.324450705","129.6","21.238086088440003","2.2927121726841455","1.7433473704737366","1.9570447066062489","5890.074450705","1.68552709992989","3.320671596329267","260.85360720571305","13.176310793040587","12.459964568253941","0.5493648022104091","5.613936989607899","43.5011349669085","325.7008171259965","14.007254943719044","-25.98969890106813","4.154891669513118","-32.28086514484387","-51.178087411751655","17.279999999999998","2.1045426958663613","152.1689313201945","2.1045426958663613","0.9621571185243689","1.9186868744284058","-26.92377239555179","21.239312801666347"
Action Construction Equipment Ltd,ACE,"Heavy Machinery","7302.181578719999","609.8","42.55102603997431","0.1630789302022179","-0.3862858720081912","-0.11154235937111531","7187.0215787199995","3.2656404846964735","9.41029876492","103.79869408896592","29.450178572037345","27.427192713784134","0.5493648022104091","5.613936989607899","43.5011349669085","105.46189455112652","131.37732077534884","72.4274646324423","9.679969217243757","26.63409714208437","-2.1841014669087224","30.338308457711438","3.317966911450381","67.01708497356827","3.317966911450381","131.03544363539748","2.8399269816503714","15.210067099808855","42.553505703496455"
Lemon Tree Hotels Ltd,LEMONTREE,"Hotels, Resorts & Cruise Lines","7298.6185960600005","92.45","63.71000869465784",,,,"9933.97859606","11.29592872208135","2.8166717030948294","146.62699034774906","27.950757142624013","21.977342527952924","0.5697770421302515","6.186206651823186","61.535634799751044","107.72868776472323","-16.706917178533573","-15.65957509633978","5.217472975566167","16.869342947994895","3.5335198897072075","49.04509283819629","8.29926042557111","53.943965972357724","8.29926042557111","12.476468938848123","7.0379954025221405","426.23794376595936","63.71000869465779"
Allcargo Logistics Ltd,ALLCARGO,"Logistics","7294.700107560001","301.8","11.586429434330288","1.4549688447288647","0.9056040425184556","0.6795391546848859","9205.360107560002","0.5066229962927985","1.5701490785964904","15.691133037125423","9.483023021633432","7.371777812305306","0.5493648022104091","5.613936989607899","43.5011349669085","12.434289209354652","-41.96352215610482","-63.35014858988849","2.057499564948582","-71.35102389169164","-73.36522496908613","14.509615384615385","0.4014685772601492","8.578568699061552","0.4014685772601492","-82.38125660576272","0.6218910792063954","-86.05977004623354","10.684761113721596"
Jupiter Wagons Ltd,JWL,"Rail","7266.6690757","197","60.16948808230525","0.2665921723996198","-0.28277262981078927","-0.0064718686057888","7337.1190757","3.538809102120743","8.92539270810778","321.2398894789842","31.98813740114227","28.846546395518","0.5493648022104091","5.613936989607899","43.5011349669085","318.1553886033274","79.13491034532346","89.54985459612111","10.641209400919632","34.16398305691673","38.31705340119617",,"3.504829947813421","122.08785409442203","3.504829947813421","42.92475256790192",,"21.698529321527968","60.159525421806485"
Jammu and Kashmir Bank Ltd,J&KBANK,"Private Banks","7204.8868290850005","70.6","6.0111354417148535","0.6475497923390017","-0.3801769379757274","0.009711939508428635","-1587.0131709149991",,,,,,"1.027726730314729","2.485912822204302","16.437916381714356",,"-73.32185701299123","-64.11728698953439","0.8920129636819357","-73.55484558374373","-63.43128105699772",,"0.7119122757228667",,"0.7119122757228667","-81.51983735076644",,"-63.07483997247872","6.0111354417148535"
Mahindra Holidays and Resorts India Ltd,MHRIL,"Hotels, Resorts & Cruise Lines","7199.680409115","355.2","62.55152397145963",,,,"9070.950409115001","3.4560609639818654","3.0024428814854414","21.593901990418267","30.53369600483036","15.450961383652999","0.5697770421302515","6.186206651823186","61.535634799751044","17.1392396722332","188.38929366524408","192.01555209005423","18.064685507753136","14.744223972350854","1.650895737103368","43.31707317073171","2.7431011407673407","10.566632043435188","2.7431011407673407","-62.82387653422685","5.238266911602615","73.9340410877789","62.52979337428333"
Minda Corporation Ltd,MINDACORP,"Auto Parts","7198.988299619999","302.45","25.304001053145782","0.3985217111898124","-0.1712553309404391","-0.3995673005333541","7750.18829962","1.7957293495261706","3.3639430095143017","56.694866858961234","22.741162850997586","16.18331238174981","0.5697770421302515","6.186206651823186","61.535634799751044","52.66267958756401","-16.222165177603582","-26.847114446241164","4.525388672127232","-52.60359213382992","-58.87910942092344","24.609438567941417","1.6680155470747697","18.582829890604028","1.6680155470747697","-13.021220506750096","1.439512123717949","5.765216013434722","25.304001053145868"
Safari Industries (India) Ltd,SAFARI,"Apparel & Accessories","7182.93986955","3046.9","57.43135739625807",,,,"7235.88986955","5.924064931187778","12.803712123633083","21282.029028088466","41.82595300317918","35.07289937254616","0.5697770421302515","6.186206651823186","61.535634799751044","21126.29373397082","114.08565186720564","172.7430882881501","16.872451070069527","37.23072166777515","-6.669757152662991","45.88704819277108","5.880714459613244","141.81519979368215","5.880714459613244","97.23783125773491","4.967404393633113","272.88323614554616","57.41758488848924"
