Name,Ticker,"Sub-Sector","Market Cap","ROCE","Interest Coverage Ratio","Quick Ratio","Cash Conversion Cycle","Asset Turnover Ratio","Days of Inventory Outstanding","Days Payable Outstanding","Days of Sales Outstanding","Earning Power","Debt to Equity","Inventory Turnover Ratio","Long Term Debt to Equity","Net Income / Liabilities","Current Ratio","Working Capital Turnover Ratio"
Avenue Supermarts Ltd,DMART,"Retail - Department Stores","248687.40293222002","21.943226155904622","46.39519359145532","0.5747317962061579","24.9101369111","2.9505497316318086",,,"0.4691945802661925","20.21526755254032","4.729823094059099","0","3.707808733657019","132.64866794193279","2.8259691863185283","16.59056510525259"
UltraTech Cement Ltd,ULTRACEMCO,"Cement","237358.1041836","12.628720667648501","12.909445657759505","0.5896426677198282","26.8530150882","0.750029046203848",,,"16.155978652783645","9.591733539001357","22.403935897316416","0","12.454738747320414","15.170991062406172","0.867267438312415","4155.664276401525"
Tata Motors Ltd,TATAMOTORS,"Four Wheelers","223269.76137782997","7.393957375320813","1.2990128580760958","0.7145390428900503","-13.1440253366","1.0622747974827098","59.32986140030874","109.48239990068643","14.588244749166305","3.9689408001680784","254.9708923143961","6.152045384655165","183.01368206662002","0.8559038144901208","0.9774306891565505","-97.87024109781426"
Nestle India Ltd,NESTLEIND,"FMCG - Foods","220027.8950907","57.81565996890991","22.064695607168268","0.5069827096355224",,"2.0361950098966646","88.85061309022637","101.52942819261084","3.72677663917354","37.984616995257674","11.00045950462961","4.108018924183994","8.836721332807409","36.66683538945051","1.1332575696079228","85.93752451941936"
Oil and Natural Gas Corporation Ltd,ONGC,"Oil & Gas - Exploration & Production","211097.08507668","11.203088825506045","6.456812719916449","0.4034800885451134","20.3146663515","1.2318161982580653",,,"9.271498328506924","8.732813464149459","43.05466769520425","0","34.32751260871505","11.813859562979804","0.8338925454418796","-26.904781660384753"
Wipro Ltd,WIPRO,"IT Services & Consulting","205402.03799548","17.497149145187272","15.65287287883299","2.4646147755580707","84.0140796338","0.8274182836431693","70.87542346781645","3459.0691407453037","47.53075362278216","13.490336005446292","22.471785793317103","5.149881046788264","9.9354405430302","28.956371549790934","2.4690517006345405","2.628443421757353"
JSW Steel Ltd,JSWSTEEL,"Iron & Steel","192865.28025471498","8.932534714318233","1.819327731092437","0.5004788245215328","21.1450218204","0.8234453005228193","107.67985928655816","49.49875244661529","15.889972610260113","5.964215656006726","120.49737595419847","3.3896775350407937","94.71463501908397","2.888469125304077","0.9740863027600303","55.76738768718802"
Mahindra and Mahindra Ltd,M&M,"Four Wheelers","187532.93543796","14.876123117591636","3.411827366759867","1.0551302426585887","93.1014809396","0.6741782670008428","67.5633770698507","94.9068107692418","19.262997028240342","9.736452540158355","137.51333999482128","5.402335049395815","86.32687612241178","7.493748953178335","1.2939388413703092","6.41179981669305"
NTPC Ltd,NTPC,"Power Generation","182200.35665786001","10.348348720834432","3.1438993694906627","0.6255341826104637","-1.2432621475","0.43932847017031873",,,"56.70492331654368","8.436171547953112","151.44129604414155","0","131.4083422366112","6.11405442437699","0.760519834039242","-11.066738976872498"
Power Grid Corporation of India Ltd,POWERGRID,"Power Transmission & Distribution","169573.25912384","13.262342240308428","2.8374226951797503","0.468788152781972",,"0.18495389407144186",,,"70.5180905835356","10.892818219384477","176.65665579806088","0","149.81151421699414","8.824751147904186","0.49921090512171196","-2.50724265814477"
Adani Ports and Special Economic Zone Ltd,ADANIPORTS,"Ports","154925.1651354","9.488894695078752","3.323303592591338","1.5642736817151626","2.4593198352","0.2665613472589698",,,"43.85388232485658","8.363322666908667","122.86297684201402","0","107.14670887029611","9.632934157589458","1.5985027531239788","3.6399576884263243"
Tata Motors Ltd,TATAMTRDVR,"Four Wheelers","151860.114896325",,"-0.2934494397425265",,"-25.1207017777",,,,,,,,,,,
Adani Green Energy Ltd,ADANIGREEN,"Renewable Energy","150015.79582899","7.354836521503189","1.4898660254208176","0.9017755950132225","99.4071470485","0.13811843035681654","1574.0625","51784.375","84.30021859180856","6.481938154807275","737.7278911564625","0.2318840579710145","679.0204081632653","1.6353531792004568","0.9083238886790077","-2.5811432813659985"
HDFC Life Insurance Company Ltd,HDFCLIFE,"Insurance","146270.44267332","0.6013039425743989",,"0.8641993136904558",,"0.2993875426911324",,,"0","0.5814816180513865","7.3115505566783705",,"7.3115505566783705","0.5825471549501903","0.8641993136904558","-80.92714857759279"
LTIMindtree Ltd,LTIM,"IT Services & Consulting","144778.97431782","33.01275640598262","39.50731382978722","3.1340057636887604","8.5129978555","1.5317762800970642","26.584645669291337","9791.771653543306","55.06821300596623","25.304709259243484","2.132632897970987","13.72972972972973","0","64.05364563656968","3.134607667894794","3.1313858790227154"
Coal India Ltd,COALINDIA,"Mining - Coal","141681.12423773","31.70141286985687","56.53157194838598","1.4941338094552046","51.0921034733","0.8505711369270402",,,"39.05884405228443","21.559729125707634","8.018927886841656","0","7.899795580830472","20.768418177629872","1.6173977621598439","4.160592873961846"
Tata Steel Ltd,TATASTEEL,"Iron & Steel","140364.352445","13.042921435943992","3.89506088557956","0.3314678751135847","57.2905538844","0.8630069047719475","149.38658749596627","107.94152208023684","15.272195062681622","8.596420031158127","80.71583598454426","2.44332510781703","54.44002441259684","4.860932356389715","0.8907490025451427","-56.579091511583975"
Hindustan Zinc Ltd,HINDZINC,"Mining - Diversified","139731.29933","40.494089589382","46.909909909909906","3.6148670823761075","6.3575432247","0.7849154286093565",,,"5.771767624094484","34.96977837474815","8.29614071934891","0","6.175432455295937","101.17431899124074","3.935346242205448","2.0518796992481203"
Bajaj Auto Ltd,BAJAJ-AUTO,"Two Wheelers","137699.78348391","26.389762707800994","199.4808909136926","1.53429120009714","-10.2295918413","1.0867889407277052","19.35592415478485","53.711397545871606","15.628074391330447","22.431093636380435","0.4231043660842156","18.857275792216345","0.4231043660842156","104.94051845053572","1.8309383502126837","7.591341951739971"
Indian Oil Corporation Ltd,IOC,"Oil & Gas - Refining & Marketing","135846.31324446","10.333887868754637","2.994028928469133","0.1825706811929617","35.2754759679","2.2109324207284846",,,"7.000415331756086","5.4952643820137475","97.70063122263448","0","46.11093370552738","3.5510177483073573","0.7646981925730333","-18.563192612050447"
Pidilite Industries Ltd,PIDILITIND,"Diversified Chemicals","133123.7627187","24.70084289841004","37.172124265323276","0.9980602400829234","89.1123377247","1.295088476893103",,,"42.35722268849085","18.651954743563014","6.297963986968791","0","1.4806266006927566","44.03073592624486","1.727121800578917","8.555989376596761"
Siemens Ltd,SIEMENS,"Conglomerates","132729.26","16.74299246643726","55.89807162534431","1.6420731173106045",,"0.8721179723115501","88.25616471883987","172.9367007281405","81.99019212723468","10.090506738276384","0","4.135688437887492","0","18.170576596947406","1.9130402132692523","2.445483965872315"
SBI Life Insurance Company Ltd,SBILIFE,"Insurance","131521.880924775","0.7116295342891533",,"1.4846104811308065",,"0.3299428194413899",,,"0","0.6982548556397853","0",,"0","0.658416028374147","1.4846104811308065","30.525523539600055"
Hindustan Aeronautics Ltd,HAL,"Aerospace & Defense Equipments","128872.9425","19.681091441750294","113.29084008970156","1.1396110828011263","582.1395437431","0.5046362282881914",,,"65.78562050597107","10.899580013655447","0.25506189405328394","0","0.012476134862358743","14.235690245559931","1.7425383765608204","1.6377070972585162"
Britannia Industries Ltd,BRITANNIA,"FMCG - Foods","122610.39305436001","95.322403460564","18.934772324068593","0.6263472362256453","17.5190592852","2.178230993483001",,,"6.3636342116133715","42.60797474822747","95.9622524752475","0","27.87554146039603","47.103134027980644","0.9554085563787832","54.050123950419746"
DLF Ltd,DLF,"Real Estate","121797.71249373001","4.647743137712354","4.831335747437141","0.38292362923340845","2854.3419251411","0.11489500070278864",,,"34.7534197473778","3.7027091363433295","11.49433438468463","0","6.593085819126347","13.769461302621359","2.315572600527689","0.4373111084763787"
Indusind Bank Ltd,INDUSINDBK,"Private Banks","115540.98603021001","9.113518947535322",,,,"0.11635628442469084",,,,"2.468652110663392",,,,"2.1007624113079846",,"-0.21008521714923495"
Grasim Industries Ltd,GRASIM,"Cement","115519.78308401999","8.981255733698996","3.4366922413807366","0.8157929061110866","64.5479285598","0.43647303682697186",,,"14.683088470143911","7.183305176549415","64.3219185804818","0","41.18757095310188","3.947239780741406","0.9805421039529256","49.48702600503633"
Tech Mahindra Ltd,TECHM,"IT Services & Consulting","114557.10051135","20.83018008872153","20.795761670761664","1.8323774491404548","-90.0300020297","1.2024285620886785","66.73274386765543","9024.744723331432","83.47103134814728","14.77528629285664","9.650392502826232","5.469578783151327","3.2368716697130093","27.714326688656232","1.8341490879063131","4.705037593332929"
Varun Beverages Ltd,VBL,"Soft Drinks","108198.58140365999","29.12251895873068","10.915429467391837","0.35531338582677163",,"1.2465470375615513","88.66224269147818","48.93607231173993","7.1910192938384","19.174385837466193","74.46682862012966","4.116746756227521","36.28498952159816","23.38722146820829","0.8577108661417323","-25.435799201039615"
Godrej Consumer Products Ltd,GODREJCP,"FMCG - Personal Products","107752.00103928","19.06170755814576","13.135711847046764","0.8957123181782705","23.8436207271","0.889297633607697",,,"28.70355552127721","14.354264238794379","14.74861824188966","0","3.8533462906057747","37.61353367843591","1.431980985041331","13.140237188045091"
Interglobe Aviation Ltd,INDIGO,"Airlines","103573.37267535999","12.008057611155278","0.9028077133086184","0.8841810329060709","-23.7615012866","1.2555682689472132",,,"1.8024193014422325","6.151417087552525",,"0",,,"0.9023840686189228","-374.99275265064523"
Vedanta Ltd,VEDL,"Metals - Diversified","103245.35816902","25.8778611046012","4.25718875502008","0.5168359348374344","88.2479771771","0.785220913624763","70.90653444095553","162.84686063304054","10.835453774385073","13.916107417793041","134.80081736702613","5.147621483375959","88.25136059238878","7.498918493408128","0.6873764569558994","-12.2314799805479"
Dabur India Ltd,DABUR,"FMCG - Personal Products","102370.44294367","22.871196921192695","29.357361963190186","0.6163743305729714","27.7721359913","0.9234435039292662","146.20335482899145","159.32817417182684","22.781868148385676","16.824442510701513","12.432332813991103","2.4965227400351155","4.694204161869549","40.54169585713099","1.1771831009328344","14.661842757708767"
Bank of Baroda Ltd,BANKBARODA,"Public Banks","101875.8349263","6.982048654610792",,,,"0.07713482609583089",,,,"1.3447762565622912",,,,"1.047326014413332",,"-0.10662573708863232"
Hindalco Industries Ltd,HINDALCO,"Metals - Aluminium","97396.69454335999","11.67987716313234","4.631651124520022","0.6995975308322441","46.4418382743","1.0933604755075157",,,"27.666541207702142","7.61172838114985","82.46080662898648","0","67.27065803943633","7.028742873451998","1.2752578520311104","11.112931567875263"
Divi's Laboratories Ltd,DIVISLAB,"Labs & Life Sciences Services","96123.5181322","19.476862953351056","3536.2686567164187","4.619530759901301","335.6986372722","0.6723420584573918",,,"92.2469573492666","17.733962862942583","0.03146268218939341","0","0.024470975036194872","111.72260823744216","6.985487850779976","1.3278829942217347"
Cholamandalam Investment and Finance Company Ltd,CHOLAFIN,"Consumer Finance","94621.04146488","3.812915360871929",,"0.22204382655692415","3.0294615101","0.13365895492785418",,,"2.373437594186908","3.1811041223513095","678.6339144436467",,"560.7969413290024","2.6841544387232985","0.22204382655692415","-1.4378820145021511"
ABB India Ltd,ABB,"Heavy Electrical Equipments","93394.37811375","27.553146305574394","88.8837662337662","1.4890652224883572",,"1.044939988971288","81.73391511590187","163.83550249941018","79.87571068844606","14.689592336742058","0.6699180671375732","4.46571046403951","0.42575935182542046","23.207850516805884","1.8156282037725786","2.9457279899369606"
Bharat Electronics Ltd,BEL,"Electronic Equipments","91737.72430395","27.483495706685268","263.40200668896335","1.1081369788169455","384.4744163195","0.568270488732922",,,"128.35186209009703","11.611947815737969","0.428376226501288","0","0.4187032149351299","13.810448651472695","1.3938240558005113","2.4684446813364636"
Adani Power Ltd,ADANIPOWER,"Power Generation","91486.59168052","16.170295026138177","3.3022948852557383","0.9286097903642744","116.0623315738","0.5129908537005067","38.199599895607875","47.18241149726167","89.42680292896088","12.826890117100346","140.39316869148908","9.555073901231282","111.90682788027536","19.231413282903645","1.1019133155513878","96.41585555717329"
Eicher Motors Ltd,EICHERMOT,"Trucks & Buses","89133.0888383","28.95867110820925","136.60421127765878","1.5039887911616434","3.463134951","0.9982223435935448",,,"5.47055651016189","23.626025323143825","0.8542988578680203","0","0.28013959390862936","81.10069886083727","1.8835608173334764","3.4830012534526666"
Shree Cement Ltd,SHREECEM,"Cement","87145.65024066","8.968095819673914","6.687373987141953","0.922183502373695","115.8323402929","0.7312451655078529","126.42259521744975","57.60432672414021","19.93153176079832","6.675453806000944","14.58840196691539","2.887142123385394","3.8471464306825105","16.595315646638824","1.3321108358139782","6.083828097745737"
ICICI Prudential Life Insurance Company Ltd,ICICIPRULI,"Insurance","86073.54951852","0.43354793999668945",,"1.0053350566608306",,"0.20536921160245228",,,"0","0.4238985857761321","11.893529127252831",,"11.893529127252831","0.3310116134010552","1.0053350566608306","-326.83515714467427"
Dr Reddy's Laboratories Ltd,DRREDDY,"Pharmaceuticals","85459.47466546501","26.193256335406346","43.3564425770308","1.8150161570676964","242.6450521371","0.8316476904055551","225.29953374172266","117.716822499442","98.64430250522082","19.222207388595145","5.785425640188783","1.6200654920947426","0.5488252648575763","50.51328028689901","2.382788348246054","2.593088037685143"
Adani Transmission Ltd,ADANITRANS,"Power Infrastructure","83126.51473716","9.577409608892436","1.6154012087133778","0.9677696090656078","-3.1392565927","0.29342499782535497","14.044104698171571","173.761298467122","30.77354423623491","8.331251999054357","268.5741133025966","25.989552758569225","245.94125857465403","3.0514362271615276","0.9894175671804926","-21.602997342472484"
Ambuja Cements Ltd,AMBUJACEM,"Cement","82781.54959701","9.760272822754015","20.13540277065165","1.3876183701634663",,"1.5352528718253504",,,,"7.587546832591357","1.3487526624531856",,"1.1577913926807213","19.92609281514491","1.6718709151816926",
Bajaj Holdings and Investment Ltd,BAJAJHLDNG,"Asset Management","82450.6839484","9.434512116306605",,"5.078335019511502","190.3081018429","0.09729476913901687",,,"0.5821747048722076","9.422239185080874","0.17995496762206936",,"0.17995496762206936","298.45680531626886","5.133256250903322","19.54714283026323"
Cipla Ltd,CIPLA,"Pharmaceuticals","82393.39818251999","18.901910246355662","37.866441482563445","1.9087213787460282","190.2091339191","0.8983745497214984",,,"53.97649962955102","15.444261418556545","4.999578546202227","0","2.720602650518199","48.815634048691805","2.9977467345970887","2.520318949017634"
Bharat Petroleum Corporation Ltd,BPCL,"Oil & Gas - Refining & Marketing","82074.49153718","6.286138179378642","1.7532293118455313","0.2386058151787315","15.9645399001","2.736689931167741",,,"6.71338028824688","3.501603995080653","124.32988951870723","0","85.5392152140751","1.5713041614398742","0.7463645351840476","-35.723234765776574"
Havells India Ltd,HAVELLS,"Electrical Components & Equipments","79726.4389797","20.515439981425594","27.281511078823105","0.8753891238261102","47.3645680076","1.586756854614599","100.77231398533849","76.83174654633991","18.46330088553197","13.462944904924429","3.3673184462942136","3.622026582153352","2.821091397565448","23.648110432723833","1.8422881784572702","5.5450477750125735"
SBI Cards and Payment Services Ltd,SBICARD,"Payment Infrastructure","79092.045273925","19.25412249799076",,"0.13177932980689192","-468.155553145","0.4633594269597668",,,"3.1936321502596656","8.746630078188245","296.44459349645933",,"103.02410773021012","8.39713218417942","0.13177932980689192","-0.9452686345991796"
