Name,Ticker,"Sub-Sector","Market Cap","PE Ratio","Dividend Yield","Dividend Yield vs Sector","Dividend Yield vs Sub-sector","Enterprise Value","EV / Invested Capital","EV / Revenue Ratio","EV / Free Cash Flow","EV / EBIT Ratio","EV/EBITDA Ratio","Sector PB","Sector Dividend Yield","Sector PE","Price / Free Cash Flow","PB Premium vs Sub-sector","PB Ratio","PB Premium vs Sector","PE Premium vs Sub-sector","PE Premium vs Sector","Forward PE Ratio","Price / Sales","Price / CFO","PS Ratio","PS Premium vs Sub-sector","Forward PS Ratio"
Life Insurance Corporation Of India,LICI,"Insurance","389430.10845057","10.818512740371597",,,,"344827.39845057006","30.0897558499829","0.43508714464001674",,"8.316530720617157","8.316530720617157","2.356395732210513","1.0978206063663256","15.462357448790888",,"484.01674258219845","33.9856290870208","1342.2717127882079","-48.35579717683819","-30.03322568242934","19.85558408215661","0.4913647659204165",,"0.4913647659204165","-49.333553639726645","0.43279073450675903"
Kotak Mahindra Bank Ltd,KOTAKBANK,"Private Banks","372068.04128881","25.17300170284577","0.08001204913187294","-1.0178085572344526","-0.6601990587943707","319402.55128881003","3.2872066447645842","4.698407750998882","41.22270034779731","16.257743301181698","15.776518133901257","2.356395732210513","1.0978206063663256","15.462357448790888","48.01980858685092","27.539537244172358","3.8292259491790994","62.50351742009556","26.406259492867513","62.8018352713365","22.98779887828397","5.473116485878117","44.199154583078624","5.473116485878117","62.3100139959056","10.984952437676574"
Larsen & Toubro Ltd,LT,"Construction & Engineering","344386.40807629505","32.89042282443765","0.9791530142075046","0.2995107035310969","-0.018811814155203388","433899.22807629505","1.964395475011252","2.3277123802668815","27.029251824511697","16.471370856907434","14.538481242889748","5.199201697435677","0.6796423106764077","40.413738273540055","21.453153973337923","17.626379243631998","3.6027685091826647","-30.705352112813713","23.180505687787054","-18.615737544943023","26.258629845990438","1.8475084853893278","17.970880601447902","1.8475084853893278","15.993920904636507","1.6651440516082372"
Asian Paints Ltd,ASIANPAINT,"Paints","325866.612721005","79.3548229543779","0.7550151612053779","-2.578150777537415","0.05921824787754737","324712.07272100495","17.6680303637784","9.285733523397491","118.17079456478405","55.665435693298626","48.527501789040244","2.8765341010688186","3.333165938742793","20.57991125317835","118.59096036894881","20.276868546536583","19.814471136618632","588.8314353463174","4.872113048100172","285.59361106147816","64.46898496240601","9.318749698904199","77.70884758324449","9.318749698904199","22.057776593251067","8.555072439550605"
HCL Technologies Ltd,HCLTECH,"IT Services & Consulting","300190.42424448","20.213482206213722","4.339109914509379","1.694012938894387","1.4877284188637843","287750.42424448","4.2100165948950234","2.798747488128854","18.862695787904293","14.502818620255026","11.996599026285333","7.03938004682387","2.645096975614992","26.239576758295822","19.678166125498525","-32.63256680916622","4.841312522086249","-31.22529981499403","-20.826572614360533","-22.965669788011763","19.796181630546958","2.9197426833357323","17.762746996714792","2.9197426833357323","-23.26238198304507","2.8321878320208524"
Axis Bank Ltd,AXISBANK,"Private Banks","295715.001674535","27.334322539230165","0.10404788375891713","-0.9937727226074085","-0.6361632241673265","187400.461674535","1.439602978407814","1.7653516368747983","9.059569747615463","10.063833853415028","5.8992496788170214","2.356395732210513","1.0978206063663256","15.462357448790888","14.29585956804885","-24.33774501779121","2.2716710159971822","-3.595521543991739","37.259334772342896","76.77978684529526","12.526012695504221","2.785697311467786","13.39605657109765","2.785697311467786","-17.38773132650589","4.3033604522401925"
Maruti Suzuki India Ltd,MARUTI,"Four Wheelers","291356.01","35.48362075264894","0.9331266377515262","0.30114126179876444","0.3099739965668675","284639.21","5.10481195860758","2.3741816207271036",,"27.082445457226893","21.3439921114594","6.227419483210649","0.6319853759527617","62.005469627004246",,"8.549670427542246","5.265454200439155","-15.447253639569123","-68.594102280971","-42.77340214322749","26.2631607733749","2.4302065904074923","158.30264058679708","2.4302065904074923","142.93390437833574","2.091238066377274"
Titan Company Ltd,TITAN,"Precious Metals, Jewellery & Watches","273859.835706","84.26456483261538","0.3249837632107004","-0.30700161274206134","0.012301366576618789","279772.835706","13.152782459968972","6.84308863384209","298.2652832686567","58.936767580787865","53.92691513222822","6.227419483210649","0.6319853759527617","62.005469627004246","291.961445315565","105.348002509148","23.005698564012093","269.4258693514432","40.43718315259725","35.89859949374045","69.43484979321002","6.698459928235985","199.89769029635036","6.698459928235985","753.10902182855","5.977743316898054"
Adani Enterprises Ltd,ADANIENT,"Commodities Trading","269273.964785805","108.88819170129686","0.05080332761795898","-0.6288389830584487","0.0009170477565858329","321774.77478580497","3.532473084032628","2.328547940193779","110.8902847208244","44.56788406258899","33.32374775381627","5.199201697435677","0.6796423106764077","40.413738273540055","92.79741285773535","-1.952450832059599","7.106719700443914","36.68867095402461","60.238279926520555","169.4336043953371",,"1.948621785120302","15.276689975514367","1.948621785120302","2.1245391129739626",
Sun Pharmaceutical Industries Ltd,SUNPHARMA,"Pharmaceuticals","258084.46604805","30.457547582963766","1.0691209966067028","0.2600308866541218","0.08574461358957142","249762.36604804997","4.770425742484061","5.610090836250735","33.34833647747512","26.07005802955087","20.624711272306207","4.871098330521277","0.809090109952581","37.97941699676498","34.45950544736631","17.281665311951876","5.053928447811082","3.753365357956961","-9.806733572531696","-19.805120795935114","28.33245312912596","5.797019466400646","28.7253956293867","5.797019466400646","49.411708706078635","5.337673824482253"
