Name,Ticker,"Sub-Sector","Market Cap","PE Ratio","Dividend Yield","Dividend Yield vs Sector","Dividend Yield vs Sub-sector","Enterprise Value","EV / Invested Capital","EV / Revenue Ratio","EV / Free Cash Flow","EV / EBIT Ratio","EV/EBITDA Ratio","Sector PB","Sector Dividend Yield","Sector PE","Price / Free Cash Flow","PB Premium vs Sub-sector","PB Ratio","PB Premium vs Sector","PE Premium vs Sub-sector","PE Premium vs Sector","Forward PE Ratio","Price / Sales","Price / CFO","PS Ratio","PS Premium vs Sub-sector","Forward PS Ratio"
Rajnish Wellness Ltd,RAJNISH,"FMCG - Personal Products","1095.0763905","2329.949767021278",,,,"1094.1663904999998","49.46502669529837","39.61500327661114",,"1633.0841649253737","1609.0682213235298","9.928239214782378","1.5282956103833698","47.84176145098868",,"257.14055770139333","49.5061659358047","398.6399387123334","3997.9868396534407","4770.117019851343",,"39.64795041636495",,"39.64795041636495","383.02388521371614",
Shakti Pumps India Ltd,SHAKTIPUMP,"Industrial Machinery","1087.1862274","45.03671198840091","0.338123415046492","-0.34151889562991566","-0.2920864434849544","1148.7262274000002","2.3005812452935994","1.1831073263023464",,"22.340066654998036","16.452681572615287","5.199201697435677","0.6796423106764077","40.413738273540055",,"-69.99532074251913","2.7651107060379467","-46.81662941828665","13.70276377661666","11.439114302097705",,"1.1197254489463817","63.95213102352941","1.1197254489463817","-74.78366154165835",
Shanti Educational Initiatives Ltd,SEIL,"Education Services","1085.462","322.09554896142424",,,,"1086.3719999999998","18.151578947368417","68.67079646017697","2414.1599999999994","216.408764940239","207.32290076335875","6.227419483210649","0.6319853759527617","62.005469627004246","2412.1377777777775",,"19.03317552165527","205.63503186142202",,"419.4631230099532",,"68.61327433628318","2412.1377777777775","68.61327433628318",,
NIIT Ltd,NIITLTD,"Education Services","1082.9899677600001","340.5628829433982",,,,"-44.97003223999968",,,,,,"6.227419483210649","0.6319853759527617","62.005469627004246","4.142878879002334",,"0.7128451326378148","-88.55312164918917",,"449.24651807665424","180.88888888888889","2.854706402087672","3.762864277683194","2.854706402087672",,"13.452212098924443"
Avadh Sugar & Energy Ltd,AVADHSUGAR,"Sugar","1082.6962457","10.803195427060475","1.848941481002126","0.32064587061875627","0.9333750768557301","2146.1262457000003","1.095403885086336","0.7644914420823151","9.326117876325396","10.080916180656681","8.128958167114885","9.928239214782378","1.5282956103833698","47.84176145098868","4.704920240309404","-51.7930274406909","1.2149291324790163","-87.76289424342153","-6.382188112661545","-77.4189011871401",,"0.38567722466034493","2.977630553890157","0.38567722466034493","-33.76771705284601",
Ashapura Minechem Ltd,ASHAPURMIN,"Metals - Diversified","1079.99338689","9.229923826083237",,,,"1686.29338689","1.453074870219733","0.8796660286232961",,"9.059761386611505","6.518587447871969","2.8765341010688186","3.333165938742793","20.57991125317835",,"10.940320665734346","2.0728046118073817","-27.940899048017517","-10.581060037247308","-55.1508084144057",,"0.5633856486486486","9.589712190463505","0.5633856486486486","-23.838507476883073",
ULTRAMARINE & PIGMENTS Ltd,ULTRAMAR,"Commodity Chemicals","1077.188","15.566300578034673","1.355380862022228","-1.977785076720565","0.23300467844309236","1107.9080000000001","1.3664043807503519","1.9503018994138046",,"11.544315932062098","9.815788074776288","2.8765341010688186","3.333165938742793","20.57991125317835",,"-61.550198157914174","1.46432669041081","-49.09406115273523","-27.560201306909185","-24.36167296090442",,"1.8962240568943969","18.254329774614476","1.8962240568943969","-13.879073285418702",
Transpek Industry Ltd,TRANSPEK,"Commodity Chemicals","1076.367074145","12.893711956696208","1.4270517111647336","-1.9061142275780594","0.3046755275855979","1162.407074145","1.8708067630363407","1.3761182362317983",,"8.804113263235624","7.0427571896092065","2.8765341010688186","3.333165938742793","20.57991125317835",,"-41.64177651501802","2.2225213176646705","-22.736138715030005","-39.997439091742365","-37.34806822986221",,"1.2742595881910737","22.838257461171228","1.2742595881910737","-42.12687250171957",
Bigbloc Construction Ltd,BIGBLOC,"Building Products - Granite","1075.9757","35.48732519788917","0.2631578947368421","-0.4164844159395656","0.20627817919700048","1118.3157","12.472849654249389","5.5654210212003585","58.306345151199174","24.98471179624665","21.996768292682926","5.199201697435677","0.6796423106764077","40.413738273540055","56.098837330552655","397.23785667893117","22.878496704231342","340.0386450772886","-81.5216663175831","-12.189946503603547",,"5.354711356623867","44.16977422003284","5.354711356623867","14.836458860991137",
Punjab Chemicals and Crop Protection Ltd,PUNJABCHEM,"Diversified Chemicals","1064.23503615","17.41792203191491","0.34566194262011757","-2.9875039961226753","-0.16427863803466985","1146.25503615","3.5939519538157647","1.135400606353263","678.2574178402348","10.72168212655505","9.103041900810041","2.8765341010688186","3.333165938742793","20.57991125317835","629.7248734615367","-1.6412083928251626","4.716935715583725","63.97982953969077","-49.87290529924175","-15.364445367931818",,"1.0541572924343279","31.018217317108714","1.0541572924343279","-68.41672163080734",
Control Print Ltd,CONTROLPR,"Electronic Equipments","1060.98967008","20.075490446168406","1.385361348418379","-1.259735627196613","0.7352789095970056","998.8296700799999","3.3203565922478555","3.2392724828279547","36.60057420593623","15.371339951985227","12.47134061780497","7.03938004682387","2.645096975614992","26.239576758295822","38.878331626236715","-58.95452481123653","3.593164691411542","-48.956233822994704","-51.01979562479309","-23.491561502334818","17.14044213263979","3.4408615861196687","19.460558878943505","3.4408615861196687","-38.820918499832736","3.1839712449637627"
Jindal Drilling and Industries Ltd,JINDRILL,"Oil & Gas - Equipment & Services","1060.12878432","10.941570691712247","0.1366867140513942","-0.7351218155466045",,"1164.1587843200002","0.8230236935715346","2.082313099111024","374.3275833826385","8.080507977510932","5.627489652052013","1.6511147325992133","0.8718085295979987","18.94172837550484","340.8774226109341",,"0.8877759595357327","-46.231721999222884",,"-42.23562668197839",,"1.8962362214391757","5.416281532314924","1.8962362214391757",,
Likhitha Infrastructure Ltd,LIKHITHA,"Construction & Engineering","1059.2325","17.5660447761194",,,,"997.2325000000002","5.173709468223088","2.701136271296623",,"12.12588156614786","11.421744359179936","5.199201697435677","0.6796423106764077","40.413738273540055",,"79.41769860162492","5.495369649805449","5.696412057178825","-34.21202609627157","-56.534471873837134",,"2.8690714808093394","340.58922829581996","2.8690714808093394","80.13170334349861",
Speciality Restaurants Ltd,SPECIALITY,"Restaurants & Cafes","1057.444503395","10.925142095206112","1.1101683551533705","0.4781829792006088","1.0143819439489279","1096.734503395","3.8699170903140443","2.747606231573805","21.31236889613292","14.178855893923714","10.055326885440538","6.227419483210649","0.6319853759527617","62.005469627004246","20.548863260687913","-51.75533480606692","7.310871843162335","17.398095035555478","-90.19500885894217","-82.38035747341866",,"2.649174524989979","19.59319072438392","2.649174524989979","-52.1713585996775",
Praveg Ltd,PRAVEG,,"1056.9497296","37.16419583684951","0.786966945263127","0.696715187207821","0.696715187207821","1062.0497295999999","32.047366614363305","12.51531616309215",,"27.08619560316246","23.44480639293598","0.2328719369834723","0.09025175805530604","-7.774212999865229",,"16344.781004543695","38.29528005797101","16344.781004543695","583.0545032742484","578.0444764954829",,"12.455217176526043","159.9016232375189","12.455217176526043","2225.3588179672684",
TGV SRAAC Ltd,TGVSL,"Commodity Chemicals","1054.7274402","2.916673414634146","1.01703892315212","-2.316127015590673","-0.10533726042701574","1445.8574402000002","1.2004595076468343","0.6198905181698137","19.270391046248168","3.0808153250516717","2.6630151401628175","2.8765341010688186","3.333165938742793","20.57991125317835","14.057409572171132","-62.751433951010526","1.4185786878454898","-50.684447393882934","-86.4268819717046","-85.82757049458267",,"0.4521991734835623","4.95479607365998","0.4521991734835623","-79.46244182570196",
Ge Power India Ltd,GEPIL,"Construction & Engineering","1045.38717405","-2.3727522221843924",,,,"1251.3071740500002","1.1766377428864274","0.6631128308391009","28.188942871142153",,,"5.199201697435677","0.6796423106764077","40.413738273540055","23.550060239918903","-49.497311512800984","1.546842612012074","-70.24845924375275","-108.88638069995658","-105.8711525425449",,"0.5539883912465158","21.277980338896807","0.5539883912465158","-65.21840838918057",
De Nora India Ltd,DENORA,"Electrical Components & Equipments","1043.49164221","51.42886358846724","0.10174751354513774","-0.5778947971312699","-0.5385420777324","999.05164221","12.201412337689302","12.90097678473657","94.42832156994328","36.77039537026132","35.005313322004206","5.199201697435677","0.6796423106764077","40.413738273540055","98.62869964177693","67.4217641608797","12.744157818881291","145.1175884399118","5.34249982423374","27.25589313310092",,"13.474840421100208","89.49327977787307","13.474840421100208","287.57087366894",
Hi-Tech Pipes Ltd,HITECH,"Building Products - Pipes","1042.56367","27.66154603343059","0.029425061396969644","-0.650217249279438","-0.40454547428937987","1418.75367","2.176403126342272","0.5940905862795265",,"16.653993074304488","14.336637732417133","5.199201697435677","0.6796423106764077","40.413738273540055",,"-19.883309611154857","4.031256940685175","-22.46392474688084","-28.27817693429966","-31.554102107051712",,"0.4365643416760534",,"0.4365643416760534","-79.57242978977554",
B L Kashyap and Sons Ltd,BLKASHYAP,"Construction & Engineering","1022.3704","46.19839132399468",,,,"1369.8203999999998","1.7052413793103447","1.212369918663209","20.40244861483467","19.00680449562926","16.743923725705912","5.199201697435677","0.6796423106764077","40.413738273540055","15.227441167709264","-21.081769208426103","2.4171798751655","-53.50863428980474","73.02122370478334","14.313580721736864",,"0.9048566649260535","13.494857444561774","0.9048566649260535","-43.189504540030335",
Dredging Corporation of India Ltd,DREDGECORP,"Dredging","1009.68","80.38853503184708",,,,"1195.2399999999998","0.7114269728462078","1.0232956345299349","12.709910676307953","28.189622641509423","6.7054137447405315","5.199201697435677","0.6796423106764077","40.413738273540055","10.736707783921736",,"0.721019745063734","-86.13210667669708",,"98.91388044268002",,"0.8644298519729802","4.931763786450447","0.8644298519729802",,
Foods and Inns Ltd,FOODSIN,"FMCG - Foods","1006.8198892049999","21.227490811827927","0.24998642031072632","-1.2783091900726435","-0.6515877080665868","1220.839889205","2.9102955713008654","1.2125460740584402",,"13.229734386703502","11.4837728266861","9.928239214782378","1.5282956103833698","47.84176145098868",,"-74.99673097593464","5.119336397035645","-48.436613116519695","-70.87520700144171","-55.629788352223706",,"0.999980025828334","64.99805611394447","0.999980025828334","-75.3283307332749",
Indraprastha Medical Corporation Ltd,INDRAMEDCO,"Hospitals & Diagnostic Centres","1005.194445","11.667956413232732","2.7359781121751023","1.9268880022225212","2.5106057365711525","939.574445","2.862200155359917","0.8474559799765491","22.472481344176032","7.735669726658982","5.8456694145461325","4.871098330521277","0.809090109952581","37.97941699676498","24.041962329586223","-61.75420448047102","3.0887243270648965","-36.59080319295548","-79.19649410618584","-69.27821084187104",,"0.9066424145395507","14.100076378173656","0.9066424145395507","-81.46780603348337",
GRM Overseas Ltd,GRMOVER,"Agro Products","1004.7","15.983137130130457","0.26873693639892504","-1.2595586739844449","-1.12350737853692","1336.0600000000002","2.4519361350706554","0.9596615477438911",,"12.460921469875027","12.035492297991174","9.928239214782378","1.5282956103833698","47.84176145098868",,"65.78387882774236","4.864197530864198","-51.00644307983852","-29.18775432851221","-66.59166250284424",,"0.7216531869963081",,"0.7216531869963081","-26.666248999147392",
Vimta Labs Ltd,VIMTALABS,"Labs & Life Sciences Services","1003.429733425","20.835334996366274","0.44106703763834604","-0.368023072314235","-0.2264145413366367","978.639733425","3.2975258892951014","3.0427501583341106","25.665872893391036","14.468357974940862","9.950581936197253","4.871098330521277","0.809090109952581","37.97941699676498","26.316017136768952","-53.021941577738126","3.5609132099258316","-26.897119123752876","-59.23931720554257","-45.140455952388656","16.025510204081634","3.1198263017286947","11.410390418751422","3.1198263017286947","-67.2268578505564","2.8095050302748583"
