Name,Ticker,"Sub-Sector","Market Cap","Retail Investor Holding","Pledged Promoter Holdings","No. of Shareholders","MF Holding Change – 3M","Mutual Fund Holding","Insider Trades - 6M Cumulative","Insider Trades - 3M Cumulative","Insider Trades - 1M Cumulative","Insurance Firms Holding","FII Holding Change – 6M","FII Holding Change – 3M","Foreign Institutional Holding","DII Holding Change – 6M","DII Holding Change – 3M","Domestic Institutional Holding","Promoter Holding Change – 6M "," MF Holding Change – 6M","Bulk Deals - 6M Cumulative","Bulk Deals - 3M Cumulative","Bulk Deals - 1M Cumulative"
Reliance Industries Ltd,RELIANCE,"Oil & Gas - Refining & Marketing","1855806.6688434","7.577019931133343","0","3639396","0.5235468797082081","6.177458458826552",,,,"8.555263033624174","-1.669377380596","-0.9376104603880151","21.91262449106135","0.7239310481389154","0.8014403574179596","15.722391320588589","-1.4582966960632078","0.4955922247252955",,,
Tata Consultancy Services Ltd,TCS,"IT Services & Consulting","1222324.40640752","4.451126327490346","0.3452558795216456","2499384","0.16079853492671914","3.4731425729015037",,,,"5.566398780375911","-0.3371493248504329","-0.22692105558475184","12.717406113335814","1.0539283291992199","0.3235797968666567","9.635671354647581","0","0.13408103630907986",,,
HDFC Bank Ltd,HDFCBANK,"Private Banks","917668.61964703","8.318013489700652","0","2345672","-4.103367961132763","14.363451527229357","0.06458215736750873","0.05148514838058966","0","6.227508822855884","-5.015472687342111","-4.99675020017002","27.239601992933366","-6.189022138931271","-6.305468083025456","22.031178673276465","-4.77645155798308","-4.0061781640890874",,,
ICICI Bank Ltd,ICICIBANK,"Private Banks","668709.45101562","6.725316487744679","0","1833994","0.6650721822081529","29.352880201481646",,,,"12.553358120558917","-0.6057519231961237","-0.9446845850540768","44.1568849969044","0.5707109902219543","0.9168813818972623","45.3652268663181","0","0.5652158313367757",,,
Hindustan Unilever Ltd,HINDUNILVR,"FMCG - Household Products","623745.99232314","10.61321647867109","0","1127982","0.31816159350357687","4.272902722431048","-0.0000638408911481558","-0.0000638408911481558","0","6.472524751839156","0.320386618802468","0.03770992062873901","14.363083207618773","-0.1654736746292862","0.022716844781999868","11.580427217302104","0","0.5675925943241791",,,
ITC Ltd,ITC,"FMCG - Tobacco","587698.7706552","11.127877734174534","0","2930527","-0.18666420511370774","9.46709878051179",,,,"20.388739667152365","0.6322948733092915","0.35764686923401","43.320415630230634","-0.34147576003088176","-0.11551842540529123","42.05266567779677","0","-0.12113827198616178",,,
Infosys Ltd,INFY,"IT Services & Consulting","564881.14378146","7.459299653805372","0","2801574","0.6100622903315944","16.04908606693412","-0.0194368517748627","-0.008045231879454343","0","11.46075855133507","-0.4962051649098811","-0.8296775787504558","30.80535868941614","1.7137176176721454","1.156914920750836","29.714589518425207","0.1873054181125795","0.8350155741082492",,,
State Bank of India,SBIN,"Public Banks","522669.89791471","6.244124957504263","0","2993298","-0.1495886622710625","13.045795195823363",,,,"10.330791316175333","-0.07211056583094155","-0.20718923837091907","9.882434247908675","-0.20838089911161006","-0.16613088671341814","25.189025959515188","-0.024837955952072832","-0.2523503759608463",,,
Bharti Airtel Ltd,BHARTIARTL,"Telecom Services","513668.967317625","1.449214208052517","0","758715","0.547653653186547","11.412883157782447",,,,"6.883087831307488","-0.897343777447773","-0.7253979956861478","20.978828538455215","1.045755735738009","0.7737221004304615","19.93437958308857","-0.10997241202568375","0.6698214618723597",,,
Bajaj Finance Ltd,BAJFINANCE,"Consumer Finance","452146.13100202003","8.10448741579018","0","890706","0.11371816266427359","9.261742238997568","0.08805465787145372","0.08805465787145372","0","2.63654315482979","-1.3314637881055198","-0.694374465396848","19.165082833058378","0.8318524652409689","0.5477931720551705","12.989079270310027","0.050950958953777103","0.5435348709037324",,,
Life Insurance Corporation Of India,LICI,"Insurance","389430.10845057","2.038695507819917","0","3378799","-0.03667330977263861","0.6272009236260748",,,,"0.07617828855871706","-0.09673269919185383","-0.08606015776320992","0.07996537293919247","-0.011999909500046146","-0.022208798586249467","0.896153590554483","0","-0.011494834217648076",,,
Kotak Mahindra Bank Ltd,KOTAKBANK,"Private Banks","372068.04128881","4.523449259599292","0","582733","1.165602921966462","10.991952002704144","-0.004962407297049953","-0.0028343872559926787","0","8.601852650376712","-1.4958188579989056","-1.4763744518839275","39.43059010236639","1.384995477466063","1.2313002760475555","21.348867575320842","-0.010728963069531972","1.0639046250538904","-2.2240489482701573","-2.2240489482701573","0"
Larsen & Toubro Ltd,LT,"Construction & Engineering","344386.40807629505","18.658060613701373","0","1425064","-0.06728437559292999","17.596667908611366","-0.0008152144188686686","-0.00024554651170743025","0","18.488583020973014","2.374370514637299","1.1884754140717781","24.4839959283782","-1.8525407731754484","-1.1382805175302764","38.768782427270395","0","-0.3397387840620887",,,
Asian Paints Ltd,ASIANPAINT,"Paints","325866.612721005","12.538738334666096","3.9021490030747468","1082650","0.02917646422016862","3.6985903605970565",,,,"5.3140039031991515","-1.5509437318449208","-1.1010810398134865","17.012457253472196","1.2261265739571812","0.8065801527753731","10.008731045971238","0","-0.0030703782167811333",,,
HCL Technologies Ltd,HCLTECH,"IT Services & Consulting","300190.42424448","3.4265422854523093","0","940079","-0.8109860362813173","8.146884754713298","0.09867551467375327","-0.0005260044808418026","0","6.31093458262176","1.7477048317387514","0.6135188540598016","18.92098268709869","-1.2248949971385859","-0.5586582523520072","15.313407561328637","0.09939638476301837","-1.8943985415066855",,,
Axis Bank Ltd,AXISBANK,"Private Banks","295715.001674535","4.587566007383264","0","846261","-0.1630816631161096","23.0571601179758",,,,"5.223434938475682","1.7420296383566836","-1.5940726090478705","47.860610950956584","-1.0264728776635081","-0.2848452949310456","31.22958297157127","-1.7275114291778895","-0.6308582208863562",,,
Maruti Suzuki India Ltd,MARUTI,"Four Wheelers","291356.01","3.1346964774834856","0","415127","0.08036677429155681","11.651291051782762","0.11427434170928065","0","0","5.465162447332671","-0.7383767733626634","-0.3783285133086913","21.106637094815195","0.544920111575717","0.36816531352648596","18.70406077117437","0.11427434170927597","1.06279077142662",,,
Titan Company Ltd,TITAN,"Precious Metals, Jewellery & Watches","273859.835706","9.672237287411644","0","719167","0.2378764273594891","5.779768069373823",,,,"4.279493724029218","0.47231835648350184","-0.02023144852810077","17.51468044962539","-0.49171041368790824","0.09529625918025175","11.405555026899721","0","0.6457272323326153",,,
Adani Enterprises Ltd,ADANIENT,"Commodities Trading","269273.964785805","3.410806032005648","0.4441520193908651","746605","-0.3179016172213043","0.8743415963711145",,,,"4.2773205308102495","2.155759459117233","2.3578982954350938","17.75033131743736","-0.16563088976120355","-0.2954245340606114","5.158486067839577","-3.394835959990246","-0.3948779450366873","-2.9004488847895047","-1.5789458157910004","0"
Sun Pharmaceutical Industries Ltd,SUNPHARMA,"Pharmaceuticals","258084.46604805","4.738593586205264","0.9723527682339411","625252","0.4460011683987588","12.906071593663308","-0.00016671286210611933","0","0","5.118527364272109","0.8938331357709544","0.022055903265567167","16.890813248972904","-0.46379964194828815","0.10728110214640196","19.244651487741205","0","0.68976496433093",,,
Bajaj Finserv Ltd,BAJAJFINSV,"Insurance","256925.98287309","8.672316816914874","0.0063007926856762176","736596","-0.06047442558097771","3.954827949748805","0.020082554283224644","0.00008671847837304642","0","2.187701267038179","-0.17740485768514525","-0.7797215880865442","7.033717829433926","-0.17909105427693373","0.19533003528230442","7.099451119089465","0.03075466130897553","0.10466165364818769",,,
Avenue Supermarts Ltd,DMART,"Retail - Department Stores","248687.40293222002","4.032822104454492","0","835850","0.35371581331362023","6.751964243800694","0.08480217082145929","0.11182190506421005","0","0.42449836692915854","-0.545234514782269","-0.458898168554132","8.175404896552806","0.45944386889585687","0.39253356720887833","7.5254192205015595","-0.05659760812653758","0.401126896868905",,,
UltraTech Cement Ltd,ULTRACEMCO,"Cement","237358.1041836","5.47275209709001","0","366437","0.08763889486790966","13.852317815724883",,,,"2.9974247656223576","0.7206871856186083","0.6617813580054968","15.295381567146862","-0.37609206774214243","-0.47322507103783096","17.02915494669483","-0.0029932855470349296","1.1746235834976027",,,
Tata Motors Ltd,TATAMOTORS,"Four Wheelers","223269.76137782997","14.264798636919403","0.8449139039506239","3814831","2.0499485847541834","8.982737494402963",,,,"7.82000381727962","2.77456945348694","-1.2422883310072912","16.908572344422616","2.948877411697847","2.480981400309533","17.777530759325895","-0.0023618882427598464","2.446521484959531",,,
Nestle India Ltd,NESTLEIND,"FMCG - Foods","220027.8950907","9.33700269362725","0","187365","0.046957074923345665","4.457788811110421",,,,"3.8232459944600734","0.013442829175277282","-0.05433865159493223","12.062908914144247","0.32587322174737743","0.13582847841943213","9.191330384353522","0","0.4255519919594848",,,
Oil and Natural Gas Corporation Ltd,ONGC,"Oil & Gas - Exploration & Production","211097.08507668","2.424491102347955","0","1548726","0.26356261619524624","8.7305960624162",,,,"10.764099888611009","-0.9884268382588397","-0.4575168091066599","7.973568794256855","1.3535762220506662","0.612907780005596","19.88446186319086","0","0.841400021944791",,,
Wipro Ltd,WIPRO,"IT Services & Consulting","205402.03799548","5.177768552854116","0","2691329","0.031169719394340323","2.785487797274183","0.0008492970362053785","-0.00026619398665980433","0","5.035169695339644","-0.09964994600644594","0.11314257696240482","8.778679122697879","0.03978513772423575","0.1560176339874042","8.00032084518812","-0.031587079478214264","-0.08058930719202229",,,
JSW Steel Ltd,JSWSTEEL,"Iron & Steel","192865.28025471498","3.678996070379084","7.422202089272421","605019","0.045448895840050074","1.7744682400584035","-0.04411922095101482","-0.017688535643431938","0","7.674157347436629","15.261195168447275","-0.02735013278309495","26.00934364927015","0.23085002541183286","0.13354206122797763","9.476765304863962","0.2119313536832408","0.007866390539043921",,,
Mahindra and Mahindra Ltd,M&M,"Four Wheelers","187532.93543796","6.772677150739901","0.011258283403643899","647141","-0.625943843728642","14.675994271338288","-0.03450161436327735","-0.019263658745619187","-0.0023502688996741286","10.342386826413676","-0.02220989570257359","-0.9092529103020652","38.24904386153312","-1.5545789035873163","-0.7714097203237138","26.95567248975187","-0.5006701546675849","-0.33372791812418257",,,
NTPC Ltd,NTPC,"Power Generation","182200.35665786001","1.8035043651426597","0","983606","1.0091132524084863","19.916123586317134",,,,"8.895824627553377","0.6460349168911588","-0.06874621553304827","15.597025659128464","-0.8189062292407066","-0.013254431804078592","30.49504710316553","0","1.577853345528002",,,
Power Grid Corporation of India Ltd,POWERGRID,"Power Transmission & Distribution","169573.25912384","2.3885935902440645","0","802619","0.6407501687907615","9.10341059398778",,,,"3.657130626121309","0.6005817230334927","-0.4783642101892909","32.291984748762545","-0.41755810795197235","0.6520663372946558","13.39405927064408","0","0.7917898103081509",,,
Adani Ports and Special Economic Zone Ltd,ADANIPORTS,"Ports","154925.1651354","4.097450407293128","2.8425652961874635","1098596","-1.3407255152283732","3.0891415181628514","0.09482225828055964","0.09468023792367412","0","9.562179205097383","3.643322979584326","4.221963832979272","17.98947780185501","-2.3334744430276135","-1.4434611751328799","13.033646546287327","-4.989284622375983","-1.7484435519717478","-1.3932023272232055","0","0"
Tata Motors Ltd,TATAMTRDVR,"Four Wheelers","151860.114896325","26.865466661963712","0","494619","1.1006584316483412","28.79573413481602",,,,"1.0792898217830404","-0.31623654705793314","0.5105986653023891","16.75123557211757","1.4122419078612296","1.085350357572004","32.42391838806755","0","1.290094520916945",,,
Adani Green Energy Ltd,ADANIGREEN,"Renewable Energy","150015.79582899","2.330697855804949","2.00194758885493","746294","-0.02935217594698837","0.08689171586543695",,,,"1.3554467031578123","1.883085884555964","1.9919873132803314","17.130865103385844","0.17650749203893534","0.04212830287688085","1.4425692223717146","-3.487933534655717","-0.02711712076398473","-3.380934569564359","-2.149336991056316","0"
HDFC Life Insurance Company Ltd,HDFCLIFE,"Insurance","146270.44267332","5.682154405216916","0","1005702","0.04375230294316701","4.0946790910108515","-0.6392936229479673","-0.6382504628744434","0","1.8449157142151218","1.043361513377775","-0.295412395453166","29.85133644969265","-0.2478138495256852","0.3955656408441053","6.620231184076589","-0.00682621496393665","-0.6625868374556534","1.4636047771743887","1.4636047771743887","0"
LTIMindtree Ltd,LTIM,"IT Services & Consulting","144778.97431782","7.292794379434858","0","572545","0.8259030702951655","6.820094472846529","-0.030618012800945543","-0.01873822580758641","0","4.150080680568551","0.276013831936055","-0.8005302880985763","8.410742771096745","3.547882953029058","1.1922075166362482","11.671028213821222","-5.323884170218605","2.0774753956977428",,,
Coal India Ltd,COALINDIA,"Mining - Coal","141681.12423773","3.3554439694190337","0","1324733","1.0235893528460576","9.731700136325026",,,,"12.11656935660341","1.4471917350186985","1.4661519250189734","9.303079100342112","1.116407852972678","1.2534439440007432","22.295786607696748","-3.0001539121878693","0.9491417744918547",,,
Tata Steel Ltd,TATASTEEL,"Iron & Steel","140364.352445","18.069856148207872","0.5253021776229946","3644090","0.9466383222671997","9.130681116458593",,,,"9.993367315420311","-0.1724946334409907","-1.2451489033348224","21.34646377947389","2.5141539471023258","1.0502578861607077","20.829423598684844","-0.017309758498839756","1.8245778001919053",,,
Hindustan Zinc Ltd,HINDZINC,"Mining - Diversified","139731.29933","1.520710838637272","64.51487217888165","342539","-0.019191190061626118","0.04077393919843685",,,,"2.909595748865352","-0.05941662629496136","0.01139741165104935","0.8148385482847567","-0.07242137220882006","0.008510079357321843","2.9536679005774475","0","-0.07567180134801657",,,
Bajaj Auto Ltd,BAJAJ-AUTO,"Two Wheelers","137699.78348391","5.685751419830545","0.0048848349792692085","209076","-0.31367659292323413","3.5484834432190313","-0.010180937103267021","-0.008405337382193071","0","6.099321863190425","0.7924742477273874","0.5305018433201507","12.354468619260999","-0.749437867475077","-0.13073383304632102","10.856606174560055","0.1400183083695694","-0.05645296956933166",,,
Indian Oil Corporation Ltd,IOC,"Oil & Gas - Refining & Marketing","135846.31324446","4.836922311447393","0","1827303","0.25014853543245374","2.2485156782159255",,,,"9.484261852078953","-0.31304719742723197","-0.0967051658616569","6.910235579442806","0.6832123173853244","0.3805402581737596","12.063989182782144","0","0.15425970024147606",,,
Pidilite Industries Ltd,PIDILITIND,"Diversified Chemicals","133123.7627187","9.000185593856273","0","618327","0.13054577704874415","4.212200901552551","-0.005701487412417221","0.0017348418220391652","0.021641256568871434","3.9548474974850203","-0.7277341850712169","-0.4704316573289713","10.609689392136644","0.7244385447042578","0.33910675779851296","8.472752602799401","-0.003218487976212714","0.16826199512750328",,,
Siemens Ltd,SIEMENS,"Conglomerates","132729.26","7.4133137976103045","0","154988","-0.03852462702521642","3.293683758594411",,,,"4.306888694101379","0.9812295006921197","0.2661033700540285","7.008221983891369","-1.052391979220614","-0.31215803773924655","8.481380538155573","0","-0.0702029711845511",,,
SBI Life Insurance Company Ltd,SBILIFE,"Insurance","131521.880924775","1.751936151614874","0","358088","-0.5196361689981206","10.572160046511886",,,,"2.198770768001733","1.131996898317908","1.0883181801781916","26.220090500708444","-0.7895423082916171","-0.9303767556299913","14.152563347965854","-0.007448806737222924","-0.7495933139906441",,,
Hindustan Aeronautics Ltd,HAL,"Aerospace & Defense Equipments","128872.9425","4.482705244663751","0","420694","-2.234194759074427","6.602746813203245","-3.5112541587230384","0","0","3.435944824492542","4.771802773728085","2.8348410152891486","11.906730365219993","-2.08506837127584","-3.2934870472131905","10.639002654106388","-3.511254158723048","-0.8173870135695855",,,
Britannia Industries Ltd,BRITANNIA,"FMCG - Foods","122610.39305436001","11.30867883085784","0","260207","-0.4847591066945567","5.2580718219553475",,,,"1.8242496305948046","2.257617582016689","0.9811884914899736","19.4421809668135","-1.901376011727173","-0.8616189986248752","14.352294832525406","0","-0.6621643555779544",,,
DLF Ltd,DLF,"Real Estate","121797.71249373001","2.074895815161632","0","406280","-0.2681175055211411","3.4378274782012443",,,,"1.233814429349287","0.4619526491262853","0.6429690031126949","15.302771731003967","-0.2212926956521244","-0.34800813081922133","4.871388427878263","0","-0.2498206179452378",,,
Indusind Bank Ltd,INDUSINDBK,"Private Banks","115540.98603021001","5.700895102607499","16.492515882995544","364288","-0.4048833197137256","15.22052880913218","-0.07300489128847346","-0.07810568888506707","0","8.261209913996314","-2.4526496650123235","0.17807942101079988","42.334088165221786","1.6347544058219086","-0.2965003505862036","26.712516294789136","-0.014081544253219391","0.7977750741559486",,,
Grasim Industries Ltd,GRASIM,"Cement","115519.78308401999","7.977720698275892","0","247265","0.4204485400710105","4.6672910975185316",,,,"9.914587460454504","0.419078272969827","-0.13560404696820072","16.32829015393456","-0.05162452122079486","0.3335467610567413","16.81833641270414","-0.0033886262259912314","0.48331836478932555",,,
Tech Mahindra Ltd,TECHM,"IT Services & Consulting","114557.10051135","8.364423466785663","0","936534","0.9614254080391476","12.927948512107983",,,,"11.37197209282917","-1.3330218308480184","-1.082016543401199","26.871062515457428","2.0366160193518503","1.9067154709759677","25.847103283822605","-0.03571860407356553","0.06972076442348296",,,
Varun Beverages Ltd,VBL,"Soft Drinks","108198.58140365999","3.2485095122523524","0.02434571008073212","353742","-0.3394111097164325","2.3723756948842687",,,,"0.5643339353055006","0.2536960304609899","0.7092674147308919","26.710163205362882","-0.279090037436279","-0.5169259850883714","3.162410705801782","-0.2822891301005228","-0.5561399125915698",,,
Godrej Consumer Products Ltd,GODREJCP,"FMCG - Personal Products","107752.00103928","4.176237658301277","0.4169052038233737","208967","0.05024243202803147","3.8783654625081607",,,,"2.4128124540802878","-0.7065906643969768","-0.3236268849330912","23.721283918110203","0.6474446983882158","0.38532287482321337","7.118823242720664","-0.0037313995696308666","0.13008814712118788",,,
Interglobe Aviation Ltd,INDIGO,"Airlines","103573.37267535999","1.0139534210319658","0","106266","2.081959348337783","8.316322203736773",,,,"1.629047920809281","1.3783807365563199","1.6615431044470448","19.43444372797628","2.668564741067555","2.173417636129404","10.496293476196017","-4.067189336428825","2.7806570962763075","-4.0492689189027455","0","0"
Vedanta Ltd,VEDL,"Metals - Diversified","103245.35816902","9.268122970694655","68.10744505306539","1411551","-0.7394022679881576","0.4531923586349555",,,,"9.746771808524619","-0.20722570729148515","-0.011286804811852846","7.888327526278584","-0.1660841653951568","-0.8390176224835706","10.203841091652667","-1.5737656064749643","-0.3655554318569811",,,
Dabur India Ltd,DABUR,"FMCG - Personal Products","102370.44294367","3.780738533165734","0","448975","0.3072302883879763","3.3583872344711585",,,,"3.833079379945945","-0.5124470723367409","-0.7397845856019991","19.730415549420087","1.7523151724727066","0.8294371285218016","8.43479764858725","-0.999907739377548","0.8299596587685363",,,
Bank of Baroda Ltd,BANKBARODA,"Public Banks","101875.8349263","6.092096977452872","0","1239958","-0.286028545052714","9.820278050960313",,,,"4.36800317172293","2.324027013386253","1.3687973216698577","12.292940196328106","-1.9143943234535534","-0.9622137896677359","16.03464716447972","0","-1.053317348786683",,,
Hindalco Industries Ltd,HINDALCO,"Metals - Aluminium","97396.69454335999","4.713837987465603","0","676110","-0.15732758629800614","10.937250678716815",,,,"13.575196293025954","1.308807301491921","0.31387273034035346","29.857753639967942","-0.6224689669008967","-0.6890081127531715","26.23067080770845","-0.00030023476654150727","-1.1155678984935822",,,
Divi's Laboratories Ltd,DIVISLAB,"Labs & Life Sciences Services","96123.5181322","9.228289087921441","0","433621","0.47288119746600543","13.150369810242704","-0.010896581433478863","-0.005226607231635472","0","6.775408976836355","-0.7290482361415425","-0.47237190932350615","14.674970951364564","0.29570128412183294","0.4011777966341583","21.072534836326014","-0.004143616543991868","-0.4647627225790707",,,
Cholamandalam Investment and Finance Company Ltd,CHOLAFIN,"Consumer Finance","94621.04146488","5.35611149484734","0","121184","0.17168466640493918","17.290907917421027",,,,"2.4248374005618767","0.937196039362469","0.24963283506323464","19.6282696855822","-0.44668529150587233","0.22312313562176556","21.467346184644008","-0.031229767346161452","-1.1747142412088678",,,
ABB India Ltd,ABB,"Heavy Electrical Equipments","93394.37811375","6.437103299952161","0","106396","-0.6794644147500071","5.934111381864922",,,,"2.3994870424540795","3.0582651582317117","0.9024178492237498","8.450159178465693","-2.917146148659768","-0.7492374947427152","8.986614143966703","0","-2.084149812389434",,,
Bharat Electronics Ltd,BEL,"Electronic Equipments","91737.72430395","5.344013042504599","0","767820","-0.7475708674413575","19.32667452803448",,,,"4.275860368852755","0.01115319654769209","0.9315013435134958","17.353456030263157","-0.22195244725645935","-0.6745789462790874","24.82676154031144","0","-1.236805614984224",,,
Adani Power Ltd,ADANIPOWER,"Power Generation","91486.59168052","6.873506141926762","18.85475684537159","1790675","0.011349440753306444","0.012796443178123933","0.00003889094494223677","0","0","0","-1.529861009018239","-1.1850894374840468","11.695652041695103","0.009657503157242748","0.011239768288569338","0.013391396853850273","0","0.011914915092766567",,,
Eicher Motors Ltd,EICHERMOT,"Trucks & Buses","89133.0888383","7.169457525053699","0","266168","0.4531885912977165","7.093342341131067","0","0","0","2.5381922445450344","-1.619488581814629","-1.211023666345362","28.635055005717568","1.2311093566157876","1.2216354352815255","11.284506301466676","-0.004651337654308918","0.44174660928826626",,,
Shree Cement Ltd,SHREECEM,"Cement","87145.65024066","1.9253702833433497","0","31219","-0.0029184539078839222","6.8814205293083175",,,,"4.377464680055968","0.4500045287309469","0.3125766683107578","12.815194407832124","0.629438170184276","-0.21223229629274876","11.74750867138342","-0.001662936699638351","0.36437991806600056",,,
ICICI Prudential Life Insurance Company Ltd,ICICIPRULI,"Insurance","86073.54951852","2.3109160304755565","0","382944","-0.07853249721361788","4.592058912312754",,,,"1.004318453722404","-1.4244241944729144","-0.2068103808654147","15.206625101004024","1.1092912435616666","0.21066701404660915","6.143600188752814","-0.0013332750346819466","0.8079711228349105",,,
Dr Reddy's Laboratories Ltd,DRREDDY,"Pharmaceuticals","85459.47466546501","7.488334865929594","0","232715","-1.0686544219315568","9.87094016619776",,,,"12.988698660877654","2.2174344612392005","0.7323341602634486","38.553379495454564","-1.6527056666763116","-0.3369434485423959","23.04677566415367","-0.009825726032904214","-2.9733699417996924",,,
Adani Transmission Ltd,ADANITRANS,"Power Infrastructure","83126.51473716","1.3560560486437543","2.687979352707238","322851","-0.009657347075579137","0.11580344897699343",,,,"3.6827858780316176","1.112259111071193","1.7303471635591166","21.04540545874652","0.20639176169298112","0.026245353686466633","3.798873954603968","-2.217181732961677","-0.013569788695781154","-2.1564714458901104","-1.1297527264909903","0"
Ambuja Cements Ltd,AMBUJACEM,"Cement","82781.54959701","7.209372445252655","63.1461645155747","704993","-2.001469473656079","5.791438436256531","-0.0010072292727776096","0","0","7.684758826572841","0.10114020279446834","0.4880653750087358","11.150373378204309","-1.7760449496746418","-2.2552280466168284","14.738230360887897","-0.06999474092568647","-1.5736071063629105",,,
Bajaj Holdings and Investment Ltd,BAJAJHLDNG,"Asset Management","82450.6839484","7.872467136673109","0.00030010734678059846","66687","0.035353364270746646","3.675635713169618","0.10393777678500749","0","0","1.231944252634318","0.29921690851515237","0.07158997860701888","12.345082835468125","-0.3524778758437934","0.012346631892552473","4.961867947196562","0.2584975530019662","-0.11526637986348032",,,
Cipla Ltd,CIPLA,"Pharmaceuticals","82393.39818251999","6.735828420405202","0","466515","0.3553293375241431","15.353696812803822",,,,"6.262000329600198","-2.8936722493122566","-1.9213268693051297","25.494920790438673","3.2096692673434966","2.240866830399444","24.33817007638353","-0.14001979485222193","1.2685265157560544",,,
Bharat Petroleum Corporation Ltd,BPCL,"Oil & Gas - Refining & Marketing","82074.49153718","7.530613131726434","0","858136","0.4299706904047138","9.561427803822568",,,,"11.811659231903684","-0.38472335798967805","0.04879772552681416","12.575816200050868","1.687298776098725","0.7882370114452684","22.586024074657114","0","0.7208672683831807",,,
Havells India Ltd,HAVELLS,"Electrical Components & Equipments","79726.4389797","4.862062728433037","0","239686","-0.4388636969428581","3.468640131832426",,,,"5.000130290955742","1.0806639945868248","0.6716462499975115","23.783708875271504","-0.6148935408521901","-0.5781223645995404","9.793886090917875","-0.015615969790545137","-0.5147927641459598",,,
SBI Cards and Payment Services Ltd,SBICARD,"Payment Infrastructure","79092.045273925","4.028130075509316","0","1041168","0.4860926658050353","12.157911506470343",,,,"4.63249629305841","-0.37459529288306115","-0.6776744966290256","8.449073236671245","0.4316351753254679","0.7494590140987363","17.46828641822583","-0.3933511791379374","0.4618018811812217",,,
Tata Consumer Products Ltd,TATACONSUM,"Tea & Coffee","77790.79051275","18.425844986665066","0.4130627593349705","778710","0.38043670760122694","6.099512662350277",,,,"9.071578720337769","-0.1914706445176826","0.35297423521246074","25.396517618042967","1.201042418360565","0.47813732265489506","16.335167641848756","-0.0007769109115969286","0.3849234744570902",,,
Apollo Hospitals Enterprise Ltd,APOLLOHOSP,"Hospitals & Diagnostic Centres","74509.2092574","3.7437694064951588","4.781455924048975","120030","0.6681505663013834","12.041398826023558",,,,"4.226903013720024","-0.012296861409907933","0.9615706076344495","47.925395823004955","0.45894604735190825","-0.7456233664764369","17.017344208012403","0","1.8410337063988678",,,
Mankind Pharma Ltd,MANKIND,"Pharmaceuticals","72919.1137332","4.148774737483688","0","402322","0","1.8309996663907726",,,,"0.5057879353682797",,"0","2.60890379163213",,"0","2.6409486504403374",,,,,
GAIL (India) Ltd,GAIL,"Gas Distribution","71076.82714083","4.107924056900867","0","907339","-0.12425236792719296","8.25840822926674",,,,"9.649881864155347","-1.9362997963923014","-0.31278301648089624","15.971114736154274","2.0805627051696387","0.13681325741697137","17.929437864185992","0","0.6313798307862388",,,
Tata Power Company Ltd,TATAPOWER,"Power Transmission & Distribution","70888.607850195","24.73227719232431","0.6582045410399697","3827765","-0.060890962333775445","3.048699099645325",,,,"11.331981740092676","0.12046450599010505","0.30102613066679496","9.762761997950511","0.26554877424424284","0.4316724653863506","14.902713373515544","0","-0.9954714524740931",,,
Adani Total Gas Ltd,ATGL,"Gas Distribution","69315.530481075","2.3883626278774535","0","301530","-0.005730716691383503","0.11965156715152611",,,,"6.019223957232987","-1.1247663747778205","-0.9398711795589207","16.31029718428213","0.3220737884433458","0.0488097907354792","6.139374701477437","0","0.08111209505977951",,,
Zomato Ltd,ZOMATO,"Online Services","68962.94502138","7.39975902313139","0","1910058","0.8114146504792137","6.404752677332828",,,,"0.7657972313276495","29.138802255330706","-2.1398849950444756","54.600786385727126","-30.770445888886965","0.6009732170018376","8.035343648178237","0","1.8360742570119042",,,
Marico Ltd,MARICO,"FMCG - Personal Products","68923.53729657","3.7379515847804945","0.07733447383740646","347569","0.28226649856478003","3.165791242742862","-0.050347861586273926","0","0","5.483127180738394","-0.029756830357897","-0.10317236131460206","24.97097223457447","0.0825574351204672","0.15638499069554435","10.416603146063219","-0.05610168589407749","0.25674134013113337",,,
Macrotech Developers Ltd,LODHA,"Real Estate","67284.0786836","0.5162513337418488","0","53926","-0.06299213516730584","0.9946647089382307",,,,"2.8067694119445674","0.41048819367202327","0.8470714683812375","19.82783564435098","0.009293166382945195","-0.29649976605840855","4.091490729546104","-0.03613471375167876","0.045109453691125734",,,
United Spirits Ltd,MCDOWELL-N,"Alcoholic Beverages","67243.58635985","6.326130203905872","0.6733112334715307","268993","0.3543637024612565","9.897821210089376",,,,"1.1636272873113684","-0.6865916360524249","-0.5882054662486311","15.382923184665598","1.1051358766524437","0.610716996150046","12.713809246058586","-0.05554520563817533","0.8768726084173597",,,
Shriram Finance Ltd,SHRIRAMFIN,"Consumer Finance","67092.5303102","3.3536453685067538","0","99212","0.37148976294130875","6.040288581967516",,,,"5.519505475343629","-0.8594317448878357","4.227513061842217","49.78385095000397","-2.7727291520312765","0.6102824624347072","11.74611702166698","-3.8603558015524406","-0.66605410885147","-6.994060312550335","-5.607673731547272","0"
ICICI Lombard General Insurance Company Ltd,ICICIGI,"Insurance","66628.980398685","4.579499981290917","0","287023","0.6644953317316684","14.963293171353126","-0.000702531675344231","-0.000702531675344231","0","1.4495532719694844","-1.2256098514932674","-0.5430708479239215","22.846662350305476","1.3614635178702912","0.5480348498827894","17.38448706418495","-0.002928623351067472","1.2369697515005154",,,
