Name,Ticker,"Sub-Sector","Market Cap","Retail Investor Holding","Pledged Promoter Holdings","No. of Shareholders","MF Holding Change – 3M","Mutual Fund Holding","Insider Trades - 6M Cumulative","Insider Trades - 3M Cumulative","Insider Trades - 1M Cumulative","Insurance Firms Holding","FII Holding Change – 6M","FII Holding Change – 3M","Foreign Institutional Holding","DII Holding Change – 6M","DII Holding Change – 3M","Domestic Institutional Holding","Promoter Holding Change – 6M "," MF Holding Change – 6M","Bulk Deals - 6M Cumulative","Bulk Deals - 3M Cumulative","Bulk Deals - 1M Cumulative"
Home First Finance Company India Ltd,HOMEFIRST,"Home Financing","7017.369146630001","7.720578966505324","0","73731","1.887886197636072","5.802003611425537",,,,"0.4199711175485462","5.3838786739630855","6.314730498351745","15.690770600560686","1.9972997491923499","1.8904776889833474","8.40892394968336","-0.10938705706153229","1.9549942113620076","-8.61504417598146","-2.163547997621863","0"
KNR Constructions Ltd,KNRCON,"Construction & Engineering","7004.147713","6.360790244159147","0","96007","0.1150658560504283","33.009711109514974",,,,"0.4990545260078241","0.14467245495397751","0.042338318258137164","5.9741024041849755","-1.1939082175521776","-0.7157575917045733","33.65922009596259","0","0.46494314710921003",,,
Prince Pipes and Fittings Ltd,PRINCEPIPE,"Building Products - Pipes","7004.04435465","11.168720594704038","0","235368","1.1415020651164216","12.790065118666217","-1.999796872459973","0","0","0.05110297449249749","1.714085141659889","-0.12397400716394902","6.1196047118896155","0.9236263809317755","0.632552618268134","16.38216374498299","-1.9995122256501787","1.5767357576591703","-0.3848551441868616","0","0"
Balaji Amines Ltd,BALAMINES,"Specialty Chemicals","6986.789635","22.141313539705564","0","136644","0.0024536279744452327","0.08536156291472485","0.003790006481281442","0","0","0.07407178790778061","-0.09339217925372711","0.06925094904478257","4.456263695564951","0.09385512792815032","-0.04010987315206321","0.33606987438659297","0.003790006481288799","0.02066602882627079",,,
Minda Corporation Ltd,MINDACORP,"Auto Parts","6943.855119639999","6.63428180863809","0","92320","1.1246132812397391","5.888389527182572","-0.02944628092384427","-0.02944628092384427","0","1.024522695444963","2.1312201734061365","0.6759197198681601","5.74438550187597","-1.9673001727275352","0.048019187999729596","11.881293692906109","0","0.04646991208294082","0.7230705771974659","0.7230705771974659","0.7230705771974659"
Keystone Realtors Ltd,RUSTOMJEE,"Real Estate","6926.024866860001","1.0502310014514467","0","21215","1.4527567944701385","3.836119473831086",,,,"1.3513091176993004","-0.9608814207184864","-0.1641414031646995","1.4924635236960007","1.9486557928168073","1.211719552171461","7.8560075951139146","0","2.0208360352516936",,,
EPL Ltd,EPL,"Packaging","6919.473514425","7.746387120964965","0","67657","2.9686062686962877","13.295273231079745",,,,"2.845340762769878","-0.21425051192266764","-0.1368238536539419","11.992998708572406","0.4574859112847083","0.42161892121100664","16.341502800361013","-0.38160709339046406","3.1410749681887467",,,
Engineers India Ltd,ENGINERSIN,"Construction & Engineering","6907.5007641699995","18.162708525892583","0","258326","1.9128249962036223","7.3806864024467425",,,,"8.421423948403975","0.3860032809305656","0.12668884664324054","7.958580553498589","2.7328588978112496","1.7091778950267873","15.80950587866086","0","2.543131031866169","-0.041273743409141694","-0.041273743409141694","0"
Garden Reach Shipbuilders & Engineers Ltd,GRSE,"Shipbuilding","6893.1666","7.7151957189747895","0","60638","-0.38400377121307283","6.58459826105175",,,,"0.018661393952091626","0.5869910608282702","0.4346340526573087","3.1070762623088206","-0.08265591172567976","-0.44588396536071073","7.467696766533975","0","-0.39462165654026116","0","0","0"
Chemplast Sanmar Ltd,CHEMPLASTS,"Building Products - Pipes","6878.55701687","6.164622896270658","0","99608","1.1075869447349227","25.025179057151846",,,,"2.26191995179242","-0.20337920839632417","-0.3395720995364888","7.4124904036488015","1.3477273678569262","1.0023725697977035","27.80932418425212","0","1.4434698306125355",,,
Tega Industries Ltd,TEGA,"Industrial Machinery","6828.298585385","5.221649262671167","0","70716","0.32308696126563063","11.955578578159557",,,,"0","-0.06708314811883476","-0.03971380411618375","2.4154509067953467","1.1331777786951829","0.3795463589537551","12.047908952500187","-0.07273708595369044","1.0414960384992362","-3.5049308036340223","-3.5049308036340223","0"
Indigo Paints Ltd,INDIGOPNTS,"Paints","6794.41696255","7.661892480169803","0","122785","-0.021645411296382422","0.5418981084461086","-0.0027349746306402044","0","0","1.9240766035638772","-0.019756080624127037","-1.3910315775617654","8.803574795997047","0.13718300028556518","-0.13903472194221278","3.2015696637252002","-0.021882780232743926","-0.21865818413243776",,,
National Highways Infra Trust,NHIT,"Roads","6746.8437324","2.589226508841071","0",,"-0.2662160649056027","9.713622644771815",,,,"3.18724315299505","50","50","50","-47.43892658548653","-47.64603344032524","22.26513205026616","-0.20255272052342832","-0.23261391436796863","0","0","0"
Titagarh Rail Systems Ltd,TITAGARH,"Rail","6743.88284967","21.142500399599474","0","141562","1.344723635730566","7.781030325218022",,,,"1.0280473417979459","7.33171707005575","6.53457788869394","12.601487591255903","2.3131718127401744","2.4986213238674013","9.103043066651729","-2.8514032819955872","1.178147415955566",,,
Tamilnad Mercantile Bank Ltd,TMB,"Private Banks","6742.60491132","18.566234952285313","0","106297","0.0744956847696517","0.08605857196612796","0.0970602685732194","0.055130305526178966","0","4.351132134220883","-0.5013354661081925","-0.14305836433936375","0.07373029868105915","-0.3868597253297086","-0.22955835947044712","5.530383068032959","0","0.08605857196612796",,,
Gujarat State Fertilizers and Chemicals Ltd,GSFC,"Fertilizers & Agro Chemicals","6704.38444225","21.148039388820745","0","187570","0.0015609412154306418","0.07982056102385497",,,,"1.4699290572294001","-3.693859224634327","-1.046474565328694","21.362178941432404","-2.3558342173020397","-0.35096232402364036","2.1471024978497533","0","0.013060962308213464","-0.027859287322926307","0","0"
Kirloskar Ferrous Industries Ltd,KIRLFER,"Iron & Steel","6670.31625321","12.680691098399615","0","76176","-0.2905388125470072","10.019850211806478","0.017517674324144333","-0.007713543838203473","0","0","0.265156196017897","0.43541404320951016","1.6087138137173107","0.5951194475011725","-0.06458470803253569","10.569946512338259","-0.05746277481222961","0.06512870380817048",,,
GMM Pfaudler Ltd,GMMPFAUDLR,"Industrial Machinery","6660.8623078400005","23.206334981893008","0","112895","0.05651149635039765","8.179771064156451",,,,"0.6692828720919246","-0.17852525769829697","-1.115088867586664","18.84117889485347","0.10150092897194796","0.16715000018684378","10.753264036053471","0","0.10031758188628359",,,
BHARAT Bond ETF-April 2030-Growth,EBBETF0430,"Debt","6636.666277530001",,,,,,,,,,,,,,,,,,,,
Just Dial Ltd,JUSTDIAL,"Online Services","6585.024980115","7.658244660065401","10.541471229059773","88670","0.1572447566541637","7.080620700502115",,,,"0","1.1199142690498003","0.4419267822534403","3.8185602612277365","3.0024967179701774","0.17752778471165875","8.9727715653643","-2.014724582318536","1.20871237130737",,,
Network18 Media & Investments Ltd,NETWORK18,"Movies & TV Serials","6574.83669932","4.945164739279793","0","132357","0.0011382603617782205","0.5832572365480371",,,,"0","0.21485860662457323","0.05971821810275646","5.624777429958808","-0.04824936382569156","0.0011382603617781095","0.5835022342679297","0","0.005979663647625921",,,
ESAB India Ltd,ESABINDIA,"Industrial Machinery","6569.8948662","9.020523587963895","0","18422","-0.7123553402776075","12.50002923402945",,,,"0.016767340002156822","0.21623437116303368","0.12527106441750868","0.9475008802691091","-0.25512862323312824","-0.21349286884574958","13.179200702656138","0","-0.7437331985536311","-0.007828223441533666","0","0"
Archean Chemical Industries Ltd,ACI,"Commodity Chemicals","6566.722757985","3.8946026739748683","0","48507","-0.33218778619022515","15.033652697375762",,,,"2.4577363171568307",,"-0.5631492624693575","5.467652638653093",,"0.4619912158330486","30.2557315369235",,,"-0.31934405308314395","-0.31934405308314395","0"
TV18 Broadcast Ltd,TV18BRDCST,"TV Channels & Broadcasters","6557.427612","17.49803938514297","0","384298","0.027567136184499352","1.609392684440357",,,,"0.015457662058595669","-1.3106546409711246","-0.04086136719369371","8.543787030141905","0.03440018111480114","0.02871625294885538","1.6320536170182582","0","0.06247473693042416",,,
Laxmi Organic Industries Ltd,LXCHEM,"Specialty Chemicals","6546.4719161","18.65990141921028","0","464938","0.10705011547831855","1.5232716503737018","0","0","0","0","0.022705288946777147","0.023446211994235355","0.4754506482723367","0.10732517029737565","0.08232103960610804","1.7297943260430062","-0.004165753568500463","0.17388076546395315",,,
Schneider Electric Infrastructure Ltd,SCHNEIDER,"Heavy Electrical Equipments","6531.126716025","13.118769409307543","0","72417","-0.01957097880008596","1.2620188530068093",,,,"0.32496356659142117","-0.5280960649618482","-0.5221589004133702","0.482443552238673","-0.3570224149500447","-0.0972016218797811","1.7587193792024465","0","-0.20442691400000834",,,
BEML Ltd,BEML,"Rail","6530.69049","13.559889060980442","0","94767","-0.217233968471227","17.745236465799806",,,,"1.4535700992928238","0.31730000360191557","-0.04590762285535899","5.452165351967246","-0.6711114312814388","-0.1506057222442294","19.720928333873623","0","-0.9349830109618296",,,
Jubilant Ingrevia Ltd,JUBLINGREA,"Specialty Chemicals","6506.703863369999","21.773384606447348","1.7735935451842795","185062","1.0246015380389757","4.822682113040389","0.6293995213750261","0.6293995213750261","0","0.17180314111139047","-1.5188684706731053","-0.6663965405219763","7.726553863982602","3.6128000064087935","1.0821187058437598","5.981631635620084","0","3.5447191271026757",,,
BHARAT Bond ETF-April 2032,BBETF0432,"Debt","6496.905610791",,,,,,,,,,,,,,,,,,,,
Chennai Petroleum Corporation Ltd,CHENNPETRO,"Oil & Gas - Refining & Marketing","6490.303369","13.341426512678009","0","101135","-0.782254414369887","0.01819874099632399",,,,"1.856674505779947","3.4215829009733314","0.8168125475954167","8.489065981516527","-1.2841152524252677","-1.4378697668546532","1.9635964741450285","0","-1.25725364209859","0.005666456698412592","0","0"
Authum Investment & Infrastructure Ltd,AIIL,"Diversified Financials","6482.1382415","1.72769313385673","0","6792","0","0",,,,"0","0.680721557049293","0.680721557049293","7.683572978727046","0","0","0","5.491578177663101","0",,,
Quess Corp Ltd,QUESS,"Employment Services","6468.18649665","6.890563512212176","0","81233","0.7224782462451991","7.161898721070019","4.865175282771589","0","0","0","-4.730726379959691","-0.8724893646814778","17.046700236782975","-0.7124614756729022","0.7707966980080325","7.336437672224984","4.78518524785553","-0.7485278277083163","-3.6025008001017254","0","0"
MTAR Technologies Ltd,MTARTECH,"Industrial Machinery","6457.05334272","19.09833911640763","3.857746352999297","205430","-0.7606277989847143","25.80055762119854","-8.003142824623383","-7.4926386374903355","0","0","-0.6662442293202147","-1.275124236859976","2.5143214680585317","-0.1674827210803933","-0.7455008098124587","27.578377098707197","-0.5513694899259178","0.013212139264140887","2.865772825132818","2.865772825132818","0"
Kfin Technologies Ltd,KFINTECH,"Business Support Services","6454.110624694999","3.073719192274828","0","83843","-0.4662954945915674","7.022293541357308",,,,"1.2736208531627369",,"-0.3209078358194031","8.04316116618021",,"-0.05392627195409716","23.55680699288482",,,,,
Mahindra Holidays and Resorts India Ltd,MHRIL,"Hotels, Resorts & Cruise Lines","6418.081894455","9.125310350008824","0","74853","-0.010916483596715487","7.903881829687706","-0.14951354357526195","-0.16711340926526425","0","0","0.045580392868173725","0.13655478038597657","5.120564469326329","-0.16794091835276426","-0.02550902264858479","8.138810227578082","-0.08411578405772957","-0.03258316372367709",,,
India Cements Ltd,INDIACEM,"Cement","6377.68439658","12.29961964064335","6.292409204431633","195974","-0.24167143090782517","4.963589200019912",,,,"4.417936966136071","-0.7022344444669315","0.08289910304804593","13.147451757720136","-0.11313397977613171","-0.5121320860203582","9.388890543738729","-0.0010267909024719302","0.1545275271053086",,,
Prism Johnson Ltd,PRSMJOHNSN,"Cement","6352.3600396","5.203007577650022","0","74631","0.2628794482034982","4.371703455232471",,,,"0","0.08091679262442542","0.03373672000075967","3.499088061985799","0.03770567576567707","0.26287944820349907","4.373651577178151","0","0.03770567576567707",,,
Maharashtra Scooters Ltd,MAHSCOOTER,"Two Wheelers","6352.22666576","22.097265379179614","0","20681","0.25358382607514796","1.7294030188209057",,,,"3.0479409143822744","0.27050633115189937","0.0269675080902525","3.9265286779586033","0.24429132328739644","0.2524463257338967","4.78184143455243","-0.05200126560038143","0.26549257964777406",,,
India Infrastructure Trust,INFRATRUST,"Construction & Engineering","6347.84","6.837349397590361","0",,"0","5.36144578313253",,,,"1.0542168674698795",,"0","0",,"0","8.975903614457831",,,,,
Ion Exchange (India) Ltd,IONEXCHANG,"Environmental Services","6342.59656775","25.175850205558064","0","48373","0.02863296951268879","8.307962297343927","-0.09731270373726057","-0.09731270373726057","0","0","1.6725704197527191","0.4871198000853496","2.4393162750971435","0.18342964133822193","0.08186595188447399","11.664667461076172","-0.04977275329029851","0.07502390285340255",,,
VRL Logistics Ltd,VRLLOG,"Logistics","6327.908270775","7.119008592539836","0","90886","1.703514220260363","20.842687964744886","-0.5632095492712847","0","0","2.5329154115987826","-3.400173380054752","-1.8066638635928998","2.3466911740360734","9.793073049690866","3.4606294441939376","24.23639114572046","-5.424281663296213","7.053999844583917",,,
Garware Technical Fibres Ltd,GARFIBRES,"Textiles","6310.4057033849995","19.96134687076155","0","42859","0.29744085447519897","5.779243463924556",,,,"0.0009078342612626287","0.244696401780379","0.11321429319778531","8.57496568999894","0.9715749098983935","0.6011040540492134","7.609982035186773","0.0838426246043582","0.7038073279611732","0.021941812582872977","0.021941812582872977","0"
Jindal Worldwide Ltd,JINDWORLD,"Textiles","6301.35357","1.2258234074937016","5.101141330258667","11870","0.015031887029948076","0.015031887029948076",,,,"0","-0.05474056504974058","-0.04319959465470845","0.07702358463278548","0.015031887029948076","0.013548247460108798","0.015031887029948076","0","0.015031887029948076",,,
Maharashtra Seamless Ltd,MAHSEAMLES,"Building Products - Pipes","6293.94486644","9.331563283651763","0","50771","0.11716856449318103","2.69183219022745","0.16563525294902393","0","0","0","2.8714764766000336","3.111296472013142","5.9561504119440905","0.42186504145560466","0.25430365835176527","4.308800917784228","0.1656352529490306","0.04663234985819198","-0.9701546692215864","0","0"
Hindustan Foods Ltd,HNDFDS,"FMCG - Foods","6266.2387102","8.642009517424146","0","60489","0.08334731058838493","0.08334731058838493","-0.6677597742613962","-0.5573908539960737","0","0.03060065357674187","0.5263019713295822","-0.004143949377118261","6.564477040595714","0.0982484984170604","0.09873633492335543","6.650779753436787","0","0.08334731058838493",,,
Indinfravit Trust,INDINFR,"Roads","6266.1528877","0","0",,"0","0",,,,"0","-3.621769216031389","0","42.689819722574086","0.2841626841956577","0","5.494965800720898","2.348401671291718","0",,,
Karnataka Bank Ltd,KTKBANK,"Private Banks","6234.3587151599995","38.79084820768025","0","235104","0.35854951328161777","0.5185558713743392",,,,"5.101362711558983","2.1522434480205703","0.552947958292286","20.308321930870907","0.3972531354115052","0.3110001467742114","5.739267008328012","0","0.5185558713743392","1.1939946973660946","1.1939946973660946","0"
SIS Ltd,SIS,"Business Support Services","6207.36935","4.533892365647652","0","40640","-0.44610407423218845","3.7706910575468413","0","0","0","0","-0.07435476344113745","0.2948290928068946","14.95069345665026","-0.44928740292867353","-0.44610995255681996","4.046488451156551","0.10178617981260629","-0.4602896182009957",,,
Borosil Renewables Ltd,BORORENEW,"Housewares","6203.000972475","25.546728127141144","0","268947","0.0032688844279520624","0.09460745042273731",,,,"0","0.36485946699002536","0.2194041088823404","6.176893089059886","-0.033280231677522296","0.00249818610745077","0.10876473609643243","-0.02763477586272245","-0.027504932267195553",,,
Rashtriya Chemicals and Fertilizers Ltd,RCF,"Fertilizers & Agro Chemicals","6200.974244","15.284624228798846","0","233573","-0.8331809223363709","0.032282189882290376",,,,"0.20699648950194866","-0.7010308904614759","-0.09964942147564892","2.269525661329291","-0.7820241183378798","-0.8105231923617713","0.35369713430469135","0","-0.7957365765185075",,,
Jubilant Pharmova Ltd,JUBLPHARMA,"Pharmaceuticals","6166.41375273","11.931690794852992","0","97935","0.0011759082159752965","0.4021945121826383","0.4535039765158239","0.4535039765158239","0","0","0.15889451920606845","-0.15868859400860913","23.220425991554468","0.017537544103071845","0.0030474417940968834","1.6265792775376875","0","0.011059062052538426",,,
Caplin Point Laboratories Ltd,CAPLIPOINT,"Pharmaceuticals","6121.778602519999","13.175164967022404","0","82146","-0.465669589661057","0.5724812643800792","1.185912824462524","0","0","0","0.20932184684868593","0.11923157391919714","2.356958205438312","-0.4729094730797573","-0.4726515835670214","0.6466907007554114","1.7764681902821309","-0.47625134230761446",,,
Triveni Engineering and Industries Ltd,TRIVENI,"Sugar","6099.5918783199995","12.775485426159827","0","94966","0.15730936341994717","7.731915081093854",,,,"0.07415463993708704","-1.0517456221157078","-0.4388615430180689","4.23250297143005","0.11688979967891555","-0.3290464532772628","8.211459962022124","-0.24180914419894606","0.6416306192680006",,,
Greenlam Industries Ltd,GREENLAM,"Building Products - Laminates","6089.2927725","3.3553409235423652","0","12889","-0.021329597681123857","13.0672988297345",,,,"0","-0.01576706665076033","0.00011732971737332676","1.440812079133776","2.3320320758973665","2.605202431166237","15.70091788849031","0","-0.22183427295538038","0.0007573631399648839","0","0"
Symphony Ltd,SYMPHONY,"Home Electronics & Appliances","6056.148525","6.246827733225054","0","68355","-0.23317831503981168","9.785544614759923","-0.03077890704289778","-0.03077890704289778","0","0.07394608234116913","-0.3832452943071485","-0.11008463847570926","3.6283089461548497","-0.5330306232425457","-0.4129625814454432","10.688176689821193","0.1358490000182968","-0.5144696797352672",,,
Inox Wind Ltd,INOXWIND,"Heavy Electrical Equipments","6044.71485832","3.8876187972961227","2.206790363591676","53212","0","0","15.498027187726349","0","0","0","-0.6183936470413907","-0.3080884034086042","1.8902385117923661","-0.0027915879519453124","-0.0027915879519453124","0.028229920103696383","-0.2360805056062958","0",,,
Go Fashion (India) Ltd,GOCOLORS,"Apparel & Accessories","6044.68548928","2.233426572142146","8.621158287295314","30073","-0.4018368499581477","24.13629739822545","-10.181407967237451","-10.181407967237451","0","3.2355542922266416","9.809495768333653","10.203256184193354","16.575871895683132","4.068626804755297","0.3388380718289348","27.73393959790097","0","1.9575909815300356","4.582445024331507","4.582445024331507","0"
Mastek Ltd,MASTEK,"IT Services & Consulting","6022.117870985","19.973587401494527","0","105043","0.6303403295220362","0.9617974247650938","-0.09104864041503603","-0.08058492596830419","0","0","0.10195133201478512","-0.11130806453441622","13.140939340950236","1.0699358768672034","0.9033097057819135","4.801786427814972","-0.5299677292540892","0.6399732909409444","0.006852550339677688","0","0"
Swan Energy Ltd,SWANENERGY,"Textiles","6002.792165","2.6354065861615585","13.781226673537514","19493","0.002483356509811796","0.03386973934987136",,,,"2.8166264393729845","-0.03841662340811425","-0.015071026118057773","17.120692111535067","-0.02193303197596208","-0.0265477403880765","2.891659499009158","0","0.00709806492192621",,,
JK Tyre & Industries Ltd,JKTYRE,"Tires & Rubber","5999.4153912","15.667425629149356","0","191654","0","0.004449076411537009",,,,"1.2058897730455254","-0.4963938722876673","-0.7303795527189765","6.734717026556539","-0.030378399329929584","-0.03837089807744665","1.355992392180867","0","0","-0.6589319747385056","-0.6589319747385056","0"
Fusion Micro Finance Ltd,FUSION,"Consumer Finance","5997.64868213","4.863045072660952","1.6098461369679948","35522","0.2294835668247881","9.856702328567907","-0.15814148235544015","-0.09594386990700943","0","2.888736726408686",,"0.657463149802096","5.982194207366169",,"0.7819211496368386","13.554237678975515",,,,,
CMS Info Systems Ltd,CMSINFO,"Software Services","5950.57900612","10.580460976191993","0","114003","9.061783634591169","19.006470320565512",,,,"0","2.813157263912151","2.152029353249418","15.27480964096404","8.823657248936401","8.3819044443747","20.96383526438374","-14.49360485215361","9.516806445653634","-5.702560464031377","-4.275064031335985","0"
HEG Ltd,HEG,"Electrical Components & Equipments","5934.83095762","20.374014529049056","0","135519","1.77288775537753","3.011029315174673","0.821356129919649","0","0","3.8016369056024297","-2.097625044739665","0.47633006806543676","6.727436090616353","0.7543339372205677","1.1711415313482352","7.442967582806144","0.648604011047297","1.773893053766415","-0.0016141294727709532","-0.0016141294727709532","0"
Himadri Speciality Chemical Ltd,HSCL,"Commodity Chemicals","5919.856461615","23.992708112981287","0","280985","-0.015280152932204027","0.48185008468474794",,,,"0","0.38789758932068064","-0.01956371720246919","2.359756677770819","0.47250859472491086","-0.017548818545358502","0.48277449731723665","0.2306151074692835","0.48185008468474794",,,
Anant Raj Ltd,ANANTRAJ,"Real Estate","5901.79426035","8.694657407958656","0","48465","0","0",,,,"0","2.4102441639767402","1.6007073946084596","10.727282985165507","0.0033539410434863387","0.0033539410434863387","0.08080004977532375","0.1851292147441299","0",,,
Sterlite Technologies Ltd,STLTECH,"Telecom Equipments","5890.384577025","21.20993907395349","0","205929","-0.8751757174171888","0.2698674874488884","0.025736484787528283","0","0","1.4583422864614128","0.08219408325555744","0.12225813888974812","7.998748649058745","-1.6952027375742356","-0.7945559389038812","2.0882138988493697","-0.05293048888199792","-1.0444699637374797",,,
Suprajit Engineering Ltd,SUPRAJIT,"Auto Parts","5861.61831887","17.792428979255927","0","75594","0.4782461452177138","14.654751684183331",,,,"0.08445610897357701","-0.3510966698407332","-0.026434339091784054","5.071512714040175","0.7505699396019008","0.34528060516922565","15.964380290465543","-0.0018843512397168638","1.5206310134416707",,,
PCBL Ltd,PCBL,"Commodity Chemicals","5831.7972318","23.26058954438835","0","164052","1.0839412849491175","4.972767050587082",,,,"2.4146474123301496","-4.556070407440945","-2.2374653569655347","6.337792339290914","2.925724530846505","1.0033680051653553","8.158035967981613","0","2.690228354382888","0","0","0"
Mishra Dhatu Nigam Ltd,MIDHANI,"Metals - Diversified","5828.1474","8.597872317711113","0","78588","-0.6753026582683894","11.333000427031067",,,,"1.7829235614390946","0.43253976726806875","0.38028877975872744","0.9559912458631366","-0.6489516387317167","-0.699120316002988","13.118795772392442","0","-0.5892911284295934",,,
TCI Express Ltd,TCIEXP,"Logistics","5827.77663975","11.765267222894343","0","42548","-0.06941088727637457","8.498858702248532",,,,"1.3977158383938044","0.1942426428493289","0.3143311734168319","2.0383773604112587","-0.2159654689883581","-0.18769268558786223","10.24054824054824","2.999916629250592","0.010730520239738084",,,
Power Mech Projects Ltd,POWERMECH,"Construction & Engineering","5811.019681095","12.639775097295738","0","21215","0.6480456626659343","9.572204664090629","0.06244897959183674","-0.05120408163265306","0","0","0.01979009570310275","-0.18030562396969252","4.962205051173805","1.3437007004979797","0.4903880941533867","10.766929840738419","0.47640569612132566","1.2306324656650407","-1.5954625850340136","-1.5954625850340136","0"
Kirloskar Oil Engines Ltd,KIRLOSENG,"Industrial Machinery","5805.80292999","15.27859977706654","0","56261","7.973607457906896","19.873076700428634","-18.153382268107755","0","0","5.238657917653403","3.390821344472828","2.433024565261635","6.036718560554064","14.40679402187702","13.291980174506833","27.957517054791154","-18.18274627401361","10.095632436159628","-4.060075541444814","0","0"
Rolex Rings Ltd,ROLEXRINGS,"Industrial Machinery","5798.5167910400005","6.053575121527635","0","48497","0.8076762752910867","31.301242390202116","-2.386635896507924","-2.386635896507924","0","0.48601874057771605","1.074929850618243","0.9427791963019416","5.002535130504876","0.5357115579625464","0.702962606971937","32.471709647361294","-2.386966374122977","1.0502945804021167",,,
Ge T&D India Ltd,GET&D,"Heavy Electrical Equipments","5795.613319725","6.457571081756681","0","38865","-0.03992828881671784","14.454298317296113",,,,"1.1662512831895966","-0.011808400375345807","0.000588955441244321","0.25835499004116574","0.01705354067767395","-0.011904867214859394","15.724947420202348","0","0.05099932322849199",,,
Star Cement Ltd,STARCEMENT,"Cement","5787.86357144","3.570204639578072","0.0022118835114171304","42373","0.00004131818192565362","5.895545899246277","-0.2195925291452208","-0.37213505076867687","0","0","0.23062943200437147","0.09820540117855348","0.6326221886202864","0.002515708226408009","0.0025154608121447097","6.14722261519167","-0.31133373787379526","0.000041565596188064546",,,
Gujarat Pipavav Port Ltd,GPPL,"Ports","5779.52412405","5.961082733115684","0","139831","0.37711760288884477","19.18747833624245",,,,"2.3862833335377713","0.027620392366856095","-0.4576593603949668","21.89941331074631","0.008210741227383522","0.585593150553084","22.1285621619448","0","-0.25549876508954483",,,
Kennametal India Ltd,KENNAMET,"Industrial Machinery","5773.3539744","8.321498900730905","0","12767","0.36122091668850764","12.996427375440437",,,,"0","0.08505685623598613","0.08602144666724909","0.7077045295710667","0.47571598089746736","0.40508703153664705","13.203077225473923","0","0.39857149617075827",,,
Transport Corporation of India Ltd,TCI,"Logistics","5708.7155223","9.708563762957938","0","52662","0.5685760958132473","11.203672606105068",,,,"0.20496380705087255","-0.557136287683877","-0.5358325272121891","2.7681491733542023","0.4214177321116459","0.532677153285313","12.237441733187476","-0.03450380284678545","0.4721951229157213",,,
Sarda Energy & Minerals Ltd,SARDAEN,"Iron & Steel","5708.22419273","12.573378261563107","0","26633","-0.19269469117924456","0","0.003051382366366443","0.003051382366366443","0","0","0.6386094243885321","0.11722246190894303","2.5556352640422686","0.3116312055972785","-0.0040609422856103805","3.7576543157359072","0","-0.1912928005509487",,,
Rattanindia Enterprises Ltd,RTNINDIA,"Power Trading & Consultancy","5704.00273219","9.345551385029673","11.530725621286763","241596","0.0011607721165872269","0.028897040223684528","0.09997962828657812","0","0","0","0.07292180959732697","0.03834903140949564","9.506821879070895","0.0062003100188288","0.0011571548772086396","0.030237010379086743","0","0.0062003100188288",,,
Reliance Power Ltd,RPOWER,"Power Generation","5677.51306832","26.774199846092234","0","3219432","-0.0033233861703850787","0.10986189349002555",,,,"2.874394289827497","-0.6146547566203093","-0.48216266281298914","7.35260278816978","-0.32218138181091227","-0.09991258163679628","3.1917224936237965","0.014529597708463626","-0.010932243594050664","-0.6189185808943232","0.11634818785650719","-0.000047012133092105834"
HG Infra Engineering Ltd (Part IX),HGINFRA,"Construction & Engineering","5660.10135","7.521782158969178","0","61428","-0.29838988014183165","11.369084992275182",,,,"0.7090288824445543","0.7152494300733957","0.7724941193652508","1.3388984576310201","0.1498486039312752","-0.027403246202139186","14.005915903443784","0","-0.6825785124332153",,,
Kirloskar Brothers Ltd,KIRLOSBROS,"Industrial Machinery","5590.78543503","14.419331146727762","0","25301","0.3284605561848304","6.75663589758159",,,,"2.3005751267810877","0.055829995736247584","0.030062111657321644","1.585742388708292","0.26785905654988795","0.3286217471320523","9.268515985218084","0","0.37994595217167504",,,
Avanti Feeds Ltd,AVANTIFEED,"Packaged Foods & Meats","5562.9090729","12.863669829263516","0","113730","0.8418647996269684","9.284926055976989",,,,"0","-1.3446691831510496","0.035983539435356704","12.712496540256007","0.9286404268525885","0.7962376481359428","9.546061770935331","0","0.8691141139719498",,,
Religare Enterprises Ltd,RELIGARE,"Investment Banking & Brokerage","5553.457746885","7.233436717627387","0","59292","0.03052075873726956","3.342989538834783","-0.7928667403541839","-0.7567950210939887","0","0.4901034218863195","-1.3044518047047333","-0.4898534408672468","18.300830533891695","1.8554333608511735","0.2667357181226597","7.542819725844334","0","0.7963447887600821",,,
Sterling and Wilson Renewable Energy Ltd,SWSOLAR,"Renewable Energy Equipment & Services","5536.199923605001","12.122536747245618","28.739771260173914","154150","0.7240760538484494","5.465341789318447","-3.690166591147407","-3.162999935269206","0","0","1.4808722876939489","0.5927525138693199","4.126579398549553","1.647073173625981","0.8100632614220551","5.551328996892052","-3.9633949602224448","1.5610859660523753","0.521894989319419","0.521894989319419","0"
VST Industries Ltd,VSTIND,"FMCG - Tobacco","5527.72271","12.777957663295755","0","31258","0.4325304107261285","15.6501134573939",,,,"1.5076039767075597","-0.3243832373176392","-0.09977386231763918","1.5447042854774535","0.6250518070291768","0.36939059391578155","17.237778721816976","0","0.6444794429708214",,,
Rain Industries Ltd,RAIN,"Commodity Chemicals","5521.114320785","22.144253561229785","0","207795","-2.083634616872839","0.08627611951572002",,,,"0","-0.6633574145009327","-0.7339059646430002","17.084021763217002","-1.5282277492852823","-2.0736746256817526","0.23047300690906156","0","-1.4926988254842424",,,
