Name,Ticker,"Sub-Sector","Market Cap","Close Price","Depreciation & Amortization","Dividend Per Share","EBITDA","Employee Cost","Earnings Per Share","Interest & Other Items","Net Income","Operating & Other expenses","PBIT","PBT","Power & Fuel Cost","Payout Ratio","Raw Materials","Selling & Administrative Expenses","Taxes & Other Items","Total Revenue","EBITDA (Q)","EPS (Q)","Net Income (Q)","Operating and Other Expenses (Q)","PBIT (Q)","PBT (Q)","Total revenue (Q)"
Restile Ceramics Ltd,RESTILE,"Building Products - Ceramics","39.901371034","4.02","0.38","0","-0.28000000000000025",,"-0.07","0","-0.6600000000000003","2.91","-0.6600000000000003","-0.6600000000000003",,"0",,,"0","2.63","-0.28","-0.04","-0.38","0.86","-0.38","-0.38","0.58"
Five Core Electronics Ltd,FIVECORE,"Electronic Equipments","39.8828562393207","31.7","2.27","0","28.16000000000006","10.11","18.97185012860434","8.37","14.03000000000006","-2.0699999999999985","25.89000000000006","17.52000000000006","0.42","0","290.89","8.44","3.49","335.95000000000005","8.14","4.12","4.970000000000001","94.41","7.550000000000001","5.720000000000001","102.55"
Rama Vision Ltd,RAMAVISION,"FMCG - Personal Products","39.844381084","42","0.42","0","4.710000000000008",,"2.53","0.83","2.5300000000000082","77.22","4.290000000000008","3.460000000000008",,"0",,,"0.9299999999999999","81.93","1.0999999999999979","0.49","0.4899999999999979","18.42","0.9899999999999979","0.7099999999999979","19.52"
Dhanashree Electronics Ltd,DEL,"Electrical Components & Equipments","39.732","28","0.46","0","9.379999999999995",,"1.89","5.27","2.6799999999999953","55.33","8.919999999999995","3.649999999999995",,"0",,,"0.97","64.71","3.419999999999998","0.64","0.9199999999999983","23.87","3.3099999999999983","1.7199999999999982","27.29"
Felix Industries Ltd,FELIX,"Water Management","39.7254","81.9","0.25","0","2.200000000000003",,"2.3","0.51","1.1800000000000028","17.24","1.9500000000000028","1.4400000000000028",,"0",,,"0.26","19.44",,,,,,,
Kemistar Corporation Ltd,KEMISTAR,"Commodity Chemicals","39.702215519999996","36.95","0.46","0","1.6499999999999986",,"0.78","0.04","0.8399999999999985","16.69","1.1899999999999986","1.1499999999999986",,"0",,,"0.31","18.34","0.20999999999999996","0.04","0.02999999999999997","2.98","0.07999999999999996","0.15999999999999998","3.19"
Promax Power Ltd,PROMAX,,"39.615","41.9","0.05","0","2.219999999999999",,"0.87","1.62","0.7699999999999989","52.76","2.169999999999999","0.5499999999999989",,"0",,,"-0.21999999999999997","54.98","1.0700000000000003","0.17","0.15000000000000024","31.72","1.0400000000000003","0.15000000000000024","32.79"
Shreeshay Engineers Ltd,SHREESHAY,"Real Estate","39.610188","30","0","0","0.20000000000000018",,"0.15","0","0.20000000000000018","6.67","0.20000000000000018","0.20000000000000018",,"0",,,"0","6.87",,,,,,,
KKV Agro Powers Limited,KKVAPOW,"Renewable Energy","39.567875","698","1.81","5","5.529999999999973",,"20.56","1.48","1.1899999999999726","1231.98","3.7199999999999727","2.2399999999999727",,"0.24319066147859925",,,"1.05","1237.51",,,,,,,
Gita Renewable Energy Ltd,GITARENEW,"Renewable Energy","39.560287519999996","100.05","0","0","7.859999999999999",,"19.11","0.01","7.85","1.01","7.859999999999999","7.85",,"0",,,"0","8.87","-0.24","-0.27","-0.10999999999999999","0.31","-0.24","-0.10999999999999999","0.07"
Ankit Metal & Power Ltd,ANKITMETAL,"Iron & Steel","39.51094","2.8","35.28","0","-63.389999999999986",,"-7","0.08","-98.74999999999999","917.47","-98.66999999999999","-98.74999999999999",,"0",,,"0","854.08","-22.349999999999966","-2.17","-30.569999999999965","284.71","-30.549999999999965","-30.569999999999965","262.36"
Ashirwad Steels And Industries Ltd,ASHSI,,"39.375","32.3","0.08","0","18.73","0.61","13.408000000000001",,"16.76","0.9799999999999999","18.650000000000002","18.650000000000002",,"0",,,"1.89","20.32","0.7799999999999999","0.44","0.5499999999999999","0.16","0.7599999999999999","0.7599999999999999","0.94"
Penta Gold Ltd,PENTAGOLD,"Precious Metals, Jewellery & Watches","39.256625","29.3","5.62","0","-2.05",,"-6.39","0.08","-8.13","2.54","-7.67","-7.75",,"0",,,"0.38","0.49","2.8400000000000034","0.94","0.8500000000000035","66.31","2.8000000000000034","1.4200000000000035","69.15"
UTI Bank ETF,UTIBANKETF,"Equity","39.20116296","46.37",,,,,,,,,,,,,,,,,,,,,,,
Ecoboard Industries Ltd,ECOBOAR,"Building Products - Laminates","39.14124","21.72","1.04","0","0.240000000000002",,"1.84","2.34","-3.139999999999998","42.1","-0.799999999999998","-3.139999999999998",,"0",,,"0","42.34","-2.6000000000000005","1.54","-3.6700000000000004","10.31","-2.8600000000000003","-3.6700000000000004","7.71"
Madhucon Projects Ltd,MADHUCON,"Construction & Engineering","39.1113182","5.35","798.94","0","648.9200000000001",,"-19.47","47.12","-143.69","1414.92","-150.01999999999998","-197.14",,"0",,,"-53.45","2063.84","577.7899999999998","-10.48","-77.37000000000018","595.07","-83.80000000000018","-109.03000000000019","1172.86"
Punjab Communications Ltd,PUNJCOMMU,"Telecom Equipments","39.064562685000006","32.55","0.23","0","-15.36",,"13","0.04","-15.629999999999999","33.97","-15.59","-15.629999999999999",,"0",,,"0","18.61","0.21999999999999975","0.12","0.14999999999999977","5.57","0.16999999999999976","0.14999999999999977","5.79"
Indong Tea Company Ltd,INDONG,,"39.0027248","26.49","2.56","0","4.849999999999998",,"0.63","1","1.1199999999999979","19.26","2.289999999999998","1.2899999999999978",,"0",,,"0.16999999999999998","24.11","-0.8099999999999998","0","-2.6699999999999995","2.59","-2.5199999999999996","-2.7699999999999996","1.78"
Piccadily Sugar and Allied Industries Ltd,PICCASUG,"Alcoholic Beverages","38.951332725","18.52","2.89","0","0.3200000000000003",,"-0.89","0.29","-2.07","21.13","-2.57","-2.86",,"0",,,"-0.79","21.45","0.33000000000000007","-0.14","-0.3199999999999999","4.76","-0.3899999999999999","-0.4599999999999999","5.09"
Hybrid Financial Services Ltd,HYBRIDFIN,,"38.944191825","7.3","0.1","0","0.79",,"0.17",,"0.52","2.84","0.6900000000000001","0.6900000000000001",,"0",,,"0.17","3.63","0.16000000000000003","0.03","0.10000000000000003","0.73","0.14000000000000004","0.14000000000000004","0.89"
Suditi Industries Ltd,SUDTIND-B,"Textiles","38.839019643","14.75","1.88","0","-11.500000000000014",,"-6.66","3.25","-16.420000000000012","128.02","-13.380000000000013","-16.630000000000013",,"0",,,"-0.20999999999999974","116.52","-6.909999999999997","-3.4","-7.849999999999998","37.23","-7.719999999999997","-8.029999999999998","30.32"
Adroit Infotech Ltd,ADROITINFO,"IT Services & Consulting","38.81201738","18.65","1.51","0","5.689999999999998",,"1.99","0.3","3.779999999999998","17.03","4.179999999999998","3.879999999999998",,"0",,,"0.10000000000000003","22.72","-1.6399999999999997","-0.92","-1.8599999999999994","6.26","-2.2299999999999995","-2.3999999999999995","4.62"
Earum Pharmaceuticals Ltd,EARUM,"Pharmaceuticals","38.796524026","1.5","0.1","0","3.1899999999999995",,"0.27838939083339664","0.29","1.9899999999999993","13.17","3.0899999999999994","2.7999999999999994",,"0",,,"0.81","16.36","1.2","0.033744168585866256","0.25","0.33","1.17","1.02","1.53"
Adcon Capital Services Ltd,ADCON,"Investment Banking & Brokerage","38.718827","1.58","0","0","-0.6799999999999999",,"-0.02",,"-0.69","1.24","-0.6799999999999999","-0.6799999999999999",,"0",,,"0.01","0.56","-0.39999999999999997","-0.01","-0.41","0.73","-0.39999999999999997","-0.39999999999999997","0.33"
Adeshwar Meditex Ltd,ADESHWAR,,"38.676221680000005","26.8","0.53","0","5.47999999999999",,"1.44","2.05","2.0699999999999896","77.18","4.9499999999999895","2.8999999999999897",,"0",,,"0.83","82.66","1.040000000000001","0.27","0.2900000000000009","13.11","0.950000000000001","0.4100000000000009","14.15"
Mukand Engineers Ltd,MUKANDENGG,"Construction & Engineering","38.660129999999995","30.75","0.56","0","-11.079999999999998",,"-17.56","10.42","-22.09","34.11","-11.639999999999999","-22.06",,"0",,,"0.03","23.03","-2.0699999999999994","-3.8","-4.779999999999999","7.02","-2.1999999999999993","-4.779999999999999","4.95"
Mirae Asset Nifty India Manufacturing ETF,MAMFGETF,"Equity","38.618346536000004","95.83",,,,,,,,,,,,,,,,,,,,,,,
Vinyoflex Ltd,VINYOFL,,"38.547075","91.5","0.37","0","5.339999999999996",,"8.03","0.31","3.4699999999999966","50.78","4.969999999999996","4.659999999999997",,"0",,,"1.19","56.12","2.1099999999999994","3.24","1.3899999999999992","12.05","1.9999999999999993","1.8899999999999992","14.16"
Mirae Asset Nifty Midcap 150 ETF,MAM150ETF,"Equity","38.500961536","13.9",,,,,,,,,,,,,,,,,,,,,,,
Kshitij Polyline Ltd,KSHITIJPOL,"Stationery","38.4957708","7.6","1.1","0","3.34",,"0.45","1.55","0.44999999999999973","30.74","2.2399999999999998","0.6899999999999997",,"0",,,"0.24","34.08","0.9399999999999995","0.28","0.2899999999999995","8.72","0.6499999999999995","0.37999999999999945","9.66"
Dhanlaxmi Cotex Ltd,DHANCOT,,"38.483665","79","0.11","0","0.46000000000000085",,"0.49",,"0.23000000000000087","24.88","0.35000000000000087","0.35000000000000087",,"0",,,"0.12","25.34","-0.41000000000000014","0.94","-0.4600000000000002","5.46","-0.44000000000000017","-0.44000000000000017","5.05"
Manjeera Constructions Ltd,MANJEERA,"Real Estate","38.450876932","30.74","5.59","0","2.25",,"-38.75","43.84","-48.480000000000004","95.21","-3.34","-47.18000000000001",,"0",,,"1.2999999999999998","97.46","-0.8000000000000007","-9.74","-12.190000000000001","29.41","-2.1900000000000004","-12.330000000000002","28.61"
Sharda Ispat Ltd,SHRDAIS,"Iron & Steel","38.3450704","77.99","0.8","0","7",,"7.87","0.83","3.99","137.5","6.2","5.37",,"0",,,"1.38","144.5","2.8999999999999986","3.79","1.9199999999999986","39.21","2.6999999999999984","2.5899999999999985","42.11"
Dhampure Speciality Sugars Ltd,DHAMPURE,,"38.228384","50.61","0.36","0","3.0700000000000003",,"2.6","0.01","2.0500000000000007","21.75","2.7100000000000004","2.7000000000000006",,"0",,,"0.65","24.82","2.3600000000000003","2.25","1.7700000000000005","6.36","2.24","2.2300000000000004","8.72"
Innovative Tech Pack Ltd,INNOVTEC,"Packaging","38.212965","17.25","8.68","0","13.620000000000005",,"-0.64","6.38","-1.439999999999995","146.53","4.940000000000005","-1.439999999999995",,"0",,,"0","160.15","3.0899999999999963","0.12","0.27999999999999625","36.67","1.6199999999999963","0.27999999999999625","39.76"
Madhav Marbles and Granites Ltd,MADHAV,"Building Products - Granite","38.20369","42.85","4.72","0","4.689999999999998",,"-2.26","0.98","-2.0200000000000022","46.75","-0.030000000000002025","-1.010000000000002",,"0",,,"1.01","51.44","1.17","0.47","0.41999999999999993","11.02","-0.10000000000000009","0.12999999999999992","12.19"
HEC Infra Projects Ltd,HECPROJECT,"Electrical Components & Equipments","38.1701724","38.2","0.22","0","4.649999999999999",,"0.78","3.23","0.7899999999999989","48.43","4.429999999999999","1.1999999999999988",,"0",,,"0.41","53.08","1.7199999999999989","0.46","0.4699999999999988","18.82","1.6799999999999988","0.7699999999999988","20.54"
Mega Flex Plastics Ltd,MEGAFLEX,"Packaging","38.14483875","35.5","0.52","0","3.510000000000005",,"2","0.05","2.1600000000000055","50.94","2.990000000000005","2.9400000000000053",,"0",,,"0.78","54.45",,,,,,,
Pioneer Investcorp Ltd,PIONRINV,"Investment Banking & Brokerage","38.1204148","30.95","0.95","0","4.550000000000001",,"1.67",,"2.0600000000000005","27.8","3.6000000000000005","3.6000000000000005",,"0",,,"1.54","32.35","1.8200000000000003","0.22","0.26000000000000045","7.98","1.6700000000000004","1.6700000000000004","9.8"
Mehta Housing Finance Ltd,MEHTAHG,"Investment Banking & Brokerage","38.07811","117.45","0","0","-0.2",,"-0.63",,"-0.2","0.2","-0.2","-0.2",,"0",,,"0","0","-0.04","-0.15","-0.04","0.04","-0.04","-0.04","0"
Shaival Reality Ltd,SHAIVAL,"Real Estate","38.0702984159776","33.05","0.88","0","7.25",,"5.8","0","6.7","3.02","6.37","6.37",,"0",,,"-0.33","10.27",,,,,,,
CCL International Ltd,CCLINTER,"Construction & Engineering","38.0589258","20.6","2.47","0","1.259999999999998",,"-0.72","0.76","-1.3800000000000021","16.07","-1.2100000000000022","-1.9700000000000022",,"0",,,"-0.59","17.33","1.58","0.27","0.53","7.23","0.9500000000000001","0.6900000000000001","8.81"
Tulive Developers Ltd,TULIVE,"Real Estate","38.013946875","176.45","0.34","0","1.52",,"5.86","0","1.26","0.61","1.18","1.18",,"0",,,"-0.08","2.13","0.44999999999999996","2.13","0.45999999999999996","0.12","0.45999999999999996","0.45999999999999996","0.57"
Kanco Tea & Industries Ltd,KANCOTEA,"Agro Products","37.898674146","73.85","2.64","1","13.380000000000008","42.04","17.060892354943878","2.38","8.740000000000007","7.139999999999995","10.740000000000007","8.360000000000007","9.23","0.05861358123569789","28.61","7.97","-0.38","108.37","-9.86","-20.34","-10.42","14.89","-10.6","-11.06","5.03"
Tirupati Foam Ltd,TIRUFOAM,"Home Furnishing","37.895793","85.99","2.26","5","9.730000000000004",,"4.32","4.82","1.910000000000004","92.36","7.470000000000004","2.650000000000004",,"1.1574074074074074",,,"0.74","102.09","2.240000000000002","0.78","0.33000000000000196","22.2","1.660000000000002","0.480000000000002","24.44"
Burnpur Cement Ltd,BURNPUR,"Cement","37.89471972","4.35","11.06","0","12.179999999999978",,"-8.22","71.39","-70.83000000000003","139.96","1.119999999999978","-70.27000000000002",,"0",,,"0.56","152.14","8.060000000000002","-1.38","-11.889999999999995","44.61","5.3000000000000025","-11.779999999999996","52.67"
H P Cotton Textile Mills Ltd,HPCOTTON,,"37.839456","94.14","3.97","0","-9.469999999999999",,"-46.66","5.35","-18.07","95.53","-13.44","-18.79",,"0",,,"-0.72","86.06","-1.2899999999999991","-9.87","-3.8399999999999994","21.7","-2.209999999999999","-4.02","20.41"
RR Metalmakers India Ltd,RRMETAL,"Commodities Trading","37.819043152","41","0.42","0","3.319999999999993",,"-1.23","3.99","-1.030000000000007","81.28","2.8999999999999932","-1.090000000000007",,"0",,,"-0.06","84.6","1.450000000000001","0.64","0.5400000000000009","13.6","1.350000000000001","0.480000000000001","15.05"
Scandent Imaging Ltd,FAMILYCARE,,"37.702312252","6.9","1.41","0.05","9.310000000000002",,"0.97","0.49","5.250000000000002","38.97","7.900000000000002","7.410000000000002",,"0.051546391752577324",,,"2.16","48.28","2.5299999999999994","0.24","1.3099999999999992","11.48","2.1999999999999993","2.079999999999999","14.01"
Lakshmi Finance and Industrial Corp Ltd,LFIC,"Diversified Financials","37.68","126.65","0.14","2","0.31999999999999984",,"1.84",,"0.5499999999999998","3.2800000000000002","0.17999999999999983","0.17999999999999983",,"1.0869565217391304",,,"-0.37000000000000005","3.6","-0.5800000000000001","-1.12","-0.35000000000000014","1.9300000000000002","-0.6200000000000001","-0.6200000000000001","1.35"
Axel Polymers Ltd,AXELPOLY,"Commodity Chemicals","37.63520892","42.3","0.54","0","5.3999999999999915",,"1.39","3.16","1.1799999999999913","80.06","4.859999999999991","1.6999999999999913",,"0",,,"0.52","85.46","2.0100000000000016","0.48","0.4100000000000016","25.29","1.7700000000000016","0.9100000000000016","27.3"
India Home Loan Ltd,INDIAHOME,"Home Financing","37.632424425","26.12","0.34","0","1.3200000000000003",,"0.43",,"0.6000000000000002","21.87","0.9800000000000002","0.9800000000000002",,"0",,,"0.38","23.19","0.35000000000000053","0","4.996003610813204e-16","5.31","0.2700000000000005","0.2700000000000005","5.66"
Dhanalaxmi Roto Spinners Ltd,DHANROTO,,"37.6027923","98.4","0.28","0","10.409999999999997",,"17.06","0.78","6.639999999999998","196.93","10.129999999999997","9.349999999999998",,"0",,,"2.71","207.34","4.589999999999996","7.89","3.0699999999999967","47.46","4.529999999999997","4.2499999999999964","52.05"
Sulabh Engineers and Services Ltd,SULABEN,"Specialized Finance","37.57765","3.8","0.16","0","1.9500000000000002",,"0.15",,"1.4800000000000002","1.69","1.7900000000000003","1.7900000000000003",,"0",,,"0.31","3.64","0.6799999999999999","0.05","0.5399999999999999","0.5800000000000001","0.6299999999999999","0.6299999999999999","1.26"
Archana Software Ltd,SSLFINANCE,"Software Services","37.552873","6.34","0","0","-0.12",,"-0.2","0","-0.12","0.12","-0.12","-0.12",,"0",,,"0","0","-0.03","-0.06","-0.03","0.03","-0.03","-0.03","0"
Comfort Fincap Ltd,COMFINCAP,"Diversified Financials","37.436985","6.86","0","0","6.57",,"0.9",,"4.87","8.16","6.57","6.57",,"0",,,"1.7","14.73","1.2899999999999998","0.172","0.9499999999999997","1.6700000000000002","1.2899999999999998","1.2899999999999998","2.96"
Axis Nifty ETF,AXISNIFTY,"Equity","37.35465305","213.1",,,,,,,,,,,,,,,,,,,,,,,
Apis India Ltd,APIS,"0","37.242603683999995","67.59","2.75","0","23.30000000000001",,"33.57","7.42","18.250000000000014","309.7","20.55000000000001","13.130000000000011",,"0",,,"-5.120000000000001","333","6.579999999999998","10.83","5.719999999999999","71.09","6.009999999999998","3.949999999999998","77.67"
Ushdev International Ltd,USHDI,,"37.23434","1.12","7.13","0","-39.17",,"-1.37","0","-46.300000000000004","54.79","-46.300000000000004","-46.300000000000004",,"0",,,"0","15.62","5.51","0.11","3.75","-3.63","3.75","3.75","1.88"
Inani Marbles and Industries Ltd,INANI,"Building Products - Granite","37.2","19.99","3.38","0.04","6.530000000000001",,"0.3","2.28","0.5700000000000014","67.28","3.1500000000000012","0.8700000000000014",,"0.13333333333333333",,,"0.3","73.81","0.7899999999999991","-0.38","-0.7000000000000008","11.38","-0.06000000000000083","-0.6900000000000008","12.17"
Rishi Laser Ltd,RISHILASE,,"37.1105262","42","2.84","0","10.610000000000014",,"5.38","3.15","4.930000000000013","125.35","7.770000000000014","4.620000000000013",,"0",,,"-0.31","135.96","2.8800000000000026","2.05","1.8700000000000025","31.14","2.2000000000000024","1.5300000000000025","34.02"
Porwal Auto Components Ltd,PORWAL,"Auto Parts","36.995","24.92","5.96","0","7.700000000000017",,"-0.68","2.77","-1.029999999999983","132.95","1.740000000000017","-1.029999999999983",,"0",,,"0","140.65","0.25","-0.72","-1.0899999999999999","35.36","-0.31999999999999995","-1.0899999999999999","35.61"
Baroda Extrusion Ltd,BAROEXT,"Industrial Machinery","36.964152","2.45","0.1","0","-3.3100000000000023",,"-0.23","0.02","-3.4100000000000024","133.9","-3.4100000000000024","-3.4300000000000024",,"0",,,"-0.02","130.59","0.6599999999999966","0.04","0.6299999999999966","32.09","0.6299999999999966","0.6299999999999966","32.75"
Smiths & Founders India Ltd,SMFIL,"Iron & Steel","36.92274205","3.67","0.24","0","0.8000000000000007",,"0.02","0.31","0.2500000000000007","9.68","0.5600000000000007","0.2500000000000007",,"0",,,"0","10.48","0.1900000000000004","0","3.885780586188048e-16","2.53","0.1300000000000004","3.885780586188048e-16","2.72"
Globalspace Technologies Ltd,GSTL,"IT Services & Consulting","36.832972215","35.36","3.65","0","6.339999999999998",,"0.46","2.19","0.5199999999999982","13.15","2.689999999999998","0.4999999999999982",,"0",,,"-0.020000000000000018","19.49","1.6400000000000001","0.09","0.09000000000000019","3.15","0.6400000000000001","0.07000000000000017","4.79"
STL Global Ltd,SGL,"Textiles","36.7865912","13.5","1.58","0","2.559999999999988",,"0.08","0.66","0.21999999999998796","98.29","0.979999999999988","0.31999999999998796",,"0",,,"0.1","100.85","0.7100000000000009","0.03","0.07000000000000081","19.73","0.31000000000000083","0.14000000000000082","20.44"
Nippon India Nifty Auto ETF,AUTOBEES,"Equity","36.765885389","157.51",,,,,,,,,,,,,,,,,,,,,,,
Libas Consumer Products Ltd,LIBAS,"Apparel & Accessories","36.7506891","13.8","0.33","0","9.310000000000002",,"3.99","1.22","7.5900000000000025","72.75","8.980000000000002","7.7600000000000025",,"0",,,"0.16999999999999998","82.06","1.7900000000000027","0.76","1.5600000000000025","21.31","1.7300000000000026","1.6600000000000026","23.1"
Ace Integrated Solutions Ltd,ACEINTEG,"Education Services","36.72","37.7","0.16","0","0.8500000000000005",,"0.47","0.02","0.47000000000000053","6.26","0.6900000000000005","0.6700000000000005",,"0",,,"0.19999999999999998","7.11","0.43999999999999995","0.25","0.23999999999999996","1.83","0.39999999999999997","0.38999999999999996","2.27"
PlatinumOne Business Services Ltd,POBS,,"36.71168","232","0.61","3","3.7699999999999996",,"14.53","0","2.2899999999999996","22.41","3.1599999999999997","3.1599999999999997",,"0.20646937370956642",,,"0.87","26.18",,,,,,,
Auto Pins India Ltd,AUTOPINS,"Iron & Steel","36.702115722","67.52","0.51","0","1.8299999999999983",,"1.48","0.44","0.8499999999999983","43.86","1.3199999999999983","0.8799999999999983",,"0",,,"0.03","45.69","0.8000000000000007","0.8","0.45000000000000073","15.8","0.6700000000000007","0.4800000000000007","16.6"
Srestha Finvest Ltd,SRESTHA,"Diversified Financials","36.63","1.11","0.03","0","-4.55",,"-0.6",,"-4.97","7.3","-4.58","-4.58",,"0",,,"0.39","2.75","-4.56","-0.56","-4.599999999999999","5.26","-4.579999999999999","-4.579999999999999","0.7"
HB Stockholdings Ltd,HBSL,"Investment Banking & Brokerage","36.61622145","50.1","0.27","1","-1.8399999999999999",,"-2.82",,"-2.01","4.83","-2.11","-2.11",,,,,"-0.1","2.99","-6.95","-9.85","-7.03","7.4","-7.03","-7.03","0.45"
Gothi Plascon India Ltd,GOTHIPL,,"36.4242","34.56","0.36","2","2.61",,"1.62","0.03","1.6600000000000001","1.65","2.25","2.22",,"1.2345679012345678",,,"0.56","4.26","0.4800000000000001","-0.2","-0.19999999999999996","0.57","0.3900000000000001","0.3600000000000001","1.05"
Swojas Energy Foods Ltd,SWOJAS ENRGY,,"36.31918845","11.73","0","0","0.009999999999999981",,"0","0","0.009999999999999981","0.17","0.009999999999999981","0.009999999999999981",,,,,"0","0.18","-0.05","-0.01","-0.030000000000000002","0.11","-0.05","-0.05","0.06"
Vista Pharmaceuticals Ltd,VISTAPH,"Pharmaceuticals","36.278792302","9.2","1.57","0","-1.94",,"-1.58","1.21","-5.81","3.23","-3.51","-4.72",,"0",,,"1.09","1.29","-1.0899999999999999","-1.05","-3.87","2.38","-2.2","-2.52","1.29"
Atishay Ltd,ATISHAY,"Outsourced services","36.271342899000004","33","1.44","0","2.840000000000005","4.83","0.5919135682343893","0.39","0.6500000000000051","14.42","1.4000000000000052","1.0100000000000051","0.08","0","0","1.25","0.36","23.42","0.6200000000000001","0.1","0.1100000000000001","6.52","0.2900000000000001","0.1700000000000001","7.14"
Sai Capital Ltd,SAICAPI,"Investment Banking & Brokerage","36.2647835","125.9","0.3","0","5.469999999999999",,"8.81",,"2.5399999999999987","10.48","5.169999999999999","5.169999999999999",,"0",,,"2.6300000000000003","15.95","-2.4300000000000006","-8.62","-2.4700000000000006","6.9","-2.5200000000000005","-2.5200000000000005","4.47"
Hindoostan Mills Ltd,HINDMILL,"Textiles","36.22056448","218.5","3.91","0","-2.460000000000008",,"-40.88","0.43","-6.800000000000008","105.23","-6.370000000000008","-6.800000000000008",,"0",,,"0","102.77","0.759999999999998","-1.8","-0.30000000000000193","31.12","-0.20000000000000195","-0.30000000000000193","31.88"
Pearl Polymers Ltd,PEARLPOLY,"Plastic Products","36.1951038","21.05","0.57","0","-7.400000000000002",,"-4.86","0.07","-8.180000000000003","26.89","-7.970000000000002","-8.040000000000003",,"0",,,"0.13999999999999999","19.49","-2.7699999999999996","-1.82","-3.0599999999999996","8.25","-2.9099999999999997","-2.9199999999999995","5.48"
Unison Metals Ltd,UNISON,"Housewares","36.191439","22.89","3.16","0","11.240000000000009",,"1.06","5.67","1.700000000000009","227.35","8.080000000000009","2.410000000000009",,"0",,,"0.71","238.59","7.459999999999994","2.33","3.7399999999999936","65.98","6.619999999999994","5.089999999999994","73.44"
Rapicut Carbides Ltd,RAPICUT,"Industrial Machinery","36.159221339999995","69","0.6","0","-0.23000000000000398",,"-2.52","0.29","-1.3500000000000039","39.81","-0.830000000000004","-1.1200000000000039",,"0",,,"0.23","39.58","0.15000000000000036","-0.63","-0.3299999999999996","15.56","3.608224830031759e-16","-0.09999999999999964","15.71"
Tecil Chemical and Hydro Power Ltd,TECILCHEM,"Commodity Chemicals","36.1258485","19.9","0.03","0","-1.37",,"-0.74","0","-1.4000000000000001","1.37","-1.4000000000000001","-1.4000000000000001",,"0",,,"0","0","-0.08","-0.05","-0.09","0.08","-0.09","-0.09","0"
Vivid Mercantile Ltd,VIVIDM,"Commodities Trading","36.092304","37.5","0.08","0","4.5600000000000005",,"4.33","0","4.32","4.83","4.48","4.48",,"0",,,"0.16","9.39","0.47999999999999954","0.41","0.41999999999999954","5.37","0.46999999999999953","0.46999999999999953","5.85"
Super Spinning Mills Ltd,SUPERSPIN,"Textiles","36.025","6.6","2.34","0","-12.489999999999995",,"-3.56","3.27","-19.559999999999995","102.66","-14.829999999999995","-18.099999999999994",,"0",,,"1.46","90.17","-6.960000000000001","-1.42","-7.8100000000000005","28.44","-7.570000000000001","-8.47","21.48"
Sonal Adhesives Ltd,SONALAD,"Specialty Chemicals","35.947791","62.27","0.63","0","3.8499999999999943",,"3.74","0.2","2.2599999999999945","80.28","3.2199999999999944","3.0199999999999942",,"0",,,"0.76","84.13","1.5600000000000023","1.06","0.6500000000000025","20.49","1.4000000000000024","1.2400000000000024","22.05"
Sacheta Metals Ltd,SACHEMT,"Housewares","35.9441426","18.84","1.8","0","5.3700000000000045",,"1.08","0.76","2.060000000000005","93.92","3.5700000000000047","2.810000000000005",,"0",,,"0.75","99.29","1.4200000000000017","0.27","0.5200000000000018","26.56","0.9500000000000017","0.7500000000000018","27.98"
Gem Spinners India Ltd,GEMSPIN,"Textiles","35.779870169999995","5.83","0.16","0","-0.54",,"-0.11","0","-0.7000000000000001","0.54","-0.7000000000000001","-0.7000000000000001",,"0",,,"0","0","-0.1","-0.02","-0.14","0.1","-0.14","-0.14","0"
Starlog Enterprises Ltd,STARLOG,"Construction & Engineering","35.745384195","30","8.45","0","111.22999999999999",,"72.03","16.25","86.22999999999999","46.4","102.77999999999999","86.52999999999999",,"0",,,"0.3","157.63","10.370000000000001","6.42","7.690000000000001","2.36","9.500000000000002","7.9700000000000015","12.73"
Orchasp Ltd,ORCHASP,,"35.70637345","2.85","0.06","0","1.3200000000000003",,"0.03","0.78","0.3500000000000002","27.06","1.2600000000000002","0.4800000000000002",,"0",,,"0.13","28.38","-1.709999999999999","-0.15","-1.659999999999999","16.27","-1.729999999999999","-1.909999999999999","14.56"
Advance Petrochemicals Ltd,ADVPETR-B,"Oil & Gas - Refining & Marketing","35.6535","376.35","0.79","0","2.8500000000000014",,"10.49","0.74","0.9500000000000014","34.33","2.0600000000000014","1.3200000000000014",,"0",,,"0.37","37.18","0.1200000000000001","-4.59","-0.40999999999999986","7.82","-0.3099999999999999","-0.4899999999999999","7.94"
KMS Medisurgi Ltd,KMSMEDI,"0","35.574","107.8","0.32","0","0.9699999999999989",,"1.74","0","0.5599999999999988","10.07","0.6499999999999988","0.6499999999999988",,"0",,,"0.09000000000000001","11.04",,,,,,,
Sagardeep Alloys Ltd,SAGARDEEP,"Metals - Diversified","35.564679","20.85","0.73","0","2.0700000000000074",,"0.34","0.56","0.5600000000000074","85.6","1.3400000000000074","0.7800000000000074",,"0",,,"0.22","87.67","0.22000000000000242","-0.05","-0.0799999999999976","21.4","0.06000000000000241","-0.1299999999999976","21.62"
Nam Securities Ltd,NAM,"Investment Banking & Brokerage","35.47936","65","0.08","0","0.14000000000000057",,"0.05",,"0.030000000000000568","72.15","0.06000000000000057","0.06000000000000057",,"0",,,"0.03","72.29","0.34999999999999787","0.47","0.25999999999999784","19.85","0.32999999999999785","0.32999999999999785","20.2"
